,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Juwan Howard,23.0,82,82.0,3324,638,1313,0.486,0,2,0.0,638,1311,0.487,0.486,294,389,0.756,202,450,652,311,93,23,246,259,1570
1,2.0,Rod Strickland,30.0,82,81.0,2997,515,1105,0.466,13,77,0.169,502,1028,0.488,0.472,367,497,0.738,95,240,335,727,143,14,270,166,1410
2,3.0,Chris Webber,23.0,72,72.0,2806,604,1167,0.518,60,151,0.397,544,1016,0.535,0.543,177,313,0.565,238,505,743,331,122,137,230,258,1445
3,4.0,Calbert Cheaney,25.0,79,79.0,2411,369,730,0.505,4,30,0.133,365,700,0.521,0.508,95,137,0.693,70,198,268,114,77,18,94,226,837
4,5.0,Gheorghe Mureșan,25.0,73,69.0,1849,327,541,0.604,0,0,,327,541,0.604,0.604,123,199,0.618,141,340,481,29,43,96,117,230,777
5,6.0,Tracy Murray,25.0,82,1.0,1814,288,678,0.425,106,300,0.353,182,378,0.481,0.503,135,161,0.839,84,169,253,78,69,19,86,150,817
6,7.0,Harvey Grant,31.0,78,25.0,1604,129,314,0.411,28,89,0.315,101,225,0.449,0.455,30,39,0.769,63,193,256,68,46,48,30,167,316
7,8.0,Jaren Jackson,29.0,75,0.0,1133,134,329,0.407,53,158,0.335,81,171,0.474,0.488,53,69,0.768,31,101,132,65,45,16,60,131,374
8,9.0,Chris Whitney,25.0,82,1.0,1117,139,330,0.421,58,163,0.356,81,167,0.485,0.509,94,113,0.832,13,91,104,182,49,4,68,100,430
9,10.0,Lorenzo Williams,27.0,19,0.0,264,20,31,0.645,0,0,,20,31,0.645,0.645,5,7,0.714,28,41,69,4,6,8,18,49,45
10,11.0,Ben Wallace,22.0,34,0.0,197,16,46,0.348,0,0,,16,46,0.348,0.348,6,20,0.3,25,33,58,2,8,11,18,27,38
11,12.0,Tim Legler,30.0,15,0.0,182,15,48,0.313,8,29,0.276,7,19,0.368,0.396,6,7,0.857,0,21,21,7,3,5,9,21,44
12,13.0,Ashraf Amaya,25.0,31,0.0,144,12,40,0.3,1,1,1.0,11,39,0.282,0.313,15,28,0.536,19,33,52,3,7,3,10,29,40
13,14.0,Matt Fish,27.0,5,0.0,7,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,1,4,5,0,0,0,2,2,2
14,15.0,Gaylon Nickerson,27.0,1,0.0,6,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,0,1,1,0,1,0,1,0,2
15,,,,82,,19855,3208,6678,0.48,331,1001,0.331,2877,5677,0.507,0.505,1400,1979,0.707,1010,2420,3430,1921,712,402,1289,1815,8147
