Unnamed: 0,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Co_Points_Share
0,1.0,Desmond Bane,23.0,76,76.0,2266,508,1101,0.461,228,523,0.436,280,578,0.484,0.565,140,155,0.903,46,288,334,208,92,29,111,196,1384,0.1459915611814346
1,2.0,Jaren Jackson Jr.,22.0,78,78.0,2126,430,1036,0.415,128,401,0.319,302,635,0.476,0.477,284,345,0.823,119,335,454,86,73,177,130,272,1272,0.1341772151898734
2,3.0,Steven Adams,28.0,76,75.0,1999,210,384,0.547,0,1,0.0,210,383,0.548,0.547,108,199,0.543,349,411,760,256,65,60,115,153,528,0.05569620253164557
3,4.0,Ja Morant,22.0,57,57.0,1889,580,1177,0.493,88,256,0.344,492,921,0.534,0.53,316,415,0.761,77,248,325,384,66,22,196,86,1564,0.1649789029535865
4,5.0,De'Anthony Melton,23.0,73,15.0,1657,281,695,0.404,139,372,0.374,142,323,0.44,0.504,90,120,0.75,64,264,328,194,104,39,112,128,791,0.08343881856540085
5,6.0,Tyus Jones,25.0,73,23.0,1549,249,552,0.451,80,205,0.39,169,347,0.487,0.524,54,66,0.818,17,159,176,324,66,2,46,32,632,0.06666666666666667
6,7.0,Kyle Anderson,28.0,69,11.0,1484,209,469,0.446,36,109,0.33,173,360,0.481,0.484,67,105,0.638,69,299,368,183,77,45,71,108,521,0.054957805907172995
7,8.0,Ziaire Williams,20.0,62,31.0,1346,191,424,0.45,76,242,0.314,115,182,0.632,0.54,43,55,0.782,26,103,129,65,35,12,41,113,501,0.05284810126582278
8,9.0,John Konchar,25.0,72,7.0,1292,135,262,0.515,52,126,0.413,83,136,0.61,0.615,27,49,0.551,87,242,329,109,45,22,29,90,349,0.03681434599156118
9,10.0,Brandon Clarke,25.0,64,1.0,1246,288,447,0.644,5,22,0.227,283,425,0.666,0.65,85,130,0.654,135,207,342,86,39,68,34,122,666,0.07025316455696203
10,11.0,Dillon Brooks,26.0,32,31.0,885,227,526,0.432,46,149,0.309,181,377,0.48,0.475,90,106,0.849,29,73,102,88,36,8,50,105,590,0.06223628691983123
11,12.0,Xavier Tillman Sr.,23.0,53,2.0,701,98,216,0.454,10,49,0.204,88,167,0.527,0.477,46,71,0.648,66,95,161,62,49,15,34,63,252,0.026582278481012658
12,13.0,Killian Tillie,23.0,36,3.0,461,43,127,0.339,27,86,0.314,16,41,0.39,0.445,5,8,0.625,21,39,60,22,23,15,13,58,118,0.012447257383966244
13,14.0,Santi Aldama,21.0,32,0.0,360,53,132,0.402,6,48,0.125,47,84,0.56,0.424,20,32,0.625,33,54,87,21,6,10,16,36,132,0.013924050632911392
14,15.0,Jarrett Culver,22.0,37,0.0,338,51,135,0.378,12,47,0.255,39,88,0.443,0.422,16,34,0.471,13,35,48,33,20,5,20,42,130,0.013713080168776372
15,16.0,Yves Pons,22.0,12,0.0,71,5,16,0.313,3,9,0.333,2,7,0.286,0.406,0,2,0.0,5,7,12,1,1,4,1,6,13,0.0013713080168776372
16,17.0,Sam Merrill,25.0,6,0.0,58,8,24,0.333,7,23,0.304,1,1,1.0,0.479,2,4,0.5,1,6,7,4,0,0,2,3,25,0.0026371308016877636
17,18.0,Dakota Mathias,26.0,6,0.0,16,2,6,0.333,2,6,0.333,0,0,,0.5,0,0,,0,2,2,1,1,0,0,1,6,0.0006329113924050633
18,19.0,Shaq Buchanan,25.0,2,0.0,10,1,4,0.25,0,2,0.0,1,2,0.5,0.25,0,0,,1,1,2,2,1,0,2,1,2,0.0002109704641350211
19,20.0,DaQuan Jeffries,24.0,3,0.0,9,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,2,2,1,0,0,0,1,2,0.0002109704641350211
20,21.0,Xavier Sneed,24.0,2,0.0,8,0,2,0.0,0,2,0.0,0,0,,0.0,0,0,,1,1,2,0,0,0,0,2,0,0.0
21,22.0,Jon Teske,24.0,3,0.0,8,0,1,0.0,0,0,,0,1,0.0,0.0,0,2,0.0,0,2,2,1,1,0,0,1,0,0.0
22,23.0,Tyrell Terry,21.0,2,0.0,3,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,1,2,0.0002109704641350211
23,,,,82,,19780,3571,7739,0.461,945,2679,0.353,2626,5060,0.519,0.522,1393,1898,0.734,1159,2873,4032,2131,800,533,1082,1620,9480,1.0
