,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Luol Deng,26.0,54,54.0,2129,311,755,0.412,79,215,0.367,232,540,0.43,0.464,127,165,0.77,77,273,350,157,56,36,96,81,828
1,2.0,Carlos Boozer,30.0,66,66.0,1948,448,842,0.532,0,1,0.0,448,841,0.533,0.532,95,137,0.693,114,450,564,125,63,24,115,168,991
2,3.0,Joakim Noah,26.0,64,64.0,1945,249,490,0.508,0,1,0.0,249,489,0.509,0.508,154,206,0.748,242,387,629,160,41,92,92,162,652
3,4.0,Ronnie Brewer,26.0,66,43.0,1635,190,445,0.427,19,69,0.275,171,376,0.455,0.448,56,100,0.56,72,159,231,137,72,21,59,64,455
4,5.0,Kyle Korver,30.0,65,7.0,1469,178,412,0.432,118,271,0.435,60,141,0.426,0.575,55,66,0.833,26,133,159,112,36,15,53,110,529
5,6.0,Derrick Rose,23.0,39,39.0,1375,302,695,0.435,54,173,0.312,248,522,0.475,0.473,194,239,0.812,26,105,131,307,35,28,119,52,852
6,7.0,Taj Gibson,26.0,63,0.0,1284,200,404,0.495,0,0,,200,404,0.495,0.495,84,135,0.622,135,197,332,47,27,81,60,131,484
7,8.0,C.J. Watson,27.0,49,25.0,1159,161,437,0.368,68,173,0.393,93,264,0.352,0.446,84,104,0.808,21,84,105,200,45,8,97,103,474
8,9.0,Ömer Aşık,25.0,66,2.0,971,79,156,0.506,0,0,,79,156,0.506,0.506,47,103,0.456,127,223,350,32,30,68,68,121,205
9,10.0,John Lucas III,29.0,49,2.0,726,143,358,0.399,55,140,0.393,88,218,0.404,0.476,28,32,0.875,22,54,76,108,19,1,42,42,369
10,11.0,Richard Hamilton,33.0,28,28.0,697,140,310,0.452,17,46,0.37,123,264,0.466,0.479,29,37,0.784,20,46,66,84,12,1,49,56,326
11,12.0,Jimmy Butler,22.0,42,0.0,359,32,79,0.405,2,11,0.182,30,68,0.441,0.418,43,56,0.768,23,33,56,14,11,5,14,20,109
12,13.0,Brian Scalabrine,33.0,28,0.0,122,14,30,0.467,1,7,0.143,13,23,0.565,0.483,3,6,0.5,8,13,21,15,5,6,9,9,32
13,14.0,Mike James,36.0,11,0.0,120,20,49,0.408,6,10,0.6,14,39,0.359,0.469,7,8,0.875,2,8,10,29,4,2,14,20,53
14,,,,66,,15940,2467,5462,0.452,419,1117,0.375,2048,4345,0.471,0.49,1006,1394,0.722,915,2165,3080,1527,456,388,923,1139,6359
