,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Derrick Rose,21.0,78,78.0,2871,672,1373,0.489,16,60,0.267,656,1313,0.5,0.495,259,338,0.766,65,228,293,469,57,27,217,96,1619
1,2.0,Luol Deng,24.0,70,69.0,2651,473,1014,0.466,32,83,0.386,441,931,0.474,0.482,252,330,0.764,131,381,512,143,66,61,134,129,1230
2,3.0,Kirk Hinrich,29.0,74,53.0,2481,308,753,0.409,104,280,0.371,204,473,0.431,0.478,85,113,0.752,24,236,260,330,85,24,113,204,805
3,4.0,Taj Gibson,24.0,82,70.0,2204,311,629,0.494,0,0,,311,629,0.494,0.494,113,175,0.646,226,385,611,70,50,104,114,282,735
4,5.0,Brad Miller,33.0,82,37.0,1950,250,581,0.43,37,132,0.28,213,449,0.474,0.462,182,220,0.827,83,316,399,154,44,29,107,189,719
5,6.0,Joakim Noah,24.0,64,54.0,1925,262,520,0.504,0,0,,262,520,0.504,0.504,163,219,0.744,220,484,704,132,32,100,117,198,687
6,7.0,John Salmons,30.0,51,28.0,1695,230,548,0.42,73,192,0.38,157,356,0.441,0.486,116,147,0.789,18,156,174,125,65,22,70,101,649
7,8.0,Jannero Pargo,30.0,63,5.0,829,132,381,0.346,38,138,0.275,94,243,0.387,0.396,42,45,0.933,9,69,78,89,29,2,50,68,344
8,9.0,James Johnson,22.0,65,11.0,757,95,210,0.452,15,46,0.326,80,164,0.488,0.488,51,70,0.729,34,94,128,48,21,43,62,126,256
9,10.0,Ronald Murray,30.0,29,1.0,680,108,272,0.397,28,90,0.311,80,182,0.44,0.449,48,63,0.762,13,72,85,51,18,4,26,49,292
10,11.0,Tyrus Thomas,23.0,29,3.0,678,99,205,0.483,0,1,0.0,99,204,0.485,0.483,58,90,0.644,42,141,183,33,40,48,52,64,256
11,12.0,Hakim Warrick,27.0,28,0.0,533,83,172,0.483,0,1,0.0,83,171,0.485,0.483,77,102,0.755,40,62,102,17,7,8,23,43,243
12,13.0,Chris Richard,25.0,18,0.0,224,15,29,0.517,0,0,,15,29,0.517,0.517,7,11,0.636,19,40,59,7,8,4,14,50,37
13,14.0,Acie Law,25.0,12,1.0,135,21,45,0.467,4,12,0.333,17,33,0.515,0.511,20,27,0.741,3,11,14,16,4,0,12,8,66
14,15.0,Lindsey Hunter,39.0,13,0.0,122,5,30,0.167,1,13,0.077,4,17,0.235,0.183,2,2,1.0,1,13,14,9,1,0,4,12,13
15,16.0,Devin Brown,31.0,11,0.0,93,8,36,0.222,4,17,0.235,4,19,0.211,0.278,0,0,,2,13,15,7,3,1,5,10,20
16,17.0,Aaron Gray,25.0,8,0.0,50,8,21,0.381,0,0,,8,21,0.381,0.381,2,7,0.286,5,11,16,2,0,0,1,10,18
17,18.0,Joe Alexander,23.0,8,0.0,29,1,6,0.167,0,1,0.0,1,5,0.2,0.167,2,3,0.667,2,3,5,2,1,1,0,9,4
18,,,,82,,19905,3081,6825,0.451,352,1066,0.33,2729,5759,0.474,0.477,1479,1962,0.754,937,2715,3652,1704,531,478,1175,1648,7993
