,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Charlie Bell,27.0,82,64.0,2848,426,974,0.437,127,361,0.352,299,613,0.488,0.503,131,168,0.78,57,181,238,247,97,4,104,213,1110
1,2.0,Ruben Patterson,31.0,81,53.0,2508,475,867,0.548,3,19,0.158,472,848,0.557,0.55,241,376,0.641,190,250,440,232,110,25,199,232,1194
2,3.0,Mo Williams,24.0,68,68.0,2472,468,1049,0.446,79,228,0.346,389,821,0.474,0.484,159,186,0.855,54,275,329,416,85,6,203,201,1174
3,4.0,Andrew Bogut,22.0,66,66.0,2258,348,629,0.553,1,5,0.2,347,624,0.556,0.554,112,194,0.577,168,416,584,198,49,35,150,216,809
4,5.0,Michael Redd,27.0,53,53.0,2036,477,1025,0.465,117,306,0.382,360,719,0.501,0.522,345,416,0.829,42,154,196,124,63,9,122,78,1416
5,6.0,Brian Skinner,30.0,67,44.0,1523,124,253,0.49,0,0,,124,253,0.49,0.49,46,79,0.582,106,279,385,58,18,64,75,195,294
6,7.0,Earl Boykins,30.0,35,19.0,1154,167,391,0.427,54,129,0.419,113,262,0.431,0.496,101,114,0.886,26,50,76,159,31,0,68,61,489
7,8.0,Charlie Villanueva,22.0,39,17.0,984,180,383,0.47,29,86,0.337,151,297,0.508,0.508,73,89,0.82,62,166,228,36,24,12,54,108,462
8,9.0,Ersan İlyasova,19.0,66,14.0,973,139,363,0.383,54,148,0.365,85,215,0.395,0.457,70,89,0.787,58,131,189,49,27,17,51,147,402
9,10.0,Dan Gadzuric,28.0,54,8.0,840,108,228,0.474,0,1,0.0,108,227,0.476,0.474,42,90,0.467,94,152,246,29,22,32,49,141,258
10,11.0,David Noel,22.0,68,0.0,792,65,177,0.367,17,53,0.321,48,124,0.387,0.415,37,43,0.86,42,81,123,65,25,9,40,77,184
11,12.0,Steve Blake,26.0,33,2.0,583,45,129,0.349,19,68,0.279,26,61,0.426,0.422,11,20,0.55,7,38,45,84,10,3,28,49,120
12,13.0,Lynn Greer,27.0,41,0.0,432,61,141,0.433,18,52,0.346,43,89,0.483,0.496,27,32,0.844,2,25,27,53,17,1,18,32,167
13,14.0,Jared Reiner,24.0,27,2.0,244,15,43,0.349,0,0,,15,43,0.349,0.349,3,10,0.3,21,50,71,13,5,6,14,45,33
14,15.0,Damir Markota,21.0,30,0.0,170,19,52,0.365,6,16,0.375,13,36,0.361,0.423,7,11,0.636,11,20,31,6,3,1,15,22,51
15,16.0,Julius Hodge,23.0,5,0.0,28,4,7,0.571,0,0,,4,7,0.571,0.571,1,2,0.5,1,4,5,2,1,0,2,3,9
16,17.0,Chris McCray,22.0,5,0.0,12,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,0,0,0,0,0,0,2,1,0
17,,,,82,,19855,3121,6714,0.465,524,1472,0.356,2597,5242,0.495,0.504,1406,1919,0.733,941,2272,3213,1771,587,224,1240,1821,8172
