,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Dwight Howard,26.0,54,54.0,2070,416,726,0.573,0,7,0.0,416,719,0.579,0.573,281,572,0.491,200,585,785,104,81,116,175,159,1113
1,2.0,Ryan Anderson,23.0,61,61.0,1964,332,757,0.439,166,422,0.393,166,335,0.496,0.548,150,171,0.877,224,247,471,54,50,26,57,146,980
2,3.0,J.J. Redick,27.0,65,22.0,1765,248,584,0.425,112,268,0.418,136,316,0.43,0.521,143,157,0.911,18,132,150,164,27,6,68,92,751
3,4.0,Jameer Nelson,29.0,57,57.0,1706,259,606,0.427,87,231,0.377,172,375,0.459,0.499,71,88,0.807,29,152,181,325,38,5,135,130,676
4,5.0,Hedo Türkoğlu,32.0,53,53.0,1653,209,504,0.415,91,258,0.353,118,246,0.48,0.505,67,95,0.705,24,175,199,233,45,17,142,139,576
5,6.0,Jason Richardson,31.0,54,54.0,1591,243,596,0.408,102,277,0.368,141,319,0.442,0.493,41,69,0.594,36,158,194,107,53,22,60,91,629
6,7.0,Glen Davis,26.0,61,13.0,1427,225,534,0.421,2,14,0.143,223,520,0.429,0.423,114,167,0.683,107,224,331,47,43,19,75,106,566
7,8.0,Chris Duhon,29.0,63,9.0,1226,85,203,0.419,50,119,0.42,35,84,0.417,0.542,17,21,0.81,14,88,102,151,35,9,81,71,237
8,9.0,Quentin Richardson,31.0,48,3.0,866,74,197,0.376,42,121,0.347,32,76,0.421,0.482,25,30,0.833,15,108,123,38,28,6,29,74,215
9,10.0,Earl Clark,24.0,45,1.0,559,51,139,0.367,0,0,,51,139,0.367,0.367,21,29,0.724,35,89,124,18,12,32,25,72,123
10,11.0,Von Wafer,26.0,33,1.0,469,71,157,0.452,14,39,0.359,57,118,0.483,0.497,38,54,0.704,6,39,45,29,10,3,35,26,194
11,12.0,Daniel Orton,21.0,16,2.0,187,17,30,0.567,0,1,0.0,17,29,0.586,0.567,11,25,0.44,19,20,39,5,8,9,7,30,45
12,13.0,Ish Smith,23.0,20,0.0,171,19,51,0.373,1,4,0.25,18,47,0.383,0.382,6,8,0.75,5,21,26,32,11,2,12,11,45
13,14.0,DeAndre Liggins,23.0,17,0.0,115,12,25,0.48,0,4,0.0,12,21,0.571,0.48,9,19,0.474,6,9,15,5,6,0,10,6,33
14,15.0,Larry Hughes,33.0,9,0.0,114,5,22,0.227,1,7,0.143,4,15,0.267,0.25,1,2,0.5,1,4,5,7,2,0,12,10,12
15,16.0,Justin Harper,22.0,14,0.0,84,9,31,0.29,2,13,0.154,7,18,0.389,0.323,0,1,0.0,3,9,12,2,2,3,6,5,20
16,,,,66,,15965,2275,5162,0.441,670,1785,0.375,1605,3377,0.475,0.506,995,1508,0.66,742,2060,2802,1321,451,275,984,1168,6215
