,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Gus Williams,31.0,79,78.0,2960,638,1483,0.43,51,176,0.29,587,1307,0.449,0.447,251,346,0.725,72,123,195,608,178,32,213,159,1578
1,2.0,Greg Ballard,30.0,82,77.0,2664,469,978,0.48,14,46,0.304,455,932,0.488,0.487,120,151,0.795,150,381,531,208,100,33,106,221,1072
2,3.0,Jeff Malone,23.0,76,61.0,2613,605,1213,0.499,15,72,0.208,590,1141,0.517,0.505,211,250,0.844,60,146,206,184,52,9,107,176,1436
3,4.0,Rick Mahorn,26.0,77,63.0,2072,206,413,0.499,0,0,,206,413,0.499,0.499,71,104,0.683,150,458,608,121,59,104,133,308,483
4,5.0,Cliff Robinson,24.0,60,37.0,1870,422,896,0.471,1,3,0.333,421,893,0.471,0.472,158,213,0.742,141,405,546,149,51,47,161,187,1003
5,6.0,Darren Daye,24.0,80,8.0,1573,258,504,0.512,1,7,0.143,257,497,0.517,0.513,178,249,0.715,93,179,272,240,53,19,134,164,695
6,7.0,Tom McMillen,32.0,69,21.0,1547,252,534,0.472,0,5,0.0,252,529,0.476,0.472,112,135,0.83,64,146,210,52,8,17,44,163,616
7,8.0,Jeff Ruland,26.0,37,36.0,1436,250,439,0.569,0,2,0.0,250,437,0.572,0.569,200,292,0.685,127,283,410,162,31,27,179,128,700
8,9.0,Dudley Bradley,27.0,73,24.0,1232,142,299,0.475,20,64,0.313,122,235,0.519,0.508,54,79,0.684,34,100,134,173,96,21,84,152,358
9,10.0,Frank Johnson,26.0,46,1.0,925,175,358,0.489,6,17,0.353,169,341,0.496,0.497,72,96,0.75,23,40,63,143,43,3,59,72,428
10,11.0,Charles Jones,27.0,28,4.0,638,65,123,0.528,0,0,,65,123,0.528,0.528,36,52,0.692,69,109,178,25,22,74,21,101,166
11,12.0,Guy Williams,24.0,21,0.0,119,29,63,0.46,1,4,0.25,28,59,0.475,0.468,2,5,0.4,15,12,27,9,5,2,8,17,61
12,13.0,Don Collins,26.0,11,0.0,91,12,34,0.353,0,0,,12,34,0.353,0.353,8,9,0.889,10,9,19,7,7,4,8,5,32
13,14.0,Tom Sewell,22.0,21,0.0,87,9,36,0.25,0,2,0.0,9,34,0.265,0.25,2,4,0.5,2,2,4,6,3,1,7,13,20
14,15.0,Charles Davis,26.0,4,0.0,28,2,10,0.2,0,0,,2,10,0.2,0.2,3,4,0.75,2,2,4,1,1,0,2,3,7
15,,,,82,,19855,3534,7383,0.479,109,398,0.274,3425,6985,0.49,0.486,1478,1989,0.743,1012,2395,3407,2088,709,393,1282,1869,8655
