,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Magic Johnson,27.0,80,80.0,2904,683,1308,0.522,8,39,0.205,675,1269,0.532,0.525,535,631,0.848,122,382,504,977,138,36,300,168,1909
1,2.0,James Worthy,25.0,82,82.0,2819,651,1207,0.539,0,13,0.0,651,1194,0.545,0.539,292,389,0.751,158,308,466,226,108,83,168,206,1594
2,3.0,Byron Scott,25.0,82,82.0,2729,554,1134,0.489,65,149,0.436,489,985,0.496,0.517,224,251,0.892,63,223,286,281,125,18,144,163,1397
3,4.0,Kareem Abdul-Jabbar,39.0,78,78.0,2441,560,993,0.564,1,3,0.333,559,990,0.565,0.564,245,343,0.714,152,371,523,203,49,97,186,245,1366
4,5.0,Michael Cooper,30.0,82,2.0,2253,322,736,0.438,89,231,0.385,233,505,0.461,0.498,126,148,0.851,58,196,254,373,78,43,102,199,859
5,6.0,A.C. Green,23.0,79,72.0,2240,316,587,0.538,0,5,0.0,316,582,0.543,0.538,220,282,0.78,210,405,615,84,70,80,102,171,852
6,7.0,Kurt Rambis,28.0,78,10.0,1514,163,313,0.521,0,0,,163,313,0.521,0.521,120,157,0.764,159,294,453,63,74,41,104,201,446
7,8.0,Billy Thompson,23.0,59,0.0,762,142,261,0.544,0,1,0.0,142,260,0.546,0.544,48,74,0.649,69,102,171,60,15,30,61,148,332
8,9.0,Mychal Thompson,32.0,33,1.0,680,129,269,0.48,0,1,0.0,129,268,0.481,0.48,75,101,0.743,47,89,136,28,14,30,57,85,333
9,10.0,Wes Matthews,27.0,50,0.0,532,89,187,0.476,1,3,0.333,88,184,0.478,0.479,29,36,0.806,13,34,47,100,23,4,51,53,208
10,11.0,Frank Brickowski,27.0,37,0.0,404,53,94,0.564,0,0,,53,94,0.564,0.564,40,59,0.678,40,57,97,12,14,4,25,105,146
11,12.0,Mike Smrek,24.0,35,3.0,233,30,60,0.5,0,0,,30,60,0.5,0.5,16,25,0.64,13,24,37,5,4,13,19,70,76
12,13.0,Adrian Branch,23.0,32,0.0,219,48,96,0.5,0,2,0.0,48,94,0.511,0.5,42,54,0.778,23,30,53,16,16,3,24,39,138
13,,,,82,,19730,3740,7245,0.516,164,447,0.367,3576,6798,0.526,0.528,2012,2550,0.789,1127,2515,3642,2428,728,482,1358,1853,9656
