,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Richard Jefferson,25.0,78,78.0,3059,495,1005,0.493,60,188,0.319,435,817,0.532,0.522,471,580,0.812,95,439,534,297,59,17,174,193,1521
1,2.0,Jason Kidd,32.0,80,80.0,2975,366,905,0.404,139,395,0.352,227,510,0.445,0.481,194,244,0.795,86,494,580,672,150,29,192,157,1065
2,3.0,Vince Carter,29.0,79,79.0,2906,653,1518,0.43,125,367,0.341,528,1151,0.459,0.471,480,601,0.799,135,327,462,338,94,53,213,235,1911
3,4.0,Nenad Krstić,22.0,80,80.0,2469,447,881,0.507,1,4,0.25,446,877,0.509,0.508,185,265,0.698,182,331,513,88,32,63,133,297,1080
4,5.0,Jason Collins,27.0,71,70.0,1895,104,262,0.397,3,12,0.25,101,250,0.404,0.403,44,86,0.512,93,249,342,70,46,40,61,251,255
5,6.0,Clifford Robinson,39.0,80,13.0,1863,219,513,0.427,60,175,0.343,159,338,0.47,0.485,52,79,0.658,55,212,267,89,44,40,62,206,550
6,7.0,Jacque Vaughn,30.0,80,6.0,1234,107,245,0.437,1,6,0.167,106,239,0.444,0.439,59,81,0.728,16,75,91,123,42,1,52,140,274
7,8.0,Scott Padgett,29.0,62,1.0,718,71,201,0.353,42,121,0.347,29,80,0.363,0.458,27,34,0.794,56,109,165,41,28,12,21,90,211
8,9.0,Zoran Planinić,23.0,56,1.0,596,66,183,0.361,13,56,0.232,53,127,0.417,0.396,46,66,0.697,14,60,74,53,20,4,43,91,191
9,10.0,Lamond Murray,32.0,57,1.0,576,72,181,0.398,27,78,0.346,45,103,0.437,0.472,25,40,0.625,29,103,132,13,17,7,22,66,196
10,11.0,Jeff McInnis,31.0,28,1.0,486,63,143,0.441,3,16,0.188,60,127,0.472,0.451,20,29,0.69,11,39,50,52,11,2,29,37,149
11,12.0,Marc Jackson,31.0,37,0.0,433,66,148,0.446,0,0,,66,148,0.446,0.446,38,48,0.792,30,59,89,22,5,6,28,70,170
12,13.0,Antoine Wright,21.0,39,0.0,370,29,81,0.358,1,15,0.067,28,66,0.424,0.364,11,22,0.5,8,22,30,12,4,3,21,42,70
13,14.0,Boštjan Nachbar,25.0,11,0.0,97,12,32,0.375,2,14,0.143,10,18,0.556,0.406,5,8,0.625,4,7,11,5,3,0,4,13,31
14,15.0,John Thomas,30.0,2,0.0,36,1,6,0.167,0,0,,1,6,0.167,0.167,0,0,,7,3,10,0,1,1,2,4,2
15,16.0,Linton Johnson,25.0,9,0.0,35,5,10,0.5,0,0,,5,10,0.5,0.5,1,4,0.25,0,7,7,2,2,0,4,7,11
16,17.0,Derrick Zimmerman,24.0,2,0.0,32,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,3,4,7,0,0,4,4,4
17,,,,82,,19780,2778,6317,0.44,477,1447,0.33,2301,4870,0.472,0.478,1658,2187,0.758,822,2539,3361,1884,558,278,1119,1903,7691
