,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Larry Bird,33.0,75,75.0,2944,718,1517,0.473,65,195,0.333,653,1322,0.494,0.495,319,343,0.93,90,622,712,562,106,61,243,173,1820
1,2.0,Kevin McHale,32.0,82,25.0,2722,648,1181,0.549,23,69,0.333,625,1112,0.562,0.558,393,440,0.893,201,476,677,172,30,157,183,250,1712
2,3.0,Reggie Lewis,24.0,79,54.0,2522,540,1089,0.496,4,15,0.267,536,1074,0.499,0.498,256,317,0.808,109,238,347,225,88,63,120,216,1340
3,4.0,Robert Parish,36.0,79,78.0,2396,505,871,0.58,0,0,,505,871,0.58,0.58,233,312,0.747,259,537,796,103,38,69,169,189,1243
4,5.0,Dennis Johnson,35.0,75,65.0,2036,206,475,0.434,1,24,0.042,205,451,0.455,0.435,118,140,0.843,48,153,201,485,81,14,117,179,531
5,6.0,Joe Kleine,28.0,81,4.0,1365,176,367,0.48,0,4,0.0,176,363,0.485,0.48,83,100,0.83,117,238,355,46,15,27,64,170,435
6,7.0,Jim Paxson,32.0,72,25.0,1283,191,422,0.453,5,20,0.25,186,402,0.463,0.459,73,90,0.811,24,53,77,137,33,5,54,115,460
7,8.0,John Bagley,29.0,54,17.0,1095,100,218,0.459,1,18,0.056,99,200,0.495,0.461,29,39,0.744,26,63,89,296,40,4,90,77,230
8,9.0,Ed Pinckney,26.0,77,50.0,1082,135,249,0.542,0,1,0.0,135,248,0.544,0.542,92,119,0.773,93,132,225,68,34,42,56,126,362
9,10.0,Kevin Gamble,24.0,71,10.0,990,137,301,0.455,3,18,0.167,134,283,0.473,0.46,85,107,0.794,42,70,112,119,28,8,44,77,362
10,11.0,Michael Smith,24.0,65,7.0,620,136,286,0.476,2,28,0.071,134,258,0.519,0.479,53,64,0.828,40,60,100,79,9,1,54,51,327
11,12.0,Charles Smith,22.0,60,0.0,519,59,133,0.444,0,7,0.0,59,126,0.468,0.444,53,76,0.697,14,55,69,103,35,3,36,75,171
12,13.0,Kelvin Upshaw,27.0,14,0.0,131,12,39,0.308,2,5,0.4,10,34,0.294,0.333,4,6,0.667,3,10,13,28,2,1,12,19,30
13,,,,82,,19705,3563,7148,0.498,106,404,0.262,3457,6744,0.513,0.506,1791,2153,0.832,1066,2707,3773,2423,539,455,1256,1717,9023
