Unnamed: 0,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Co_Points_Share
0,1.0,Mikal Bridges,25.0,82,82.0,2854,458,858,0.534,115,312,0.369,343,546,0.628,0.601,131,157,0.834,74,273,347,185,96,36,68,150,1162,0.12340696686491079
1,2.0,Devin Booker,25.0,68,68.0,2345,662,1421,0.466,183,478,0.383,479,943,0.508,0.53,315,363,0.868,45,297,342,329,77,26,162,180,1822,0.19350042480883603
2,3.0,Chris Paul,36.0,65,65.0,2139,363,736,0.493,63,199,0.317,300,537,0.559,0.536,169,202,0.837,22,261,283,702,121,20,153,134,958,0.10174171622769754
3,4.0,Jae Crowder,31.0,67,67.0,1886,217,544,0.399,127,365,0.348,90,179,0.503,0.516,71,90,0.789,30,324,354,124,95,30,55,173,632,0.06711979609175871
4,5.0,Cameron Johnson,25.0,66,16.0,1730,279,607,0.46,166,391,0.425,113,216,0.523,0.596,98,114,0.86,42,231,273,99,57,16,47,113,822,0.0872982158028887
5,6.0,Deandre Ayton,23.0,58,58.0,1713,442,697,0.634,7,19,0.368,435,678,0.642,0.639,106,142,0.746,149,444,593,84,40,40,91,142,997,0.10588360237892948
6,7.0,Landry Shamet,24.0,69,14.0,1437,191,485,0.394,123,334,0.368,68,151,0.45,0.521,68,81,0.84,16,110,126,108,28,9,41,92,573,0.06085386576040781
7,8.0,Cameron Payne,27.0,58,12.0,1278,240,587,0.409,71,211,0.336,169,376,0.449,0.469,75,89,0.843,24,151,175,282,40,17,103,119,626,0.06648258283772303
8,9.0,JaVale McGee,34.0,74,17.0,1172,288,458,0.629,2,9,0.222,286,449,0.637,0.631,102,146,0.699,163,333,496,42,22,81,98,181,680,0.07221750212404418
9,10.0,Torrey Craig,31.0,27,2.0,562,72,160,0.45,31,96,0.323,41,64,0.641,0.547,12,17,0.706,27,88,115,33,22,17,28,56,187,0.01985981308411215
10,11.0,Elfrid Payton,27.0,50,1.0,549,67,175,0.383,4,18,0.222,63,157,0.401,0.394,12,32,0.375,21,67,88,99,25,6,47,38,150,0.0159303313508921
11,12.0,Bismack Biyombo,29.0,36,3.0,506,86,145,0.593,0,0,,86,145,0.593,0.593,38,71,0.535,63,104,167,23,12,26,25,70,210,0.022302463891248937
12,13.0,Jalen Smith,21.0,29,4.0,382,63,137,0.46,9,39,0.231,54,98,0.551,0.493,40,52,0.769,55,84,139,6,6,18,22,52,175,0.01858538657604078
13,14.0,Ish Wainright,27.0,45,0.0,359,41,104,0.394,19,59,0.322,22,45,0.489,0.486,7,12,0.583,27,27,54,15,20,6,13,49,108,0.011469838572642312
14,15.0,Aaron Holiday,25.0,22,1.0,358,51,124,0.411,16,36,0.444,35,88,0.398,0.476,31,33,0.939,15,40,55,75,18,0,28,32,149,0.01582412914188615
15,16.0,Frank Kaminsky,28.0,9,0.0,181,36,66,0.545,5,15,0.333,31,51,0.608,0.583,18,20,0.9,11,30,41,13,8,7,5,14,95,0.010089209855564996
16,17.0,Abdel Nader,28.0,14,0.0,145,12,35,0.343,4,14,0.286,8,21,0.381,0.4,6,10,0.6,4,23,27,7,8,4,11,20,34,0.003610875106202209
17,18.0,Gabriel Lundberg,27.0,4,0.0,44,5,19,0.263,3,8,0.375,2,11,0.182,0.342,0,0,,2,5,7,11,3,0,3,7,13,0.0013806287170773151
18,19.0,Justin Jackson,26.0,6,0.0,35,5,14,0.357,3,9,0.333,2,5,0.4,0.464,0,0,,1,6,7,2,0,0,1,3,13,0.0013806287170773151
19,20.0,Chandler Hutchison,25.0,6,0.0,22,1,2,0.5,0,0,,1,2,0.5,0.5,2,2,1.0,0,5,5,2,0,0,4,1,4,0.0004248088360237893
20,21.0,Emanuel Terry,25.0,3,0.0,18,0,5,0.0,0,0,,0,5,0.0,0.0,0,0,,8,7,15,2,1,0,5,4,0,0.0
21,22.0,M.J. Walker,23.0,2,0.0,8,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,1,1,1,2,0,0,1,0,0.0
22,23.0,Paris Bass,26.0,2,0.0,7,2,6,0.333,0,2,0.0,2,4,0.5,0.333,2,2,1.0,2,2,4,0,1,0,2,2,6,0.000637213254035684
23,,,,82,,19730,3581,7389,0.485,951,2616,0.364,2630,4773,0.551,0.549,1303,1635,0.797,801,2913,3714,2244,702,359,1060,1633,9416,1.0
