,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Patrick Ewing,26.0,80,80.0,2896,727,1282,0.567,0,6,0.0,727,1276,0.57,0.567,361,484,0.746,213,527,740,188,117,281,266,311,1815
1,2.0,Charles Oakley,25.0,82,82.0,2604,426,835,0.51,12,48,0.25,414,787,0.526,0.517,197,255,0.773,343,518,861,187,104,14,248,270,1061
2,3.0,Mark Jackson,23.0,72,72.0,2477,479,1025,0.467,81,240,0.338,398,785,0.507,0.507,180,258,0.698,106,235,341,619,139,7,226,163,1219
3,4.0,Gerald Wilkins,25.0,81,58.0,2414,462,1025,0.451,51,172,0.297,411,853,0.482,0.476,186,246,0.756,95,149,244,274,115,22,169,166,1161
4,5.0,Johnny Newman,25.0,81,80.0,2336,455,957,0.475,97,287,0.338,358,670,0.534,0.526,286,351,0.815,93,113,206,162,111,23,153,259,1293
5,6.0,Trent Tucker,29.0,81,24.0,1824,263,579,0.454,118,296,0.399,145,283,0.512,0.556,43,55,0.782,55,121,176,132,88,6,59,163,687
6,7.0,Rod Strickland,22.0,81,10.0,1358,265,567,0.467,19,59,0.322,246,508,0.484,0.484,172,231,0.745,51,109,160,319,98,3,148,142,721
7,8.0,Sidney Green,28.0,82,0.0,1277,194,422,0.46,0,3,0.0,194,419,0.463,0.46,129,170,0.759,157,237,394,76,47,18,125,172,517
8,9.0,Kenny Walker,24.0,79,2.0,1163,174,356,0.489,5,20,0.25,169,336,0.503,0.496,66,85,0.776,101,129,230,36,41,45,44,190,419
9,10.0,Eddie Lee Wilkins,26.0,71,2.0,584,114,245,0.465,0,1,0.0,114,244,0.467,0.465,61,111,0.55,72,76,148,7,10,16,56,110,289
10,11.0,Kiki Vandeweghe,30.0,27,0.0,502,97,209,0.464,3,10,0.3,94,199,0.472,0.471,51,56,0.911,15,21,36,35,12,7,23,38,248
11,12.0,Pete Myers,25.0,29,0.0,230,25,61,0.41,0,2,0.0,25,59,0.424,0.41,31,44,0.705,12,11,23,46,17,2,19,41,81
12,13.0,Greg Butler,22.0,33,0.0,140,20,48,0.417,0,3,0.0,20,45,0.444,0.417,16,20,0.8,9,19,28,2,1,2,17,28,56
13,,,,82,,19805,3701,7611,0.486,386,1147,0.337,3315,6464,0.513,0.512,1779,2366,0.752,1322,2265,3587,2083,900,446,1572,2053,9567
