,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Jason Kidd,25.0,50,50.0,2060,310,698,0.444,45,123,0.366,265,575,0.461,0.476,181,239,0.757,87,252,339,539,114,19,150,108,846
1,2.0,Clifford Robinson,32.0,50,35.0,1740,299,629,0.475,58,139,0.417,241,490,0.492,0.521,163,234,0.697,69,158,227,128,75,59,88,153,819
2,3.0,Tom Gugliotta,29.0,43,43.0,1563,277,573,0.483,2,7,0.286,275,566,0.486,0.485,173,218,0.794,131,250,381,121,59,21,88,110,729
3,4.0,George McCloud,31.0,48,16.0,1245,142,324,0.438,69,166,0.416,73,158,0.462,0.545,75,87,0.862,34,128,162,79,45,14,49,128,428
4,5.0,Danny Manning,32.0,50,5.0,1184,187,386,0.484,1,9,0.111,186,377,0.493,0.486,78,112,0.696,62,157,219,113,36,38,69,129,453
5,6.0,Rex Chapman,31.0,38,35.0,1183,165,459,0.359,53,151,0.351,112,308,0.364,0.417,76,91,0.835,12,92,104,109,34,9,54,46,459
6,7.0,Luc Longley,30.0,39,39.0,933,140,290,0.483,0,0,,140,290,0.483,0.483,59,76,0.776,59,162,221,45,23,21,53,119,339
7,8.0,Pat Garrity,22.0,39,9.0,538,85,170,0.5,7,18,0.389,78,152,0.513,0.521,40,56,0.714,26,49,75,18,8,3,20,62,217
8,9.0,Chris Morris,33.0,44,2.0,535,64,149,0.43,16,56,0.286,48,93,0.516,0.483,40,46,0.87,54,67,121,23,16,11,21,54,184
9,10.0,Joe Kleine,37.0,31,5.0,374,30,74,0.405,0,2,0.0,30,72,0.417,0.405,8,12,0.667,27,40,67,12,8,1,10,46,68
10,11.0,Toby Bailey,23.0,27,10.0,249,34,86,0.395,1,5,0.2,33,81,0.407,0.401,9,13,0.692,24,30,54,13,9,2,11,24,78
11,12.0,Gerald Brown,23.0,33,0.0,236,33,89,0.371,3,10,0.3,30,79,0.38,0.388,11,14,0.786,5,17,22,31,5,1,22,21,80
12,13.0,Shawn Respert,26.0,12,1.0,99,13,36,0.361,4,13,0.308,9,23,0.391,0.417,7,10,0.7,2,11,13,8,5,0,5,10,37
13,14.0,Marko Milič,21.0,11,0.0,53,8,20,0.4,0,1,0.0,8,19,0.421,0.4,0,0,,3,2,5,2,3,1,6,7,16
14,15.0,Alvin Sims,24.0,4,0.0,25,4,10,0.4,1,1,1.0,3,9,0.333,0.45,2,5,0.4,3,1,4,5,2,0,6,2,11
15,16.0,Randy Livingston,23.0,1,0.0,22,5,8,0.625,0,0,,5,8,0.625,0.625,2,2,1.0,0,2,2,3,2,0,1,1,12
16,17.0,Jimmy Oliver,29.0,2,0.0,11,1,3,0.333,1,1,1.0,0,2,0.0,0.5,0,0,,0,0,0,0,0,0,0,2,3
17,,,,50,,12050,1797,4004,0.449,261,702,0.372,1536,3302,0.465,0.481,924,1215,0.76,598,1418,2016,1249,444,200,681,1022,4779
