Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,20-086,HOU,ATL,0,22.08333333333333,5.0,9.0,.556,1.0,2.0,.500,4,4.0,1.000,4.0,5.0,9.0,0.0,0.0,0.0,6.0,3.0,15.0,7.8,-6,7.0,4.0,0.5714285714285714,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,38.0,2.111111111111111,6.199999999999999,44.3,2.461111111111111,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-10),L (-10)
2.0,2.0,2022-10-21,20-088,HOU,MEM,0,27.0,9.0,13.0,.692,1.0,2.0,.500,4,10.0,.400,5.0,7.0,12.0,1.0,1.0,2.0,1.0,3.0,23.0,21.6,+13,11.0,8.0,0.7272727272727273,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,32.0,1.7777777777777777,20.000000000000004,45.0,2.5,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-7),L (-7)
3.0,3.0,2022-10-22,20-089,HOU,MIL,0,22.966666666666665,4.0,9.0,.444,0.0,3.0,.000,1,2.0,.500,3.0,6.0,9.0,2.0,1.0,1.0,1.0,2.0,9.0,9.1,-8,6.0,4.0,0.6666666666666666,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,57.0,3.1666666666666665,8.699999999999996,64.79999999999998,3.599999999999999,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-20),L (-20)
4.0,,2022-10-24,20-091,HOU,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,,55.0,3.055555555555556,0.0,67.2,3.733333333333333,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,W (+6),W (+6)
5.0,,2022-10-26,20-093,HOU,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,,40.0,2.2222222222222223,0.0,31.0,1.7222222222222223,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-8),L (-8)
6.0,4.0,2022-10-28,20-095,HOU,POR,1,25.516666666666666,6.0,12.0,.500,1.0,1.0,1.000,1,1.0,1.000,6.0,5.0,11.0,1.0,0.0,3.0,1.0,4.0,14.0,13.9,-8,11.0,5.0,0.4545454545454545,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,38.0,2.111111111111111,13.500000000000002,49.3,2.738888888888889,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-14),L (-14)
7.0,5.0,2022-10-30,20-097,HOU,PHO,1,29.183333333333334,6.0,10.0,.600,0.0,2.0,.000,4,4.0,1.000,3.0,6.0,9.0,2.0,1.0,0.0,1.0,3.0,16.0,15.5,-1,8.0,6.0,0.75,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,13.0,43.0,2.388888888888889,13.9,54.89999999999999,3.0499999999999994,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-15),L (-15)
8.0,6.0,2022-10-31,20-098,HOU,LAC,1,29.78333333333333,4.0,8.0,.500,0.0,0.0,,6,6.0,1.000,2.0,7.0,9.0,3.0,0.0,1.0,2.0,3.0,14.0,13.1,-8,8.0,4.0,0.5,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,11.0,27.0,1.5,10.700000000000005,36.7,2.038888888888889,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-2),L (-2)
9.0,7.0,2022-11-02,20-100,HOU,LAC,1,33.46666666666667,8.0,13.0,.615,0.0,1.0,.000,10,11.0,.909,3.0,10.0,13.0,2.0,1.0,0.0,0.0,6.0,26.0,24.8,-13,12.0,8.0,0.6666666666666666,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,18.0,43.0,2.388888888888889,20.8,42.10000000000001,2.338888888888889,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-8),L (-8)
10.0,8.0,2022-11-05,20-103,HOU,MIN,1,20.383333333333333,8.0,9.0,.889,0.0,0.0,,1,3.0,.333,5.0,2.0,7.0,5.0,0.0,0.0,2.0,3.0,17.0,17.5,0,9.0,8.0,0.8888888888888888,28,28,51,4,43,40,72,28,70,58,75,53,75,5,28,68,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9032258064516128,0.717948717948718,0.8947368421052632,1.0,0.6231884057971014,0.7407407407407407,0.9113924050632912,0.9032258064516128,0.9210526315789472,0.90625,0.9146341463414634,0.8983050847457628,0.9146341463414634,1.0,0.9032258064516128,0.9066666666666666,,9,28,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,29.0,1.6111111111111112,17.1,45.09999999999999,2.505555555555554,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-12),L (-12)
