Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,,2022-11-30,27-033,HOU,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,54.0,3.0,0.0,59.59999999999999,3.3111111111111104,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,,
22.0,,2022-12-02,27-035,HOU,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,49.0,2.7222222222222223,0.0,61.3,3.4055555555555554,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-20),L (-20)
23.0,,2022-12-03,27-036,HOU,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,51.0,2.833333333333333,0.0,57.7,3.205555555555556,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+1),W (+1)
24.0,,2022-12-05,27-038,HOU,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,54.0,3.0,0.0,65.29999999999998,3.627777777777777,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-19),L (-19)
25.0,,2022-12-08,27-041,HOU,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,58.0,3.2222222222222223,0.0,61.5,3.4166666666666665,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+9),W (+9)
26.0,,2022-12-11,27-044,HOU,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,64.0,3.555555555555556,0.0,64.69999999999999,3.594444444444444,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-9),L (-9)
27.0,,2022-12-13,27-046,HOU,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,64.0,3.555555555555556,0.0,63.1,3.5055555555555555,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+5),W (+5)
28.0,,2022-12-15,27-048,HOU,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,71.0,3.9444444444444446,0.0,78.89999999999999,4.383333333333333,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+14),W (+14)
29.0,,2022-12-17,27-050,HOU,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,47.0,2.611111111111111,0.0,54.59999999999998,3.0333333333333323,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-3),L (-3)
30.0,,2022-12-19,27-052,HOU,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,61.0,3.388888888888889,0.0,82.3,4.572222222222222,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-12),L (-12)
31.0,,2022-12-21,27-054,HOU,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,69.0,3.8333333333333335,0.0,70.7,3.927777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-19),L (-19)
32.0,,2022-12-23,27-056,HOU,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,62.0,3.4444444444444446,0.0,74.6,4.144444444444444,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-6),L (-6)
33.0,,2022-12-26,27-059,HOU,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,92.0,5.111111111111111,0.0,103.7,5.761111111111111,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-6),L (-6)
34.0,,2022-12-27,27-060,HOU,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,53.0,2.9444444444444446,0.0,63.39999999999999,3.5222222222222217,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+15),W (+15)
35.0,,2022-12-29,27-062,HOU,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,65.0,3.611111111111111,0.0,68.9,3.827777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-24),L (-24)
36.0,,2022-12-31,27-064,HOU,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,45.0,2.5,0.0,44.29999999999999,2.4611111111111104,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-15),L (-15)
37.0,,2023-01-02,27-066,HOU,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,54.0,3.0,0.0,57.80000000000001,3.211111111111112,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-20),L (-20)
38.0,,2023-01-04,27-068,HOU,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,63.0,3.5,0.0,65.2,3.6222222222222222,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-5),L (-5)
39.0,4.0,2023-01-05,27-069,HOU,UTA,0,19.25,5.0,8.0,.625,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,11.0,11.0,-18,6.0,4.0,0.6666666666666666,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,9.0,43.0,2.388888888888889,10.999999999999998,50.900000000000006,2.827777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-11),L (-11)
40.0,5.0,2023-01-08,27-072,HOU,MIN,0,17.966666666666665,1.0,6.0,.167,1.0,4.0,.250,0,0.0,,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,1.9,+1,2.0,0.0,0.0,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,4.0,49.0,2.7222222222222223,1.9,55.89999999999999,3.105555555555555,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-17),L (-17)
41.0,6.0,2023-01-11,27-075,HOU,SAC,0,18.75,1.0,5.0,.200,0.0,0.0,,0,0.0,,1.0,4.0,5.0,5.0,2.0,0.0,1.0,2.0,2.0,4.5,-5,5.0,1.0,0.2,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,8.0,66.0,3.6666666666666665,4.500000000000001,62.3,3.461111111111111,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-8),L (-8)
42.0,7.0,2023-01-13,27-077,HOU,SAC,0,19.066666666666663,2.0,6.0,.333,0.0,2.0,.000,2,2.0,1.000,0.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,6.0,3.8,-23,4.0,2.0,0.5,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,2.0,49.0,2.7222222222222223,3.0,62.99999999999999,3.5,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,,
43.0,,2023-01-15,27-079,HOU,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,42.0,2.333333333333333,0.0,49.0,2.7222222222222223,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-20),L (-20)
44.0,8.0,2023-01-16,27-080,HOU,LAL,0,17.666666666666668,3.0,8.0,.375,0.0,1.0,.000,1,1.0,1.000,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,7.0,4.9,+5,7.0,3.0,0.4285714285714285,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,3.0,71.0,3.9444444444444446,4.499999999999999,73.49999999999999,4.083333333333332,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-25),L (-25)
45.0,9.0,2023-01-18,27-082,HOU,CHO,0,23.55,1.0,4.0,.250,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,1.0,1.0,5.0,4.0,1.2,+14,3.0,1.0,0.3333333333333333,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,3.0,61.0,3.388888888888889,0.4000000000000012,73.2,4.066666666666666,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-21),L (-21)
46.0,10.0,2023-01-21,27-085,HOU,MIN,0,21.2,2.0,4.0,.500,2.0,2.0,1.000,2,4.0,.500,2.0,1.0,3.0,4.0,0.0,0.0,4.0,3.0,8.0,4.5,-7,2.0,0.0,0.0,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,3.0,46.0,2.555555555555556,3.7,49.1,2.727777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-8),L (-8)
47.0,11.0,2023-01-23,27-087,HOU,MIN,0,22.3,3.0,6.0,.500,0.0,1.0,.000,5,6.0,.833,1.0,6.0,7.0,1.0,1.0,0.0,4.0,3.0,11.0,6.6,+2,5.0,3.0,0.6,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,4.0,50.0,2.7777777777777777,4.599999999999998,64.6,3.588888888888889,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-5),L (-5)
48.0,12.0,2023-01-25,27-089,HOU,WAS,0,20.98333333333333,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,2.0,6.0,8.0,4.0,0.0,0.0,0.0,2.0,10.0,10.9,+16,8.0,5.0,0.625,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,13.0,55.0,3.055555555555556,10.9,61.4,3.411111111111111,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-9),L (-9)
