Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,10.0,2022-11-07,19-178,HOU,ORL,1.0,21.883333333333333,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,-3.0,-4.0,0.0,0.0,,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,-2.0,76.0,4.222222222222222,-3.0000000000000004,87.00000000000001,4.833333333333334,0.1112212311419447,W (+7),W (+7)
12.0,11.0,2022-11-09,19-180,HOU,TOR,1.0,30.73333333333333,4.0,11.0,0.364,2.0,8.0,0.25,5.0,6.0,0.833,2.0,8.0,10.0,0.0,0.0,0.0,1.0,4.0,15.0,9.7,-19.0,3.0,2.0,0.6666666666666666,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,76.0,4.222222222222222,7.699999999999999,74.19999999999999,4.122222222222222,0.1112212311419447,L (-7),L (-7)
13.0,12.0,2022-11-12,19-183,HOU,NOP,1.0,27.75,4.0,10.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,6.0,9.0,15.0,2.0,0.0,2.0,1.0,4.0,9.0,10.3,-21.0,8.0,4.0,0.5,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,50.0,2.7777777777777777,9.899999999999997,52.400000000000006,2.9111111111111114,0.1112212311419447,L (-13),L (-13)
14.0,13.0,2022-11-14,19-185,HOU,LAC,1.0,28.516666666666666,2.0,6.0,0.333,2.0,4.0,0.5,1.0,2.0,0.5,1.0,5.0,6.0,1.0,3.0,0.0,0.0,3.0,7.0,7.9,-14.0,2.0,0.0,0.0,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,41.0,2.2777777777777777,7.499999999999999,61.5,3.4166666666666665,0.1112212311419447,L (-16),L (-16)
15.0,14.0,2022-11-16,19-187,HOU,DAL,1.0,30.133333333333333,3.0,10.0,0.3,2.0,5.0,0.4,2.0,2.0,1.0,1.0,8.0,9.0,0.0,0.0,2.0,0.0,4.0,10.0,7.1,-3.0,5.0,1.0,0.2,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,83.0,4.611111111111111,6.299999999999999,69.8,3.8777777777777778,0.1112212311419447,W (+9),W (+9)
16.0,15.0,2022-11-18,19-189,HOU,IND,1.0,36.36666666666667,4.0,14.0,0.286,2.0,8.0,0.25,2.0,2.0,1.0,1.0,7.0,8.0,1.0,0.0,2.0,2.0,4.0,12.0,5.1,-2.0,6.0,2.0,0.3333333333333333,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,15.0,0.8333333333333334,4.299999999999997,22.300000000000004,1.2388888888888892,0.1112212311419447,L (-8),L (-8)
17.0,16.0,2022-11-20,19-191,HOU,GSW,1.0,32.38333333333333,8.0,14.0,0.571,3.0,9.0,0.333,3.0,4.0,0.75,1.0,6.0,7.0,1.0,0.0,0.0,2.0,2.0,22.0,15.4,-14.0,5.0,5.0,1.0,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,77.0,4.277777777777778,14.2,72.20000000000002,4.011111111111112,0.1112212311419447,L (-7),L (-7)
18.0,17.0,2022-11-25,19-196,HOU,ATL,1.0,38.05,6.0,17.0,0.353,5.0,11.0,0.455,4.0,4.0,1.0,2.0,7.0,9.0,1.0,1.0,1.0,0.0,3.0,21.0,16.2,14.0,6.0,1.0,0.1666666666666666,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,12.0,57.0,3.1666666666666665,14.599999999999998,55.00000000000001,3.055555555555556,0.1112212311419447,W (+6),W (+6)
19.0,18.0,2022-11-26,19-197,HOU,OKC,1.0,31.416666666666668,5.0,11.0,0.455,3.0,8.0,0.375,2.0,2.0,1.0,2.0,11.0,13.0,0.0,0.0,1.0,1.0,1.0,15.0,13.3,23.0,3.0,2.0,0.6666666666666666,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,55.0,3.055555555555556,12.499999999999998,58.00000000000001,3.2222222222222228,0.1112212311419447,W (+13),W (+13)
20.0,19.0,2022-11-28,19-199,HOU,DEN,1.0,17.433333333333334,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,9.0,7.2,-2.0,0.0,0.0,,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,52.0,2.888888888888889,7.199999999999999,59.5,3.305555555555556,0.1112212311419447,L (-16),L (-16)
21.0,20.0,2022-11-30,19-201,HOU,DEN,1.0,31.0,5.0,12.0,0.417,3.0,6.0,0.5,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,13.0,8.3,-15.0,6.0,2.0,0.3333333333333333,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,46.0,2.555555555555556,8.299999999999999,51.29999999999999,2.85,0.1112212311419447,,
22.0,21.0,2022-12-02,19-203,HOU,PHO,1.0,30.433333333333334,7.0,12.0,0.583,3.0,5.0,0.6,0.0,0.0,,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,17.0,14.9,-5.0,7.0,4.0,0.5714285714285714,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,13.0,36.0,2.0,14.900000000000002,46.39999999999999,2.577777777777777,0.1112212311419447,L (-20),L (-20)
23.0,22.0,2022-12-03,19-204,HOU,GSW,1.0,22.883333333333333,3.0,7.0,0.429,0.0,2.0,0.0,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,3.0,3.0,6.0,0.4,-32.0,5.0,3.0,0.6,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,1.0,50.0,2.7777777777777777,0.4000000000000003,57.3,3.183333333333333,0.1112212311419447,W (+1),W (+1)
24.0,23.0,2022-12-05,19-206,HOU,PHI,1.0,39.15,3.0,8.0,0.375,3.0,6.0,0.5,7.0,9.0,0.778,0.0,11.0,11.0,0.0,0.0,1.0,1.0,5.0,16.0,11.8,8.0,2.0,0.0,0.0,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,44.0,2.4444444444444446,9.0,56.30000000000001,3.127777777777778,0.1112212311419447,L (-19),L (-19)
25.0,24.0,2022-12-08,19-209,HOU,SAS,1.0,34.166666666666664,9.0,13.0,0.692,4.0,7.0,0.571,1.0,2.0,0.5,0.0,4.0,4.0,0.0,0.0,1.0,2.0,3.0,23.0,15.8,-20.0,6.0,5.0,0.8333333333333334,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,11.0,47.0,2.611111111111111,15.4,46.10000000000001,2.561111111111112,0.1112212311419447,W (+9),W (+9)
26.0,25.0,2022-12-11,19-212,HOU,MIL,1.0,34.9,1.0,9.0,0.111,0.0,4.0,0.0,4.0,4.0,1.0,2.0,8.0,10.0,2.0,3.0,1.0,2.0,4.0,6.0,5.4,13.0,5.0,1.0,0.2,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,57.0,3.1666666666666665,3.8000000000000007,60.89999999999999,3.383333333333333,0.1112212311419447,L (-9),L (-9)
27.0,26.0,2022-12-13,19-214,HOU,PHO,1.0,29.25,4.0,5.0,0.8,3.0,3.0,1.0,3.0,4.0,0.75,0.0,8.0,8.0,0.0,0.0,1.0,2.0,5.0,14.0,10.8,13.0,2.0,1.0,0.5,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,12.0,52.0,2.888888888888889,9.6,53.49999999999999,2.972222222222222,0.1112212311419447,W (+5),W (+5)
28.0,27.0,2022-12-15,19-216,HOU,MIA,1.0,32.3,6.0,14.0,0.429,1.0,7.0,0.143,2.0,3.0,0.667,2.0,9.0,11.0,1.0,1.0,0.0,1.0,2.0,15.0,11.2,-7.0,7.0,5.0,0.7142857142857143,72,30,30,56,4,44,42,29,73,61,79,58,79,5,29,72,75.0,31.0,39.0,57.0,4.0,69.0,54.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.96,0.967741935483871,0.7692307692307693,0.9824561403508772,1.0,0.6376811594202898,0.7777777777777778,0.935483870967742,0.9605263157894736,0.953125,0.9634146341463414,0.9830508474576272,0.9634146341463414,1.0,0.935483870967742,0.96,,9,31,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,61.0,3.388888888888889,10.399999999999997,68.5,3.8055555555555554,0.1112212311419447,W (+14),W (+14)
