Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11,2022-11-07,21-305,HOU,ORL,0,25.85,8.0,14.0,0.571,4.0,8.0,0.5,1,2.0,0.5,2.0,2.0,4.0,5.0,0.0,2.0,1.0,2.0,21.0,19.1,14,6.0,4.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,59.0,3.2777777777777777,18.7,65.3,3.6277777777777778,0.1144147120361193,W (+7),W (+7)
12.0,12,2022-11-09,21-307,HOU,TOR,0,22.566666666666663,5.0,6.0,0.833,2.0,3.0,0.667,1,2.0,0.5,2.0,4.0,6.0,0.0,0.0,2.0,0.0,3.0,13.0,13.2,18,3.0,3.0,1.0,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,13.0,70.0,3.888888888888889,12.799999999999995,69.1,3.838888888888889,0.1144147120361193,L (-7),L (-7)
13.0,13,2022-11-12,21-310,HOU,NOP,0,25.716666666666665,4.0,7.0,0.571,0.0,3.0,0.0,1,1.0,1.0,3.0,4.0,7.0,1.0,0.0,0.0,3.0,2.0,9.0,5.9,1,4.0,4.0,1.0,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,59.0,3.2777777777777777,5.499999999999998,56.8,3.1555555555555554,0.1144147120361193,L (-13),L (-13)
14.0,14,2022-11-14,21-312,HOU,LAC,0,20.6,4.0,7.0,0.571,0.0,2.0,0.0,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,8.0,6.3,-8,5.0,4.0,0.8,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,44.0,2.4444444444444446,6.299999999999998,62.7,3.4833333333333334,0.1144147120361193,L (-16),L (-16)
15.0,15,2022-11-16,21-314,HOU,DAL,0,24.816666666666663,4.0,5.0,0.8,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,10.0,9.1,0,4.0,3.0,0.75,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,85.0,4.722222222222222,8.7,67.39999999999999,3.744444444444444,0.1144147120361193,W (+9),W (+9)
16.0,16,2022-11-18,21-316,HOU,IND,1,26.266666666666666,5.0,9.0,0.556,0.0,2.0,0.0,2,4.0,0.5,4.0,4.0,8.0,1.0,1.0,0.0,2.0,4.0,12.0,9.0,6,7.0,5.0,0.7142857142857143,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,13.0,0.7222222222222222,8.2,18.4,1.022222222222222,0.1144147120361193,L (-8),L (-8)
17.0,17,2022-11-20,21-318,HOU,GSW,0,23.65,4.0,6.0,0.667,1.0,2.0,0.5,3,4.0,0.75,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,12.0,11.9,12,4.0,3.0,0.75,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,79.0,4.388888888888889,10.7,75.70000000000002,4.205555555555557,0.1144147120361193,L (-7),L (-7)
18.0,18,2022-11-25,21-323,HOU,ATL,1,33.7,10.0,13.0,0.769,1.0,1.0,1.0,0,0.0,,5.0,10.0,15.0,2.0,1.0,0.0,5.0,3.0,21.0,18.6,8,12.0,9.0,0.75,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,21.0,48.0,2.6666666666666665,18.6,50.99999999999999,2.833333333333333,0.1144147120361193,W (+6),W (+6)
19.0,19,2022-11-26,21-324,HOU,OKC,0,14.166666666666666,1.0,5.0,0.2,0.0,2.0,0.0,1,2.0,0.5,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,0.1,-1,3.0,1.0,0.3333333333333333,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,70.0,3.888888888888889,-0.3,70.8,3.933333333333333,0.1144147120361193,W (+13),W (+13)
20.0,20,2022-11-28,21-326,HOU,DEN,0,27.7,5.0,9.0,0.556,2.0,5.0,0.4,3,5.0,0.6,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,15.0,13.2,-14,4.0,3.0,0.75,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,52.0,2.888888888888889,11.999999999999996,54.7,3.038888888888889,0.1144147120361193,L (-16),L (-16)
21.0,21,2022-11-30,21-328,HOU,DEN,0,18.866666666666667,1.0,3.0,0.333,0.0,1.0,0.0,1,2.0,0.5,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.9,-16,2.0,1.0,0.5,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,52.0,2.888888888888889,2.500000000000001,57.09999999999999,3.1722222222222216,0.1144147120361193,,
22.0,22,2022-12-02,21-330,HOU,PHO,0,18.3,2.0,4.0,0.5,0.0,1.0,0.0,3,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,4.2,3,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,1.0,48.0,2.6666666666666665,3.000000000000001,58.3,3.238888888888889,0.1144147120361193,L (-20),L (-20)
23.0,23,2022-12-03,21-331,HOU,GSW,1,27.6,5.0,11.0,0.455,0.0,3.0,0.0,3,3.0,1.0,4.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,13.0,11.3,-27,8.0,5.0,0.625,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,44.0,2.4444444444444446,10.1,47.6,2.6444444444444444,0.1144147120361193,W (+1),W (+1)
24.0,24,2022-12-05,21-333,HOU,PHI,0,19.85,5.0,7.0,0.714,1.0,1.0,1.0,3,4.0,0.75,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,14.0,11.9,15,6.0,4.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,47.0,2.611111111111111,10.7,54.60000000000001,3.0333333333333337,0.1144147120361193,L (-19),L (-19)
25.0,25,2022-12-08,21-336,HOU,SAS,0,20.85,1.0,3.0,0.333,0.0,2.0,0.0,1,4.0,0.25,2.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,2.2,-12,1.0,1.0,1.0,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,1.0,57.0,3.1666666666666665,1.7999999999999994,59.7,3.316666666666667,0.1144147120361193,W (+9),W (+9)
26.0,26,2022-12-11,21-339,HOU,MIL,0,21.866666666666667,5.0,9.0,0.556,0.0,1.0,0.0,0,0.0,,3.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,10.0,10.7,-8,8.0,5.0,0.625,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,11.0,53.0,2.9444444444444446,10.699999999999994,54.0,3.0,0.1144147120361193,L (-9),L (-9)
27.0,27,2022-12-13,21-341,HOU,PHO,0,19.516666666666666,3.0,5.0,0.6,1.0,1.0,1.0,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,7.0,4.5,-1,4.0,2.0,0.5,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,59.0,3.2777777777777777,4.499999999999999,58.6,3.2555555555555555,0.1144147120361193,W (+5),W (+5)
28.0,28,2022-12-15,21-343,HOU,MIA,0,20.75,4.0,8.0,0.5,1.0,4.0,0.25,1,2.0,0.5,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,10.0,6.8,2,4.0,3.0,0.75,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,67.0,3.7222222222222223,6.4,72.49999999999999,4.027777777777777,0.1144147120361193,W (+14),W (+14)
29.0,29,2022-12-17,21-345,HOU,POR,0,31.0,6.0,9.0,0.667,0.0,2.0,0.0,1,1.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,2.0,13.0,12.6,6,7.0,6.0,0.8571428571428571,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,11.0,36.0,2.0,12.199999999999998,42.39999999999999,2.355555555555555,0.1144147120361193,L (-3),L (-3)
30.0,30,2022-12-19,21-347,HOU,SAS,0,19.933333333333334,4.0,6.0,0.667,0.0,1.0,0.0,0,4.0,0.0,4.0,3.0,7.0,1.0,1.0,0.0,1.0,1.0,8.0,7.8,-10,5.0,4.0,0.8,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,55.0,3.055555555555556,7.799999999999999,74.5,4.138888888888889,0.1144147120361193,L (-12),L (-12)
31.0,31,2022-12-21,21-349,HOU,ORL,0,28.23333333333333,7.0,11.0,0.636,2.0,4.0,0.5,2,2.0,1.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,2.0,18.0,17.4,-14,7.0,5.0,0.7142857142857143,75,31,31,57,4,47,45,79,31,76,64,59,82,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,59.0,82.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,14.0,55.0,3.055555555555556,16.599999999999998,54.100000000000016,3.0055555555555564,0.1144147120361193,L (-19),L (-19)
