Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,25.0,2022-12-08,20-302,HOU,SAS,1.0,29.7,5.0,17.0,0.294,2.0,3.0,0.667,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,14.0,7.1,-11.0,14.0,3.0,0.2142857142857142,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,57.0,3.1666666666666665,6.3,55.2,3.066666666666667,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+9),W (+9)
26.0,26.0,2022-12-11,20-305,HOU,MIL,1.0,33.6,12.0,21.0,0.571,3.0,6.0,0.5,3.0,4.0,0.75,0.0,7.0,7.0,3.0,0.0,0.0,2.0,0.0,30.0,21.9,-3.0,15.0,9.0,0.6,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,13.0,51.0,2.833333333333333,20.7,43.99999999999999,2.444444444444444,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-9),L (-9)
27.0,27.0,2022-12-13,20-307,HOU,PHO,1.0,37.13333333333333,7.0,17.0,0.412,1.0,7.0,0.143,11.0,12.0,0.917,1.0,6.0,7.0,4.0,0.0,0.0,2.0,0.0,26.0,19.8,18.0,10.0,6.0,0.6,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,6.0,58.0,3.2222222222222223,15.400000000000002,47.69999999999999,2.6499999999999995,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+5),W (+5)
28.0,28.0,2022-12-15,20-309,HOU,MIA,1.0,35.6,8.0,21.0,0.381,1.0,6.0,0.167,5.0,6.0,0.833,1.0,4.0,5.0,1.0,3.0,1.0,3.0,2.0,22.0,12.6,7.0,15.0,7.0,0.4666666666666667,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,69.0,3.8333333333333335,10.599999999999996,68.3,3.794444444444444,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+14),W (+14)
29.0,29.0,2022-12-17,20-311,HOU,POR,1.0,31.35,5.0,16.0,0.313,0.0,6.0,0.0,5.0,9.0,0.556,0.0,5.0,5.0,4.0,0.0,1.0,2.0,2.0,15.0,6.4,-22.0,10.0,5.0,0.5,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-2.0,49.0,2.7222222222222223,4.400000000000001,50.19999999999999,2.7888888888888883,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-3),L (-3)
30.0,30.0,2022-12-19,20-313,HOU,SAS,1.0,31.416666666666668,3.0,12.0,0.25,1.0,3.0,0.333,6.0,7.0,0.857,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,13.0,6.7,-15.0,9.0,2.0,0.2222222222222222,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-3.0,64.0,3.555555555555556,4.299999999999999,78.0,4.333333333333333,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-12),L (-12)
31.0,31.0,2022-12-21,20-315,HOU,ORL,1.0,35.483333333333334,8.0,17.0,0.471,4.0,11.0,0.364,1.0,2.0,0.5,1.0,7.0,8.0,1.0,0.0,0.0,2.0,4.0,21.0,11.8,0.0,6.0,4.0,0.6666666666666666,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,9.0,60.0,3.333333333333333,11.4,59.30000000000002,3.2944444444444456,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-19),L (-19)
32.0,32.0,2022-12-23,20-317,HOU,DAL,1.0,38.81666666666667,6.0,17.0,0.353,0.0,4.0,0.0,11.0,12.0,0.917,1.0,7.0,8.0,4.0,2.0,0.0,3.0,0.0,23.0,17.7,6.0,13.0,6.0,0.4615384615384615,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,57.0,3.1666666666666665,13.3,61.30000000000001,3.4055555555555563,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-6),L (-6)
33.0,33.0,2022-12-26,20-320,HOU,CHI,1.0,35.166666666666664,9.0,15.0,0.6,6.0,10.0,0.6,0.0,2.0,0.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,1.0,24.0,20.8,16.0,5.0,3.0,0.6,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,17.0,75.0,4.166666666666667,20.8,82.9,4.605555555555556,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-6),L (-6)
34.0,34.0,2022-12-27,20-321,HOU,BOS,1.0,32.916666666666664,11.0,22.0,0.5,3.0,11.0,0.273,3.0,3.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,28.0,15.6,-19.0,11.0,8.0,0.7272727272727273,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,48.0,2.6666666666666665,14.400000000000002,48.99999999999999,2.722222222222222,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+15),W (+15)
35.0,35.0,2022-12-29,20-323,HOU,DAL,1.0,31.966666666666665,7.0,15.0,0.467,4.0,7.0,0.571,5.0,8.0,0.625,0.0,4.0,4.0,4.0,0.0,0.0,3.0,1.0,23.0,14.7,-16.0,8.0,3.0,0.375,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,60.0,3.333333333333333,12.7,56.2,3.1222222222222222,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-24),L (-24)
36.0,36.0,2022-12-31,20-325,HOU,NYK,1.0,34.916666666666664,4.0,12.0,0.333,3.0,8.0,0.375,5.0,6.0,0.833,1.0,2.0,3.0,3.0,0.0,0.0,5.0,3.0,16.0,6.0,-16.0,4.0,1.0,0.25,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-1.0,46.0,2.555555555555556,4.0,40.3,2.238888888888889,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-15),L (-15)
37.0,37.0,2023-01-02,20-327,HOU,DAL,1.0,32.31666666666667,5.0,17.0,0.294,2.0,5.0,0.4,8.0,12.0,0.667,1.0,4.0,5.0,4.0,1.0,0.0,0.0,4.0,20.0,12.6,-8.0,12.0,3.0,0.25,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,53.0,2.9444444444444446,9.4,48.40000000000001,2.6888888888888896,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-20),L (-20)
38.0,38.0,2023-01-04,20-329,HOU,NOP,1.0,32.25,5.0,15.0,0.333,2.0,8.0,0.25,4.0,4.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,16.0,11.6,-8.0,7.0,3.0,0.4285714285714285,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,58.0,3.2222222222222223,9.999999999999998,55.2,3.066666666666667,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-5),L (-5)
39.0,39.0,2023-01-05,20-330,HOU,UTA,1.0,37.6,8.0,24.0,0.333,4.0,12.0,0.333,10.0,11.0,0.909,0.0,4.0,4.0,4.0,0.0,0.0,3.0,1.0,30.0,16.6,-12.0,12.0,4.0,0.3333333333333333,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,52.0,2.888888888888889,12.600000000000009,49.3,2.738888888888889,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-11),L (-11)
40.0,40.0,2023-01-08,20-333,HOU,MIN,1.0,33.15,4.0,15.0,0.267,1.0,6.0,0.167,0.0,0.0,,0.0,5.0,5.0,5.0,2.0,0.0,3.0,2.0,9.0,3.3,3.0,9.0,3.0,0.3333333333333333,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,3.0,50.0,2.7777777777777777,3.3000000000000016,54.49999999999999,3.027777777777777,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-17),L (-17)
41.0,41.0,2023-01-11,20-336,HOU,SAC,1.0,38.95,9.0,25.0,0.36,3.0,12.0,0.25,5.0,7.0,0.714,0.0,5.0,5.0,3.0,0.0,0.0,4.0,4.0,26.0,9.3,-14.0,13.0,6.0,0.4615384615384615,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-2.0,76.0,4.222222222222222,7.300000000000002,59.5,3.305555555555556,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-8),L (-8)
42.0,42.0,2023-01-13,20-338,HOU,SAC,1.0,33.1,10.0,21.0,0.476,5.0,9.0,0.556,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,27.0,16.3,-30.0,12.0,5.0,0.4166666666666667,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,6.0,45.0,2.5,15.499999999999996,50.5,2.805555555555556,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,,
43.0,,2023-01-15,20-340,HOU,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,42.0,2.333333333333333,0.0,49.0,2.7222222222222223,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-20),L (-20)
44.0,43.0,2023-01-16,20-341,HOU,LAL,1.0,39.36666666666667,7.0,20.0,0.35,3.0,10.0,0.3,6.0,8.0,0.75,1.0,4.0,5.0,3.0,0.0,0.0,1.0,3.0,23.0,12.8,-16.0,10.0,4.0,0.4,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,72.0,4.0,10.4,67.6,3.755555555555555,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-25),L (-25)
45.0,44.0,2023-01-18,20-343,HOU,CHO,1.0,39.65,16.0,24.0,0.667,4.0,10.0,0.4,5.0,6.0,0.833,0.0,5.0,5.0,7.0,0.0,0.0,4.0,2.0,41.0,31.8,4.0,14.0,12.0,0.8571428571428571,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,19.0,45.0,2.5,29.800000000000004,43.8,2.433333333333333,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-21),L (-21)
46.0,45.0,2023-01-21,20-346,HOU,MIN,1.0,32.766666666666666,3.0,13.0,0.231,1.0,4.0,0.25,3.0,6.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,10.0,-4.1,-11.0,9.0,2.0,0.2222222222222222,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-13.0,62.0,3.4444444444444446,-5.300000000000001,58.1,3.227777777777778,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-8),L (-8)
47.0,46.0,2023-01-23,20-348,HOU,MIN,1.0,35.11666666666667,15.0,25.0,0.6,6.0,12.0,0.5,6.0,10.0,0.6,2.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,42.0,34.4,19.0,13.0,9.0,0.6923076923076923,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,16.0,38.0,2.111111111111111,32.0,37.2,2.066666666666667,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-5),L (-5)
48.0,47.0,2023-01-25,20-350,HOU,WAS,1.0,38.083333333333336,6.0,19.0,0.316,2.0,8.0,0.25,5.0,6.0,0.833,0.0,4.0,4.0,7.0,0.0,0.0,3.0,3.0,19.0,9.6,-1.0,11.0,4.0,0.3636363636363636,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,66.0,3.6666666666666665,7.599999999999998,64.70000000000002,3.594444444444445,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-9),L (-9)
49.0,48.0,2023-01-26,20-351,HOU,CLE,1.0,27.98333333333333,2.0,9.0,0.222,2.0,6.0,0.333,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,6.0,-0.2,-23.0,3.0,0.0,0.0,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-2.0,52.0,2.888888888888889,-0.200000000000001,59.19999999999999,3.2888888888888883,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+5),W (+5)
50.0,,2023-01-28,20-353,HOU,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,52.0,2.888888888888889,0.0,57.8,3.211111111111111,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-5),L (-5)
51.0,,2023-02-01,20-357,HOU,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,57.0,3.1666666666666665,0.0,59.2,3.288888888888889,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-18),L (-18)
