Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-11,21-003,HOU,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,64.0,3.555555555555556,0.0,64.69999999999999,3.594444444444444,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-9),L (-9)
27.0,,2022-12-13,21-005,HOU,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,64.0,3.555555555555556,0.0,63.1,3.5055555555555555,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+5),W (+5)
28.0,,2022-12-15,21-007,HOU,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,71.0,3.9444444444444446,0.0,78.89999999999999,4.383333333333333,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+14),W (+14)
29.0,,2022-12-17,21-009,HOU,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,47.0,2.611111111111111,0.0,54.59999999999998,3.0333333333333323,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-3),L (-3)
30.0,,2022-12-19,21-011,HOU,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,61.0,3.388888888888889,0.0,82.3,4.572222222222222,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-12),L (-12)
31.0,,2022-12-21,21-013,HOU,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,69.0,3.8333333333333335,0.0,70.7,3.927777777777778,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-19),L (-19)
32.0,19.0,2022-12-23,21-015,HOU,DAL,0,4.383333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,1.0,0.0,0.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,62.0,3.4444444444444446,0.0,74.6,4.144444444444444,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-6),L (-6)
33.0,,2022-12-26,21-018,HOU,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,92.0,5.111111111111111,0.0,103.7,5.761111111111111,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-6),L (-6)
34.0,20.0,2022-12-27,21-019,HOU,BOS,0,7.533333333333333,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.9,-5,2.0,0.0,0.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-2.0,55.0,3.055555555555556,-1.2999999999999998,64.69999999999999,3.594444444444444,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+15),W (+15)
35.0,,2022-12-29,21-021,HOU,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,65.0,3.611111111111111,0.0,68.9,3.827777777777778,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-24),L (-24)
36.0,21.0,2022-12-31,21-023,HOU,NYK,0,3.0166666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,45.0,2.5,0.0,44.29999999999999,2.4611111111111104,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-15),L (-15)
37.0,,2023-01-02,21-025,HOU,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,54.0,3.0,0.0,57.80000000000001,3.211111111111112,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-20),L (-20)
38.0,22.0,2023-01-04,21-027,HOU,NOP,0,5.133333333333334,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.6,+9,2.0,2.0,1.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,61.0,3.388888888888889,2.6,62.6,3.477777777777778,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-5),L (-5)
39.0,,2023-01-05,21-028,HOU,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,52.0,2.888888888888889,0.0,61.900000000000006,3.438888888888889,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-11),L (-11)
40.0,,2023-01-08,21-031,HOU,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,53.0,2.9444444444444446,0.0,57.8,3.211111111111111,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-17),L (-17)
41.0,23.0,2023-01-11,21-034,HOU,SAC,0,2.0166666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-3,1.0,0.0,0.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-1.0,75.0,4.166666666666667,-0.7,67.5,3.75,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-8),L (-8)
42.0,24.0,2023-01-13,21-036,HOU,SAC,0,18.25,2.0,6.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,-0.2,-8,3.0,1.0,0.3333333333333333,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-1.0,52.0,2.888888888888889,-0.1999999999999995,66.19999999999999,3.677777777777777,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,,
43.0,25.0,2023-01-15,21-038,HOU,LAC,0,18.433333333333334,2.0,9.0,.222,0.0,6.0,.000,3,4.0,.750,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,7.0,3.5,-13,3.0,2.0,0.6666666666666666,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-1.0,43.0,2.388888888888889,2.3000000000000007,46.7,2.594444444444445,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-20),L (-20)
44.0,26.0,2023-01-16,21-039,HOU,LAL,0,10.383333333333333,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4,+4,2.0,0.0,0.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-2.0,76.0,4.222222222222222,-1.4,79.39999999999999,4.411111111111111,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-25),L (-25)
45.0,27.0,2023-01-18,21-041,HOU,CHO,0,10.883333333333333,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,8.0,4.4,-7,5.0,4.0,0.8,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,62.0,3.4444444444444446,4.4,69.2,3.844444444444445,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-21),L (-21)
46.0,28.0,2023-01-21,21-044,HOU,MIN,0,14.9,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,10.0,8.0,+2,8.0,5.0,0.625,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,42.0,2.333333333333333,7.999999999999998,44.8,2.488888888888889,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-8),L (-8)
47.0,29.0,2023-01-23,21-046,HOU,MIN,0,3.85,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,2.0,0.0,0.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-1.0,55.0,3.055555555555556,-0.7,69.89999999999999,3.883333333333333,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-5),L (-5)
48.0,30.0,2023-01-25,21-048,HOU,WAS,0,8.833333333333334,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,7.1,-16,2.0,2.0,1.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,63.0,3.5,6.3,66.0,3.6666666666666665,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-9),L (-9)
49.0,31.0,2023-01-26,21-049,HOU,CLE,1,19.23333333333333,2.0,5.0,.400,0.0,0.0,,3,3.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,7.0,2.6,-21,5.0,2.0,0.4,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-2.0,52.0,2.888888888888889,1.4,57.6,3.2,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+5),W (+5)
50.0,32.0,2023-01-28,21-051,HOU,DET,0,16.116666666666667,4.0,8.0,.500,1.0,3.0,.333,2,4.0,.500,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,5.6,-2,5.0,3.0,0.6,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-1.0,53.0,2.9444444444444446,4.799999999999999,53.0,2.9444444444444446,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-5),L (-5)
51.0,33.0,2023-02-01,21-055,HOU,OKC,0,13.583333333333334,4.0,7.0,.571,0.0,1.0,.000,3,4.0,.750,0.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,11.0,8.2,-3,6.0,4.0,0.6666666666666666,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,53.0,2.9444444444444446,6.999999999999998,52.2,2.9000000000000004,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-18),L (-18)
52.0,34.0,2023-02-03,21-057,HOU,TOR,0,18.766666666666666,7.0,8.0,.875,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,15.0,14.2,-1,7.0,6.0,0.8571428571428571,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,31.0,1.7222222222222223,14.2,40.2,2.2333333333333334,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+3),W (+3)
