Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
59.0,59,2023-02-24,21-290,HOU,GSW,0,22.7,2.0,8.0,0.25,1.0,4.0,0.25,1,3.0,0.333,2.0,4.0,6.0,1.0,4.0,0.0,2.0,2.0,6.0,4.9,-2,4.0,1.0,0.25,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,65.0,3.611111111111111,4.499999999999998,76.5,4.25,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-19),L (-19)
60.0,60,2023-02-26,21-292,HOU,POR,0,28.45,6.0,12.0,0.5,1.0,1.0,1.0,2,2.0,1.0,5.0,5.0,10.0,3.0,2.0,0.0,1.0,4.0,15.0,15.5,-11,11.0,5.0,0.4545454545454545,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,42.0,2.333333333333333,14.7,62.19999999999999,3.455555555555555,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-37),L (-37)
61.0,61,2023-02-28,21-294,HOU,DEN,0,31.116666666666667,7.0,10.0,0.7,0.0,2.0,0.0,3,3.0,1.0,6.0,6.0,12.0,2.0,1.0,0.0,3.0,1.0,17.0,17.8,-8,8.0,7.0,0.875,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,16.0,58.0,3.2222222222222223,16.6,70.99999999999999,3.944444444444444,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-15),L (-15)
62.0,62,2023-03-01,21-295,HOU,MEM,0,25.133333333333333,4.0,11.0,0.364,2.0,3.0,0.667,0,0.0,,4.0,3.0,7.0,1.0,1.0,3.0,1.0,2.0,10.0,9.6,-1,8.0,2.0,0.25,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,38.0,2.111111111111111,9.599999999999994,53.2,2.955555555555556,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-17),L (-17)
63.0,63,2023-03-04,21-298,HOU,SAS,0,30.966666666666665,7.0,11.0,0.636,2.0,3.0,0.667,4,6.0,0.667,1.0,4.0,5.0,2.0,2.0,2.0,0.0,3.0,20.0,19.8,0,8.0,5.0,0.625,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,14.0,71.0,3.9444444444444446,18.2,79.8,4.433333333333334,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,,
64.0,64,2023-03-05,21-299,HOU,SAS,0,29.933333333333334,7.0,13.0,0.538,1.0,3.0,0.333,2,4.0,0.5,1.0,7.0,8.0,1.0,1.0,0.0,1.0,3.0,17.0,12.2,24,10.0,6.0,0.6,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,93.0,5.166666666666667,11.400000000000002,108.3,6.016666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-21),L (-21)
65.0,65,2023-03-07,21-301,HOU,BRK,0,27.8,3.0,5.0,0.6,0.0,0.0,,2,2.0,1.0,2.0,2.0,4.0,1.0,3.0,0.0,3.0,5.0,8.0,6.4,-22,5.0,3.0,0.6,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,31.0,1.7222222222222223,5.599999999999998,43.89999999999999,2.438888888888888,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-14),L (-14)
66.0,66,2023-03-09,21-303,HOU,IND,0,27.166666666666668,4.0,8.0,0.5,0.0,0.0,,0,0.0,,2.0,8.0,10.0,1.0,1.0,1.0,3.0,1.0,8.0,6.8,-5,8.0,4.0,0.5,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,53.0,2.9444444444444446,6.799999999999999,77.00000000000001,4.277777777777779,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+12),W (+12)
67.0,67,2023-03-11,21-305,HOU,CHI,0,21.183333333333334,4.0,6.0,0.667,4.0,4.0,1.0,0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,3.0,5.0,12.0,7.7,-1,2.0,0.0,0.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,58.0,3.2222222222222223,7.699999999999999,73.8,4.1,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+32),W (+32)
68.0,68,2023-03-13,21-307,HOU,BOS,1,34.5,3.0,7.0,0.429,0.0,3.0,0.0,0,2.0,0.0,2.0,7.0,9.0,2.0,0.0,1.0,1.0,2.0,6.0,5.3,4,4.0,3.0,0.75,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,62.0,3.4444444444444446,5.3,79.20000000000002,4.400000000000001,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-22),L (-22)
69.0,69,2023-03-15,21-309,HOU,LAL,0,18.4,1.0,5.0,0.2,0.0,2.0,0.0,0,0.0,,2.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,1.4,3,3.0,1.0,0.3333333333333333,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,67.0,3.7222222222222223,1.3999999999999992,77.1,4.283333333333333,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-9),L (-9)
70.0,70,2023-03-17,21-311,HOU,NOP,0,22.03333333333333,4.0,8.0,0.5,1.0,2.0,0.5,0,0.0,,2.0,3.0,5.0,0.0,2.0,1.0,1.0,2.0,9.0,8.2,29,6.0,3.0,0.5,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,66.0,3.6666666666666665,8.2,78.89999999999999,4.383333333333333,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-8),L (-8)
71.0,71,2023-03-19,21-313,HOU,NOP,0,22.28333333333333,2.0,6.0,0.333,0.0,3.0,0.0,6,6.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,2.0,2.0,10.0,6.4,-4,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,36.0,2.0,3.999999999999999,56.1,3.1166666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+2),W (+2)
72.0,72,2023-03-20,21-314,HOU,GSW,1,30.98333333333333,9.0,16.0,0.563,1.0,5.0,0.2,2,4.0,0.5,4.0,8.0,12.0,1.0,4.0,0.0,2.0,2.0,21.0,19.7,-3,11.0,8.0,0.7272727272727273,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,16.0,29.0,1.6111111111111112,18.9,50.1,2.783333333333333,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+4),W (+4)
73.0,73,2023-03-22,21-316,HOU,MEM,0,27.366666666666667,2.0,4.0,0.5,1.0,1.0,1.0,0,0.0,,4.0,4.0,8.0,2.0,0.0,0.0,2.0,5.0,5.0,4.4,-4,3.0,1.0,0.3333333333333333,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,68.0,3.7777777777777777,4.399999999999999,88.9,4.938888888888889,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+2),W (+2)
74.0,74,2023-03-24,21-318,HOU,MEM,0,29.183333333333334,9.0,13.0,0.692,1.0,2.0,0.5,2,3.0,0.667,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,21.0,18.8,-21,11.0,8.0,0.7272727272727273,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,12.0,52.0,2.888888888888889,17.999999999999996,66.9,3.716666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-10),L (-10)
75.0,75,2023-03-26,21-320,HOU,CLE,0,30.116666666666667,4.0,9.0,0.444,0.0,2.0,0.0,2,2.0,1.0,3.0,5.0,8.0,0.0,1.0,0.0,4.0,5.0,10.0,3.9,-11,7.0,4.0,0.5714285714285714,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,36.0,2.0,3.099999999999998,50.2,2.788888888888889,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-13),L (-13)
76.0,76,2023-03-27,21-321,HOU,NYK,0,27.98333333333333,5.0,11.0,0.455,1.0,4.0,0.25,2,2.0,1.0,4.0,4.0,8.0,1.0,2.0,0.0,1.0,4.0,13.0,11.4,-6,7.0,4.0,0.5714285714285714,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,49.0,2.7222222222222223,10.6,70.3,3.905555555555555,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-5),L (-5)
77.0,77,2023-03-29,21-323,HOU,BRK,0,22.35,0.0,6.0,0.0,0.0,2.0,0.0,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.9,7,4.0,0.0,0.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,69.0,3.8333333333333335,-1.9,88.80000000000001,4.933333333333334,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-37),L (-37)
78.0,78,2023-03-31,21-325,HOU,DET,0,24.016666666666666,1.0,11.0,0.091,1.0,2.0,0.5,2,2.0,1.0,6.0,4.0,10.0,1.0,2.0,1.0,0.0,1.0,5.0,6.1,-6,9.0,0.0,0.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,53.0,2.9444444444444446,5.299999999999998,77.7,4.316666666666666,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-17),L (-17)
79.0,79,2023-04-02,21-327,HOU,LAL,0,25.016666666666666,4.0,14.0,0.286,1.0,5.0,0.2,0,0.0,,5.0,3.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,6.8,-23,9.0,3.0,0.3333333333333333,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,55.0,3.055555555555556,6.8,68.6,3.811111111111111,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-22),L (-22)
80.0,80,2023-04-04,21-329,HOU,DEN,0,32.93333333333333,5.0,9.0,0.556,1.0,2.0,0.5,0,0.0,,2.0,5.0,7.0,1.0,2.0,1.0,3.0,2.0,11.0,9.2,11,7.0,4.0,0.5714285714285714,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,71.0,3.9444444444444446,9.199999999999996,91.0,5.055555555555555,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-9),L (-9)
81.0,81,2023-04-07,21-332,HOU,CHO,0,24.116666666666667,3.0,9.0,0.333,0.0,1.0,0.0,1,1.0,1.0,2.0,5.0,7.0,2.0,3.0,2.0,2.0,4.0,7.0,7.0,-3,8.0,3.0,0.375,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,57.0,3.1666666666666665,6.599999999999998,73.5,4.083333333333333,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+6),W (+6)
82.0,82,2023-04-09,21-334,HOU,WAS,0,26.966666666666665,6.0,11.0,0.545,1.0,3.0,0.333,3,4.0,0.75,2.0,6.0,8.0,4.0,0.0,1.0,2.0,2.0,16.0,14.2,9,8.0,5.0,0.625,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,12.0,48.0,2.6666666666666665,12.999999999999998,64.2,3.566666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-25),L (-25)
