Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,,2023-02-26,23-049,SAC,@,OKC,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,84.0,4.666666666666667,0.0,95.2,5.288888888888889
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,23-051,SAC,@,OKC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,85.0,4.722222222222222,0.0,92.2,5.122222222222223
64,62,,2023-03-03,23-054,SAC,,LAC,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,80.0,4.444444444444445,0.0,95.0,5.277777777777778
65,63,,2023-03-04,23-055,SAC,,MIN,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,74.0,4.111111111111111,0.0,101.5,5.638888888888889
66,64,10,2023-03-06,23-057,SAC,,NOP,W (+15),0,0:40,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,98.0,5.444444444444445,0.0,113.8,6.322222222222222
67,65,,2023-03-09,23-060,SAC,,NYK,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,77.0,4.277777777777778,0.0,94.29999999999998,5.238888888888888
68,66,,2023-03-11,23-062,SAC,@,PHO,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,50.0,2.7777777777777777,0.0,78.3,4.35
69,67,,2023-03-13,23-064,SAC,,MIL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,96.0,5.333333333333333,0.0,103.80000000000004,5.766666666666669
70,68,,2023-03-15,23-066,SAC,@,CHI,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,69.0,3.8333333333333335,0.0,78.39999999999998,4.355555555555554
71,69,,2023-03-16,23-067,SAC,@,BRK,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,55.0,3.055555555555556,0.0,62.400000000000006,3.466666666666667
72,70,11,2023-03-18,23-069,SAC,@,WAS,W (+14),0,4:13,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-8,1.0,0.0,0.0,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,105.0,5.833333333333333,-0.4,115.3,6.405555555555555
73,71,12,2023-03-20,23-071,SAC,@,UTA,L (-8),0,4:17,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,-3,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,2.0,73.0,4.055555555555555,3.0000000000000004,87.89999999999999,4.883333333333333
74,72,13,2023-03-21,23-072,SAC,,BOS,L (-23),0,5:04,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.1,-2,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,62.0,3.4444444444444446,-0.1,75.49999999999999,4.194444444444444
75,73,,2023-03-24,23-075,SAC,,PHO,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,86.0,4.777777777777778,0.0,111.6,6.199999999999999
76,74,,2023-03-25,23-076,SAC,,UTA,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,79.0,4.388888888888889,0.0,98.8,5.488888888888889
77,75,,2023-03-27,23-078,SAC,,MIN,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,57.0,3.1666666666666665,0.0,75.10000000000002,4.172222222222223
78,76,,2023-03-29,23-080,SAC,@,POR,W (+40),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,95.0,5.277777777777778,0.0,103.0,5.722222222222222
79,77,,2023-03-31,23-082,SAC,@,POR,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,116.0,6.444444444444445,0.0,122.2,6.788888888888889
80,78,,2023-04-02,23-084,SAC,,SAS,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,65.0,3.611111111111111,0.0,96.5,5.361111111111111
81,79,14,2023-04-04,23-086,SAC,@,NOP,W (+18),0,3:01,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,-3,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,95.0,5.277777777777778,0.2999999999999999,106.0,5.888888888888889
82,80,,2023-04-05,23-087,SAC,@,DAL,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,82.0,4.555555555555555,0.0,91.59999999999998,5.088888888888888
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,15,2023-04-07,23-089,SAC,,GSW,L (-22),0,4:22,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.6,+2,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,41.0,2.2777777777777777,2.2,55.60000000000001,3.0888888888888895
85,82,16,2023-04-09,23-091,SAC,@,DEN,L (-14),0,13:23,0.0,3.0,.000,0.0,2.0,.000,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8,-6,1.0,0.0,0.0,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,-3.0,61.0,3.388888888888889,-1.1999999999999995,70.89999999999999,3.938888888888888
