Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Monte Morris,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,23.0,2022-12-09,27-165,WAS,IND,1,34.483333333333334,3.0,9.0,.333,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,5.0,0.0,0.0,1.0,3.0,7.0,3.8,-13,5.0,2.0,0.4,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,4.0,133.0,3.6944444444444446,3.799999999999999,167.19999999999996,4.644444444444443,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-4),L (-4)
27.0,,2022-12-10,27-166,WAS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,,131.0,3.638888888888889,0.0,149.6,4.155555555555555,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-10),L (-10)
28.0,,2022-12-12,27-168,WAS,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,,131.0,3.638888888888889,0.0,163.59999999999997,4.544444444444443,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-7),L (-7)
29.0,24.0,2022-12-14,27-170,WAS,DEN,1,27.5,7.0,11.0,.636,4.0,7.0,.571,2,3.0,.667,0.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,20.0,19.4,-1,4.0,3.0,0.75,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,14.0,141.0,3.9166666666666665,18.6,161.60000000000002,4.48888888888889,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-12),L (-12)
30.0,25.0,2022-12-17,27-173,WAS,LAC,1,30.9,5.0,9.0,.556,2.0,2.0,1.000,0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,12.0,11.3,-6,7.0,3.0,0.4285714285714285,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,11.0,97.0,2.6944444444444446,11.299999999999995,101.0,2.805555555555556,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-13),L (-13)
31.0,26.0,2022-12-18,27-174,WAS,LAL,1,28.933333333333334,3.0,10.0,.300,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,7.0,4.4,-12,5.0,2.0,0.4,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,4.0,145.0,4.027777777777778,4.399999999999998,161.0,4.472222222222222,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-9),L (-9)
32.0,27.0,2022-12-20,27-176,WAS,PHO,1,36.38333333333333,4.0,10.0,.400,1.0,2.0,.500,0,1.0,.000,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,9.0,10.0,+11,8.0,3.0,0.375,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,7.0,112.0,3.111111111111111,9.999999999999998,151.8,4.216666666666667,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-2),L (-2)
33.0,28.0,2022-12-22,27-178,WAS,UTA,1,30.266666666666666,2.0,5.0,.400,1.0,3.0,.333,0,1.0,.000,0.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,5.0,3.5,+3,2.0,1.0,0.5,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,5.0,141.0,3.9166666666666665,3.5,155.4,4.316666666666666,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,W (+3),W (+3)
34.0,29.0,2022-12-23,27-179,WAS,SAC,1,32.81666666666667,4.0,7.0,.571,2.0,5.0,.400,6,6.0,1.000,0.0,2.0,2.0,5.0,3.0,0.0,0.0,1.0,16.0,19.4,+4,2.0,2.0,1.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,13.0,159.0,4.416666666666667,17.000000000000007,170.0,4.722222222222222,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-8),L (-8)
35.0,30.0,2022-12-27,27-183,WAS,PHI,1,29.75,3.0,9.0,.333,0.0,3.0,.000,2,2.0,1.000,1.0,3.0,4.0,7.0,0.0,0.0,1.0,4.0,8.0,6.8,+6,6.0,3.0,0.5,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,7.0,111.0,3.083333333333333,5.999999999999998,144.0,4.0,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,W (+14),W (+14)
36.0,31.0,2022-12-28,27-184,WAS,PHO,1,30.55,4.0,8.0,.500,1.0,2.0,.500,3,3.0,1.000,1.0,5.0,6.0,8.0,0.0,0.0,0.0,2.0,12.0,15.0,+10,6.0,3.0,0.5,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,15.0,164.0,4.555555555555555,13.799999999999995,188.2,5.227777777777778,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,W (+5),W (+5)
37.0,32.0,2022-12-30,27-186,WAS,ORL,1,27.75,4.0,5.0,.800,1.0,2.0,.500,3,4.0,.750,0.0,3.0,3.0,10.0,1.0,0.0,2.0,1.0,12.0,16.2,+21,3.0,3.0,1.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,15.0,160.0,4.444444444444445,15.0,153.39999999999998,4.26111111111111,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,W (+25),W (+25)
38.0,33.0,2023-01-01,27-188,WAS,MIL,1,25.3,3.0,7.0,.429,1.0,5.0,.200,0,0.0,,0.0,3.0,3.0,4.0,0.0,1.0,2.0,0.0,7.0,5.7,+7,2.0,2.0,1.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,6.0,175.0,4.861111111111111,5.699999999999998,187.2,5.199999999999999,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,W (+19),W (+19)
39.0,34.0,2023-01-03,27-190,WAS,MIL,1,29.75,3.0,9.0,.333,1.0,3.0,.333,1,1.0,1.000,2.0,6.0,8.0,6.0,1.0,0.0,0.0,1.0,8.0,10.9,-9,6.0,2.0,0.3333333333333333,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,13.0,121.0,3.361111111111111,10.499999999999996,151.79999999999998,4.216666666666666,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,W (+23),W (+23)
40.0,35.0,2023-01-06,27-193,WAS,OKC,1,25.933333333333334,4.0,8.0,.500,1.0,3.0,.333,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,10.0,5.9,-14,5.0,3.0,0.6,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,9.0,63.0,49.0,11.0,56.0,10.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,45,40,54,59,38,60,5,4,4,20,42,53,52,6,29,38,10,34,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,62.0,0.7627118644067796,0.8,0.7297297297297297,0.7564102564102564,0.76,0.7894736842105263,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6774193548387096,0.0,0.8153846153846154,0.8125,0.0,0.6666666666666666,0.4603174603174603,0.7755102040816326,0.9090909090909092,0.6071428571428571,0.0,36,3.0,99.0,2.75,5.499999999999999,126.2,3.5055555555555555,19.7,5.2,1.4,1.1,0.4,0.1221231141944719,0.599,0.071,0.36,1.9,3.4,L (-10),L (-10)
