Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,,
21,17,2022-11-28,30-042,WAS,MIN,0,11.283333333333331,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.9,-13,4.0,2.0,0.5,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,99.0,5.5,1.9,120.3,6.683333333333334,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+15),W (+15)
22,18,2022-11-30,30-044,WAS,BRK,0,3.3166666666666664,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,-4,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,52.0,2.888888888888889,-1.1,69.10000000000001,3.8388888888888895,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-6),L (-6)
23,19,2022-12-02,30-046,WAS,CHO,0,4.683333333333334,0.0,0.0,,0.0,0.0,,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9,-4,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,71.0,3.9444444444444446,1.1,82.5,4.583333333333333,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-1),L (-1)
24,20,2022-12-04,30-048,WAS,LAL,0,8.1,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3,-3,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,75.0,4.166666666666667,0.2999999999999999,91.3,5.072222222222222,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-11),L (-11)
25,21,2022-12-07,30-051,WAS,CHI,0,2.8833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+3,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,62.0,3.4444444444444446,0.3,86.69999999999999,4.816666666666666,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-4),L (-4)
26,22,2022-12-09,30-053,WAS,IND,0,2.0,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,+1,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,66.0,3.6666666666666665,0.7,86.69999999999999,4.816666666666666,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-10),L (-10)
27,23,2022-12-10,30-054,WAS,LAC,0,16.416666666666668,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,3.8,-8,1.0,1.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,57.0,3.1666666666666665,3.000000000000001,71.8,3.988888888888889,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-7),L (-7)
28,24,2022-12-12,30-056,WAS,BRK,0,8.35,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,-6,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,67.0,3.7222222222222223,-1.4,83.19999999999999,4.622222222222222,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-12),L (-12)
29,25,2022-12-14,30-058,WAS,DEN,0,11.783333333333331,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,6.7,+13,3.0,3.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,73.0,4.055555555555555,6.7,92.70000000000002,5.150000000000001,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-13),L (-13)
30,26,2022-12-17,30-061,WAS,LAC,0,8.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-1,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,56.0,3.111111111111111,-0.4,62.19999999999999,3.455555555555555,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-9),L (-9)
31,,2022-12-18,30-062,WAS,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,71.0,3.9444444444444446,0.0,84.9,4.716666666666667,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-2),L (-2)
32,,2022-12-20,30-064,WAS,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,63.0,3.5,0.0,85.89999999999999,4.772222222222222,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+3),W (+3)
33,27,2022-12-22,30-066,WAS,UTA,0,3.183333333333333,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6,+8,1.0,1.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,64.0,3.555555555555556,2.2,79.0,4.388888888888889,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-8),L (-8)
34,,2022-12-23,30-067,WAS,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,87.0,4.833333333333333,0.0,102.0,5.666666666666667,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+14),W (+14)
35,,2022-12-27,30-071,WAS,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,57.0,3.1666666666666665,0.0,78.0,4.333333333333333,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+5),W (+5)
36,28,2022-12-28,30-072,WAS,PHO,0,1.9666666666666668,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,91.0,5.055555555555555,0.0,107.89999999999998,5.994444444444444,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+25),W (+25)
37,29,2022-12-30,30-074,WAS,ORL,0,2.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,92.0,5.111111111111111,0.2999999999999999,91.39999999999998,5.077777777777777,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+19),W (+19)
38,30,2023-01-01,30-076,WAS,MIL,0,3.05,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,0,1.0,1.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,88.0,4.888888888888889,0.8999999999999999,98.39999999999998,5.466666666666665,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+23),W (+23)
39,31,2023-01-03,30-078,WAS,MIL,0,1.3833333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+4,1.0,1.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,68.0,3.7777777777777777,1.7,84.7,4.705555555555556,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-10),L (-10)
40,32,2023-01-06,30-081,WAS,OKC,0,2.7333333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+1,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,49.0,2.7222222222222223,0.3,68.3,3.794444444444444,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-17),L (-17)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,,
