Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
41,33,2023-01-09,30-084,WAS,NOP,0,4.583333333333333,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1.0,1.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,61.0,3.388888888888889,1.0,70.99999999999999,3.944444444444444,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-20),L (-20)
42,34,2023-01-11,30-086,WAS,CHI,0,22.616666666666667,7.0,11.0,.636,0.0,2.0,.000,4,5.0,.800,3.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,18.0,14.6,-3,9.0,7.0,0.7777777777777778,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,54.0,3.0,13.0,54.39999999999999,3.0222222222222217,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+3),W (+3)
43,,2023-01-13,30-088,WAS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,57.0,3.1666666666666665,0.0,68.89999999999999,3.8277777777777775,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-4),L (-4)
44,,2023-01-16,30-091,WAS,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,71.0,3.9444444444444446,0.0,86.29999999999998,4.794444444444443,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-9),L (-9)
45,,2023-01-18,30-093,WAS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,83.0,4.611111111111111,0.0,90.20000000000005,5.011111111111114,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+11),W (+11)
46,35,2023-01-21,30-096,WAS,ORL,0,2.2333333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,+1,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,99.0,5.5,1.0,116.4,6.466666666666667,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+20),W (+20)
47,36,2023-01-24,30-099,WAS,DAL,0,19.166666666666668,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,6.0,5.4,-1,3.0,2.0,0.6666666666666666,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,66.0,3.6666666666666665,4.6,89.30000000000001,4.961111111111112,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+1),W (+1)
48,,2023-01-25,30-100,WAS,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,69.0,3.8333333333333335,0.0,85.7,4.761111111111111,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+5),W (+5)
49,,2023-01-28,30-103,WAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,67.0,3.7222222222222223,0.0,76.69999999999999,4.26111111111111,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+10),W (+10)
50,,2023-01-30,30-105,WAS,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,98.0,5.444444444444445,0.0,108.5,6.027777777777778,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+21),W (+21)
51,,2023-02-03,30-109,WAS,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,85.0,4.722222222222222,0.0,100.3,5.572222222222222,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-8),L (-8)
52,,2023-02-04,30-110,WAS,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,68.0,3.7777777777777777,0.0,89.89999999999999,4.994444444444444,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-2),L (-2)
53,37,2023-02-06,30-112,WAS,CLE,0,20.683333333333334,2.0,4.0,.500,1.0,1.0,1.000,1,2.0,.500,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,3.9,0,3.0,1.0,0.3333333333333333,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,45.0,2.5,3.499999999999999,56.2,3.1222222222222222,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-23),L (-23)
54,38,2023-02-08,30-114,WAS,CHO,0,19.066666666666663,3.0,4.0,.750,0.0,1.0,.000,1,1.0,1.000,0.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,7.0,7.0,+8,3.0,3.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,94.0,5.222222222222222,6.599999999999998,98.8,5.488888888888889,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+14),W (+14)
55,39,2023-02-11,30-117,WAS,IND,0,3.4333333333333336,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-7,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,91.0,5.055555555555555,-1.0,104.8,5.822222222222222,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+14),W (+14)
56,40,2023-02-13,30-119,WAS,GSW,0,12.416666666666666,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,5.8,0,3.0,2.0,0.6666666666666666,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,76.0,4.222222222222222,5.000000000000001,95.3,5.294444444444444,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-9),L (-9)
57,41,2023-02-14,30-120,WAS,POR,0,2.0166666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+8,1.0,1.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,86.0,4.777777777777778,1.7,93.9,5.216666666666667,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+25),W (+25)
58,,2023-02-16,30-122,WAS,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,75.0,4.166666666666667,0.0,87.30000000000001,4.8500000000000005,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+8),W (+8)
59,,2023-02-24,30-130,WAS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,73.0,4.055555555555555,0.0,85.5,4.75,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-6),L (-6)
60,42,2023-02-26,30-132,WAS,CHI,0,7.866666666666667,0.0,0.0,,0.0,0.0,,3,6.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.7,-12,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-2.0,39.0,2.1666666666666665,0.4999999999999998,46.4,2.577777777777777,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,L (-20),L (-20)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,,
61,,2023-02-28,30-134,WAS,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,80.0,4.444444444444445,0.0,97.7,5.427777777777778,11.1,1.3,-3.3,-2.4,-0.9,0.0210151956029744,0.604,0.22,0.508,-0.2,1.0,W (+3),W (+3)
