Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Green,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Bradley Beal,Marcus Smart,co_inf with A.J. Green,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,29-113,WAS,IND,1,37.516666666666666,9.0,17.0,.529,2.0,7.0,.286,3,3.0,1.000,2.0,3.0,5.0,6.0,0.0,1.0,3.0,2.0,23.0,18.1,+8,10.0,7.0,0.7,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,12.0,128.0,3.555555555555556,16.9,129.0,3.583333333333333,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+7),W (+7)
2.0,2.0,2022-10-21,29-115,WAS,CHI,1,36.65,9.0,14.0,.643,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,8.0,0.0,2.0,5.0,2.0,19.0,14.3,+4,12.0,8.0,0.6666666666666666,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,11.0,134.0,3.7222222222222223,14.3,131.4,3.65,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+2),W (+2)
3.0,3.0,2022-10-23,29-117,WAS,CLE,1,41.583333333333336,11.0,16.0,.688,0.0,1.0,.000,5,7.0,.714,1.0,3.0,4.0,5.0,2.0,0.0,6.0,3.0,27.0,19.3,-5,15.0,11.0,0.7333333333333333,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,9.0,113.0,3.138888888888889,17.3,114.40000000000003,3.177777777777779,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-10),L (-10)
4.0,4.0,2022-10-25,29-119,WAS,DET,1,21.816666666666663,4.0,9.0,.444,1.0,4.0,.250,4,4.0,1.000,1.0,3.0,4.0,6.0,0.0,0.0,2.0,2.0,13.0,11.3,+5,5.0,3.0,0.6,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,8.0,179.0,4.972222222222222,9.699999999999998,177.2,4.922222222222222,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+21),W (+21)
5.0,5.0,2022-10-28,29-122,WAS,IND,1,37.21666666666667,11.0,18.0,.611,2.0,5.0,.400,7,7.0,1.000,2.0,5.0,7.0,4.0,3.0,1.0,2.0,3.0,31.0,29.0,-10,13.0,9.0,0.6923076923076923,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,19.0,90.0,2.5,26.2,105.0,2.9166666666666665,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-10),L (-10)
6.0,6.0,2022-10-30,29-124,WAS,BOS,1,37.36666666666667,4.0,16.0,.250,2.0,7.0,.286,2,2.0,1.000,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,12.0,9.0,-13,9.0,2.0,0.2222222222222222,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,4.0,114.0,3.1666666666666665,8.2,105.2,2.9222222222222225,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-18),L (-18)
7.0,7.0,2022-10-31,29-125,WAS,PHI,1,37.85,7.0,18.0,.389,2.0,6.0,.333,4,4.0,1.000,0.0,5.0,5.0,6.0,0.0,1.0,4.0,3.0,20.0,11.4,0,12.0,5.0,0.4166666666666667,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,6.0,129.0,3.583333333333333,9.8,138.4,3.844444444444445,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-7),L (-7)
8.0,8.0,2022-11-02,29-127,WAS,PHI,1,36.5,11.0,17.0,.647,1.0,2.0,.500,6,7.0,.857,0.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,29.0,23.4,+6,15.0,10.0,0.6666666666666666,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,11.0,157.0,4.361111111111111,21.0,157.8,4.383333333333334,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+10),W (+10)
9.0,9.0,2022-11-04,29-129,WAS,BRK,1,29.6,8.0,18.0,.444,2.0,6.0,.333,2,2.0,1.000,0.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,20.0,15.9,-19,12.0,6.0,0.5,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,9.0,70.0,1.9444444444444444,15.099999999999996,60.4,1.6777777777777778,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-42),L (-42)
10.0,,2022-11-06,29-131,WAS,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,50.0,61.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.0,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,36,,174.0,4.833333333333333,0.0,149.79999999999998,4.161111111111111,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-6),L (-6)
