Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Jay Huff,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Al Horford,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Quenton Jackson,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2023-02-11,24-149,WAS,IND,0,2.9,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,0.0,0.0,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,0.0,152.0,5.428571428571429,0.0,162.79999999999995,5.814285714285712,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+14),W (+14)
2.0,2.0,2023-02-13,24-151,WAS,GSW,0,2.9166666666666665,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3,+3,1.0,1.0,1.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,1.0,154.0,5.5,1.2999999999999998,157.39999999999998,5.621428571428571,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-9),L (-9)
3.0,3.0,2023-02-14,24-152,WAS,POR,0,2.0166666666666666,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4,+8,0.0,0.0,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,3.0,125.0,4.464285714285714,3.3999999999999995,142.20000000000002,5.078571428571429,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+25),W (+25)
4.0,,2023-02-16,24-154,WAS,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,,195.0,6.964285714285714,0.0,194.4,6.942857142857143,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+8),W (+8)
5.0,,2023-02-24,24-162,WAS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,,128.0,4.571428571428571,0.0,158.4,5.6571428571428575,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-6),L (-6)
6.0,,2023-02-26,24-164,WAS,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,,122.0,4.357142857142857,0.0,121.60000000000002,4.342857142857143,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-20),L (-20)
7.0,,2023-02-28,24-166,WAS,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,,141.0,5.035714285714286,0.0,156.60000000000002,5.592857142857143,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+3),W (+3)
8.0,,2023-03-02,24-168,WAS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,,179.0,6.392857142857143,0.0,199.8,7.135714285714286,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+11),W (+11)
9.0,,2023-03-04,24-170,WAS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,,88.0,3.142857142857143,0.0,89.79999999999998,3.2071428571428564,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-7),L (-7)
10.0,,2023-03-05,24-171,WAS,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,63.0,49.0,11.0,56.0,10.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,9,5,6,9,3,9,1,6,9,9,6,3,5,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,63.0,49.0,11.0,56.0,10.0,61.0,9.0,0.1525423728813559,0.1,0.081081081081081,0.1153846153846153,0.06,0.1184210526315789,0.0,0.0,0.1428571428571428,0.0,0.0967741935483871,0.0,0.1384615384615384,0.140625,0.0,0.0967741935483871,0.0476190476190476,0.1020408163265306,0.0,0.125,0.0,28,,174.0,6.214285714285714,0.0,149.79999999999998,5.35,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-6),L (-6)
