Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Jay Huff,Marcus Smart,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2023-03-21,24-208,WAS,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,163.0,5.433333333333334,0.0,154.79999999999998,5.159999999999999,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-10),L (-10)
12.0,3.0,2023-03-22,24-209,WAS,DEN,0,3.65,0.0,1.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.3,+6,0.0,0.0,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,1.0,189.0,6.3,1.4999999999999998,161.6,5.386666666666667,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-14),L (-14)
13.0,,2023-03-24,24-211,WAS,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,202.0,6.733333333333333,0.0,205.0,6.833333333333333,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+12),W (+12)
14.0,,2023-03-26,24-213,WAS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,151.0,5.033333333333333,0.0,151.79999999999998,5.06,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-10),L (-10)
15.0,,2023-03-28,24-215,WAS,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,168.0,5.6,0.0,188.40000000000003,6.280000000000001,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+19),W (+19)
16.0,,2023-03-31,24-218,WAS,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,158.0,5.266666666666667,0.0,153.80000000000004,5.126666666666668,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-7),L (-7)
17.0,4.0,2023-04-02,24-220,WAS,NYK,0,2.7333333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,+9,0.0,0.0,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,2.0,141.0,4.7,1.4,151.00000000000003,5.033333333333334,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-9),L (-9)
18.0,5.0,2023-04-04,24-222,WAS,MIL,0,26.85,5.0,10.0,.500,3.0,6.0,.500,4,5.0,.800,2.0,7.0,9.0,2.0,2.0,0.0,0.0,5.0,17.0,16.5,+7,4.0,2.0,0.5,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,15.0,144.0,4.8,14.9,150.0,5.0,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-12),L (-12)
19.0,6.0,2023-04-05,24-223,WAS,ATL,0,29.566666666666663,5.0,6.0,.833,2.0,3.0,.667,2,2.0,1.000,2.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,14.0,16.4,-16,3.0,3.0,1.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,16.0,141.0,4.7,15.6,165.8,5.526666666666667,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-18),L (-18)
20.0,7.0,2023-04-07,24-225,WAS,MIA,0,23.383333333333333,4.0,7.0,.571,1.0,2.0,.500,4,4.0,1.000,2.0,2.0,4.0,2.0,0.0,1.0,2.0,5.0,13.0,9.8,-18,5.0,3.0,0.6,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,7.0,127.0,4.233333333333333,8.200000000000001,178.59999999999997,5.953333333333332,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+6),W (+6)
21.0,,2023-04-09,24-227,WAS,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,227.0,7.566666666666666,0.0,250.79999999999995,8.359999999999998,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,,
