Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
63,55,2023-03-04,24-001,WAS,TOR,0,35.18333333333333,4.0,4.0,1.000,4.0,4.0,1.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,12.0,11.3,-2,0.0,0.0,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,12.0,60.0,3.333333333333333,11.3,71.70000000000002,3.9833333333333343,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-7),L (-7)
64,56,2023-03-05,24-002,WAS,MIL,0,35.583333333333336,4.0,8.0,.500,3.0,7.0,.429,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,9.3,-6,1.0,1.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,8.0,65.0,3.611111111111111,9.3,75.6,4.199999999999999,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-6),L (-6)
65,57,2023-03-07,24-004,WAS,DET,0,32.11666666666667,6.0,7.0,.857,4.0,5.0,.800,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,15.2,+4,2.0,2.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,12.0,86.0,4.777777777777778,15.2,99.29999999999998,5.516666666666666,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+2),W (+2)
66,58,2023-03-08,24-005,WAS,ATL,0,32.36666666666667,4.0,6.0,.667,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,6.9,-6,2.0,2.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,87.0,4.833333333333333,6.900000000000001,102.4,5.688888888888889,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-2),L (-2)
67,59,2023-03-10,24-007,WAS,ATL,0,22.166666666666668,3.0,7.0,.429,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,7.0,3.5,-16,2.0,2.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,80.0,4.444444444444445,3.4999999999999982,87.1,4.838888888888889,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-7),L (-7)
68,60,2023-03-12,24-009,WAS,PHI,0,33.18333333333333,9.0,13.0,.692,3.0,7.0,.429,4,4.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,25.0,20.7,-2,6.0,6.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,12.0,29.0,1.6111111111111112,19.1,41.00000000000001,2.277777777777778,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-19),L (-19)
69,61,2023-03-14,24-011,WAS,DET,1,33.53333333333333,6.0,14.0,.429,2.0,8.0,.250,2,2.0,1.000,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,16.0,9.2,+11,6.0,4.0,0.6666666666666666,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,87.0,4.833333333333333,8.399999999999999,95.7,5.316666666666666,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+20),W (+20)
70,62,2023-03-17,24-014,WAS,CLE,0,27.766666666666666,5.0,6.0,.833,2.0,3.0,.667,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,-9,3.0,3.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,8.0,52.0,2.888888888888889,10.0,63.4,3.522222222222222,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-23),L (-23)
71,63,2023-03-18,24-015,WAS,SAC,1,30.3,5.0,12.0,.417,3.0,8.0,.375,0,0.0,,3.0,2.0,5.0,3.0,0.0,0.0,1.0,1.0,13.0,10.0,-23,4.0,2.0,0.5,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,8.0,72.0,4.0,10.000000000000004,83.50000000000001,4.638888888888889,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-14),L (-14)
72,64,2023-03-21,24-018,WAS,ORL,1,35.5,4.0,9.0,.444,1.0,5.0,.200,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,4.0,9.0,4.0,-12,4.0,3.0,0.75,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,59.0,3.2777777777777777,3.9999999999999982,72.1,4.005555555555556,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-10),L (-10)
73,65,2023-03-22,24-019,WAS,DEN,1,30.566666666666663,3.0,10.0,.300,1.0,7.0,.143,2,2.0,1.000,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,5.9,-12,3.0,2.0,0.6666666666666666,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,56.0,3.111111111111111,5.099999999999999,65.6,3.644444444444444,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-14),L (-14)
74,66,2023-03-24,24-021,WAS,SAS,1,36.28333333333333,9.0,14.0,.643,6.0,9.0,.667,2,5.0,.400,0.0,5.0,5.0,2.0,0.0,1.0,1.0,2.0,26.0,20.4,0,5.0,3.0,0.6,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,14.0,87.0,4.833333333333333,19.600000000000005,97.70000000000002,5.427777777777779,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+12),W (+12)
75,67,2023-03-26,24-023,WAS,TOR,1,39.91666666666666,7.0,16.0,.438,5.0,11.0,.455,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,19.0,6.7,-23,5.0,2.0,0.4,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,73.0,4.055555555555555,6.699999999999999,86.8,4.822222222222222,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-10),L (-10)
76,68,2023-03-28,24-025,WAS,BOS,1,33.18333333333333,5.0,11.0,.455,3.0,6.0,.500,2,2.0,1.000,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,15.0,10.9,+14,5.0,2.0,0.4,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,95.0,5.277777777777778,10.099999999999998,96.8,5.377777777777777,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+19),W (+19)
77,69,2023-03-31,24-028,WAS,ORL,1,41.86666666666667,9.0,14.0,.643,9.0,14.0,.643,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,27.0,20.5,,0.0,0.0,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,16.0,63.0,3.5,20.500000000000004,66.79999999999998,3.7111111111111104,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-7),L (-7)
78,70,2023-04-02,24-030,WAS,NYK,1,34.06666666666667,10.0,19.0,.526,4.0,11.0,.364,5,5.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,29.0,19.2,-17,8.0,6.0,0.75,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,70.0,3.888888888888889,17.200000000000003,74.39999999999999,4.133333333333333,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-9),L (-9)
79,71,2023-04-04,24-032,WAS,MIL,1,34.03333333333333,6.0,15.0,.400,0.0,4.0,.000,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,12.0,6.2,-14,11.0,6.0,0.5454545454545454,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,36.0,2.0,6.200000000000001,43.7,2.427777777777778,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-12),L (-12)
80,72,2023-04-05,24-033,WAS,ATL,1,28.05,5.0,12.0,.417,2.0,8.0,.250,0,2.0,.000,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,12.0,4.9,-9,4.0,3.0,0.75,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,45.0,2.5,4.900000000000002,55.29999999999999,3.072222222222221,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-18),L (-18)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,,
81,73,2023-04-07,24-035,WAS,MIA,1,34.03333333333333,5.0,12.0,.417,3.0,9.0,.333,6,6.0,1.000,0.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,19.0,12.9,+4,3.0,2.0,0.6666666666666666,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,46.0,2.555555555555556,10.499999999999998,52.6,2.9222222222222225,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+6),W (+6)
82,74,2023-04-09,24-037,WAS,HOU,1,12.3,6.0,8.0,.750,5.0,7.0,.714,1,1.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,16.8,+4,1.0,1.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,13.0,26.0,1.4444444444444444,16.4,29.500000000000007,1.6388888888888893,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-5),L (-5)
