Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Alec Burks,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Jordan Goodwin,Marcus Smart,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,20.0,2022-12-10,24-048,WAS,LAC,1,38.03333333333333,6.0,13.0,.462,2.0,5.0,.400,3,4.0,.750,2.0,2.0,4.0,6.0,6.0,0.0,1.0,3.0,17.0,19.9,+5,8.0,4.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,15.0,101.0,2.805555555555556,18.7,112.19999999999996,3.1166666666666654,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-10),L (-10)
28.0,21.0,2022-12-12,24-050,WAS,BRK,1,35.916666666666664,5.0,9.0,.556,0.0,2.0,.000,1,2.0,.500,0.0,4.0,4.0,7.0,2.0,0.0,3.0,1.0,11.0,11.0,-6,7.0,5.0,0.7142857142857143,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,10.0,111.0,3.083333333333333,10.599999999999996,142.39999999999998,3.955555555555555,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-7),L (-7)
29.0,22.0,2022-12-14,24-052,WAS,DEN,0,20.5,5.0,12.0,.417,1.0,4.0,.250,1,2.0,.500,1.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,12.0,8.4,-12,8.0,4.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,4.0,161.0,4.472222222222222,7.999999999999998,182.80000000000004,5.077777777777779,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-12),L (-12)
30.0,23.0,2022-12-17,24-055,WAS,LAC,0,22.55,2.0,7.0,.286,0.0,2.0,.000,3,3.0,1.000,3.0,5.0,8.0,3.0,3.0,0.0,1.0,3.0,7.0,9.4,+1,5.0,2.0,0.4,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,10.0,99.0,2.75,8.200000000000003,107.19999999999996,2.9777777777777765,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-13),L (-13)
31.0,24.0,2022-12-18,24-056,WAS,LAL,0,19.066666666666663,3.0,5.0,.600,0.0,1.0,.000,1,1.0,1.000,0.0,7.0,7.0,5.0,0.0,0.0,0.0,2.0,7.0,9.5,+10,4.0,3.0,0.75,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,13.0,127.0,3.5277777777777777,9.099999999999998,151.6,4.211111111111111,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-9),L (-9)
32.0,25.0,2022-12-20,24-058,WAS,PHO,0,11.616666666666667,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,-8,4.0,1.0,0.25,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,0.0,126.0,3.5,-1.0000000000000002,173.8,4.827777777777778,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-2),L (-2)
33.0,26.0,2022-12-22,24-060,WAS,UTA,0,15.766666666666667,5.0,9.0,.556,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,2.0,2.0,11.0,7.5,-9,7.0,4.0,0.5714285714285714,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,8.0,135.0,3.75,7.5,147.4,4.094444444444445,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+3),W (+3)
34.0,,2022-12-23,24-061,WAS,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,,185.0,5.138888888888889,0.0,204.0,5.666666666666667,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-8),L (-8)
35.0,,2022-12-27,24-065,WAS,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,,125.0,3.4722222222222223,0.0,156.0,4.333333333333333,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+14),W (+14)
36.0,27.0,2022-12-28,24-066,WAS,PHO,0,1.9666666666666668,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.8,+1,1.0,0.0,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,0.0,194.0,5.388888888888889,-0.8,217.4,6.038888888888889,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+5),W (+5)
37.0,28.0,2022-12-30,24-068,WAS,ORL,0,2.5,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,1.0,188.0,5.222222222222222,0.3,182.8,5.077777777777778,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+25),W (+25)
38.0,29.0,2023-01-01,24-070,WAS,MIL,0,3.85,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,4.1,0,1.0,1.0,1.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,5.0,177.0,4.916666666666667,4.1,190.4,5.288888888888889,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+19),W (+19)
39.0,30.0,2023-01-03,24-072,WAS,MIL,0,1.3833333333333333,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.7,+4,0.0,0.0,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,3.0,141.0,3.9166666666666665,2.8999999999999995,167.0,4.638888888888889,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+23),W (+23)
40.0,31.0,2023-01-06,24-075,WAS,OKC,0,21.8,4.0,6.0,.667,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,7.0,0,4.0,3.0,0.75,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,6.0,93.0,2.583333333333333,6.999999999999998,123.2,3.4222222222222225,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-10),L (-10)
41.0,32.0,2023-01-09,24-078,WAS,NOP,0,17.416666666666668,1.0,1.0,1.000,1.0,1.0,1.000,1,2.0,.500,0.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,4.0,4.2,-9,0.0,0.0,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,5.0,112.0,3.111111111111111,3.8,136.39999999999998,3.788888888888888,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-17),L (-17)
42.0,33.0,2023-01-11,24-080,WAS,CHI,0,13.766666666666667,2.0,6.0,.333,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,6.0,2.5,+3,3.0,0.0,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,62.0,61.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.0,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,36,2.0,118.0,3.2777777777777777,2.499999999999999,129.79999999999998,3.605555555555555,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,,
