Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Wiggins,Anfernee Simons,Marcus Smart,Vernon Carey Jr.,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,,2022-10-19,21-236,WAS,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,152.0,4.75,0.0,162.79999999999995,5.087499999999999,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+7),W (+7)
2.0,,2022-10-21,21-238,WAS,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,156.0,4.875,0.0,157.39999999999998,4.918749999999999,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+2),W (+2)
3.0,,2022-10-23,21-240,WAS,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,131.0,4.09375,0.0,142.20000000000002,4.4437500000000005,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-10),L (-10)
4.0,,2022-10-25,21-242,WAS,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,195.0,6.09375,0.0,196.6,6.14375,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+21),W (+21)
5.0,1.0,2022-10-28,21-245,WAS,IND,0,1.0166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,0.0,128.0,4.0,0.0,157.4,4.91875,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-10),L (-10)
6.0,,2022-10-30,21-247,WAS,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,122.0,3.8125,0.0,121.60000000000002,3.8000000000000007,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-18),L (-18)
7.0,,2022-10-31,21-248,WAS,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,141.0,4.40625,0.0,158.00000000000003,4.937500000000001,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-7),L (-7)
8.0,,2022-11-02,21-250,WAS,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,179.0,5.59375,0.0,204.6,6.39375,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+10),W (+10)
9.0,,2022-11-04,21-252,WAS,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,88.0,2.75,0.0,90.6,2.83125,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-42),L (-42)
10.0,,2022-11-06,21-254,WAS,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,56.0,10.0,61.0,11.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.0,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,32,,174.0,5.4375,0.0,141.0,4.40625,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-6),L (-6)
