Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Anthony Gill,Marcus Smart,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,42,2023-02-26,30-132,WAS,@,CHI,L (-20),0,7:52,0.0,0.0,,0.0,0.0,,3,6.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.7,-12,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,-2.0,82.0,2.2777777777777777,0.4999999999999998,92.79999999999995,2.5777777777777766
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,30-134,WAS,@,ATL,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,,163.0,4.527777777777778,0.0,195.4,5.427777777777778
64,62,,2023-03-02,30-136,WAS,,TOR,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,,194.0,5.388888888888889,0.0,209.8,5.827777777777778
65,63,43,2023-03-04,30-138,WAS,,TOR,L (-7),0,6:52,0.0,1.0,.000,0.0,1.0,.000,4,4.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,3.1,-4,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,1.0,141.0,3.9166666666666665,1.4999999999999996,163.0,4.527777777777778
66,64,44,2023-03-05,30-139,WAS,,MIL,L (-6),1,18:57,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,1.0,1.0,2.0,1.5,+7,3.0,1.0,0.3333333333333333,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,4.0,151.0,4.194444444444445,1.5000000000000004,166.79999999999998,4.633333333333333
67,65,,2023-03-07,30-141,WAS,@,DET,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,,197.0,5.472222222222222,0.0,229.0,6.361111111111111
68,66,,2023-03-08,30-142,WAS,,ATL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,,186.0,5.166666666666667,0.0,218.6,6.072222222222222
69,67,,2023-03-10,30-144,WAS,,ATL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,,170.0,4.722222222222222,0.0,181.2,5.033333333333333
70,68,45,2023-03-12,30-146,WAS,@,PHI,L (-19),0,9:26,1.0,2.0,.500,0.0,0.0,,3,4.0,.750,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,5.3,-2,2.0,1.0,0.5,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,2.0,83.0,2.305555555555556,4.100000000000001,112.0,3.111111111111111
71,69,46,2023-03-14,30-148,WAS,,DET,W (+20),0,3:15,0.0,0.0,,0.0,0.0,,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.7,-3,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,0.0,177.0,4.916666666666667,0.9000000000000001,206.4,5.733333333333333
72,70,47,2023-03-17,30-151,WAS,@,CLE,L (-23),0,6:43,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2,0.0,0.0,,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,2.0,117.0,3.25,1.0,144.79999999999995,4.022222222222221
73,71,48,2023-03-18,30-152,WAS,,SAC,L (-14),0,13:41,1.0,3.0,.333,0.0,1.0,.000,4,4.0,1.000,1.0,5.0,6.0,0.0,1.0,2.0,0.0,3.0,6.0,7.7,-1,2.0,1.0,0.5,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,8.0,156.0,4.333333333333333,6.100000000000002,174.79999999999995,4.855555555555554
74,72,49,2023-03-21,30-155,WAS,@,ORL,L (-10),0,0:34,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+2,1.0,1.0,1.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,1.0,126.0,3.5,1.7,148.8,4.133333333333334
75,73,50,2023-03-22,30-156,WAS,,DEN,L (-14),0,10:16,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,-1,2.0,1.0,0.5,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,2.0,121.0,3.361111111111111,2.499999999999999,136.39999999999998,3.7888888888888883
76,74,51,2023-03-24,30-158,WAS,,SAS,W (+12),0,18:04,1.0,3.0,.333,0.0,0.0,,2,3.0,.667,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,3.9,+10,3.0,1.0,0.3333333333333333,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,2.0,208.0,5.777777777777778,3.1000000000000005,228.40000000000003,6.344444444444445
77,75,52,2023-03-26,30-160,WAS,@,TOR,L (-10),0,8:13,1.0,2.0,.500,0.0,0.0,,0,1.0,.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,-6,2.0,1.0,0.5,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,31,51,56,33,54,5,6,6,27,48,46,41,45,9,22,33,9,33,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,59.0,61.0,0.62,0.6891891891891891,0.717948717948718,0.66,0.7105263157894737,0.8333333333333334,1.0,0.8571428571428571,0.9642857142857144,0.7741935483870968,0.0,0.7076923076923077,0.640625,0.0,0.7258064516129032,1.0,0.3492063492063492,0.673469387755102,0.8181818181818182,0.5892857142857143,0.0,36,2.0,151.0,4.194444444444445,1.9,183.2,5.088888888888889
