Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,22-143,ATL,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,85.0,4.473684210526316,0.0,106.09999999999998,5.584210526315789,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,L (-6),L (-6)
12.0,,2022-11-10,22-144,ATL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,52.0,2.736842105263158,0.0,69.0,3.631578947368421,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,W (+9),W (+9)
13.0,,2022-11-12,22-146,ATL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,39.0,2.0526315789473686,0.0,65.8,3.4631578947368418,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,L (-12),L (-12)
14.0,6.0,2022-11-14,22-148,ATL,MIL,0,0.8666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,0.0,67.0,3.526315789473684,0.0,89.29999999999998,4.699999999999999,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,W (+15),W (+15)
15.0,7.0,2022-11-16,22-150,ATL,BOS,0,5.366666666666666,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+4,0.0,0.0,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,2.0,53.0,2.789473684210526,2.7,70.5,3.710526315789474,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,L (-25),L (-25)
16.0,,2022-11-19,22-153,ATL,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,79.0,4.157894736842105,0.0,95.0,5.0,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,W (+2),W (+2)
17.0,8.0,2022-11-21,22-155,ATL,CLE,0,1.1333333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+3,0.0,0.0,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,-1.0,58.0,3.0526315789473686,-0.7,72.2,3.8,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,L (-12),L (-12)
18.0,,2022-11-23,22-157,ATL,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,87.0,4.578947368421052,0.0,104.9,5.521052631578947,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,W (+9),W (+9)
19.0,,2022-11-25,22-159,ATL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,53.0,2.789473684210526,0.0,82.5,4.342105263157895,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,L (-6),L (-6)
20.0,,2022-11-27,22-161,ATL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,54.0,2.8421052631578947,0.0,68.2,3.5894736842105264,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,L (-8),L (-8)
21.0,,2022-11-28,22-162,ATL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,,63.0,3.3157894736842106,0.0,66.29999999999998,3.4894736842105254,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,,
22.0,9.0,2022-11-30,22-164,ATL,ORL,0,18.08333333333333,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,-2.0,-3,0.0,0.0,,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,0.0,108.0,5.684210526315789,-2.0,129.0,6.789473684210527,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,L (-3),L (-3)
23.0,10.0,2022-12-02,22-166,ATL,DEN,0,15.333333333333334,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,3.8,+8,1.0,1.0,1.0,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,5.0,84.0,4.421052631578948,3.799999999999999,102.70000000000002,5.405263157894738,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,W (+17),W (+17)
24.0,11.0,2022-12-05,22-169,ATL,OKC,0,10.983333333333333,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1,1.0,0.0,0.0,27,28,17,24,21,25,2,21,26,8,22,14,29,23,16,15,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,0.4285714285714285,0.3888888888888889,0.3148148148148148,0.3692307692307692,0.3134328358208955,0.3378378378378378,,1.0,0.5833333333333334,0.3714285714285714,0.8,0.3098591549295774,0.3043478260869565,0.3625,0.3150684931506849,0.6956521739130435,0.9375,9,3,4,39.0,54.0,77.0,0.1168831168831168,0.0769230769230769,0.074074074074074,19,-1.0,67.0,3.526315789473684,-0.7000000000000002,86.49999999999999,4.552631578947367,7.7,0.1,-3.6,-4.2,0.6,0.003707136,0.475,0.568,0.054,-0.1,0.0,W (+8),W (+8)
