Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Eric Gordon,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Mfiondu Kabengele,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Shared Games with John Wall,Shared Games with Aaron Holiday,Shared Games with Saddiq Bey,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Saddiq Bey,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,co_inf with Aaron Holiday,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Saddiq Bey,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,25-360,HOU,ATL,0,14.05,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8,+3,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,0.0,103.0,3.121212121212121,-0.7999999999999999,116.0,3.515151515151515,0.0235656865983922,L (-10),L (-10)
2.0,2.0,2022-10-21,25-362,HOU,MEM,0,12.833333333333334,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.9,+5,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,2.0,86.0,2.606060606060606,1.9,94.20000000000002,2.854545454545455,0.0235656865983922,L (-7),L (-7)
3.0,3.0,2022-10-22,25-363,HOU,MIL,0,12.566666666666666,0.0,1.0,.000,0.0,1.0,.000,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.1,-13,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,-2.0,72.0,2.1818181818181817,-1.5,92.20000000000002,2.7939393939393944,0.0235656865983922,L (-20),L (-20)
4.0,4.0,2022-10-24,26-000,HOU,UTA,0,11.533333333333331,1.0,5.0,.200,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.4,+10,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,1.0,75.0,2.272727272727273,0.4000000000000001,91.9,2.784848484848485,0.0235656865983922,W (+6),W (+6)
5.0,5.0,2022-10-26,26-002,HOU,UTA,0,16.116666666666667,3.0,5.0,.600,3.0,5.0,.600,2,2.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,9.2,0,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,6.0,104.0,3.1515151515151514,8.399999999999999,124.99999999999996,3.7878787878787854,0.0235656865983922,L (-8),L (-8)
6.0,6.0,2022-10-28,26-004,HOU,POR,0,13.733333333333333,0.0,2.0,.000,0.0,2.0,.000,3,3.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.9,-4,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,1.0,55.0,1.6666666666666667,1.6999999999999993,70.60000000000001,2.13939393939394,0.0235656865983922,L (-14),L (-14)
7.0,7.0,2022-10-30,26-006,HOU,PHO,0,16.9,2.0,7.0,.286,2.0,7.0,.286,2,2.0,1.000,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,8.0,3.0,-8,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,0.0,57.0,1.7272727272727273,2.200000000000002,71.4,2.163636363636364,0.0235656865983922,L (-15),L (-15)
8.0,8.0,2022-10-31,26-007,HOU,LAC,0,15.133333333333333,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,2.2,-2,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,3.0,79.0,2.393939393939394,2.2,94.29999999999998,2.857575757575757,0.0235656865983922,L (-2),L (-2)
9.0,9.0,2022-11-02,26-009,HOU,LAC,0,6.966666666666667,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.6,+3,0.0,0.0,,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,0.0,84.0,2.5454545454545454,0.6000000000000001,104.8,3.175757575757576,0.0235656865983922,L (-8),L (-8)
10.0,10.0,2022-11-05,26-012,HOU,MIN,0,18.23333333333333,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,5.3,+7,1.0,0.0,0.0,40,12,32,32,38,42,15,41,31,45,33,45,1,15,39,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,,7,8,9,8,7,16,5,8,19,2,9,8,2,1,4,15,6,9,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0972222222222222,0.1481481481481481,0.1384615384615384,0.1194029850746268,0.0945945945945946,0.0714285714285714,0.0,0.1126760563380281,0.1125,0.1095890410958904,0.0869565217391304,0.0625,0.1379310344827586,0.0952380952380952,,0.0,0.1168831168831168,33,3.0,80.0,2.4242424242424243,5.3,95.1,2.881818181818182,0.0235656865983922,L (-12),L (-12)
