Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Derrick Favors,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci
36,36,,2022-12-30,33-269,ATL,,LAL,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
37,37,27,2023-01-02,33-272,ATL,@,GSW,L (-2),0,4.85,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,1,0,0,0,1,0,-0.1,-10,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
38,38,,2023-01-04,33-274,ATL,@,SAC,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
39,39,,2023-01-06,33-276,ATL,@,LAL,L (-16),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
40,40,,2023-01-08,33-278,ATL,@,LAC,W (+4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
42,41,,2023-01-11,33-281,ATL,,MIL,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
43,42,,2023-01-13,33-283,ATL,@,IND,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
44,43,,2023-01-14,33-284,ATL,@,TOR,W (+11),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
45,44,,2023-01-16,33-286,ATL,,MIA,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
46,45,,2023-01-18,33-288,ATL,@,DAL,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
47,46,,2023-01-20,33-290,ATL,,NYK,W (+15),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
48,47,,2023-01-21,33-291,ATL,,CHO,L (-4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
49,48,,2023-01-23,33-293,ATL,@,CHI,L (-11),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
50,49,,2023-01-25,33-295,ATL,@,OKC,W (+5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
51,50,,2023-01-28,33-298,ATL,,LAC,L (-7),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
52,51,,2023-01-30,33-300,ATL,@,POR,L (-4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
53,52,28,2023-02-01,33-302,ATL,@,PHO,W (+32),0,5.683333333333334,2.0,3.0,.667,1.0,2.0,.500,0,0,,0,0,0,1,0,0,0,1,5,4.0,-9,1.0,1.0,1.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
54,53,,2023-02-03,33-304,ATL,@,UTA,W (+7),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
55,54,,2023-02-04,33-305,ATL,@,DEN,L (-20),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
56,55,,2023-02-07,33-308,ATL,@,NOP,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
57,56,,2023-02-09,33-310,ATL,,PHO,W (+9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
58,57,,2023-02-10,33-311,HOU,@,MIA,L (-2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
59,58,,2023-02-13,33-314,HOU,@,PHI,L (-19),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
60,59,,2023-02-15,33-316,DAL,@,DEN,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
61,60,29,2023-02-23,33-324,DAL,,SAS,W (+26),0,21.333333333333332,5.0,7.0,.714,5.0,6.0,.833,0,0,,0,2,2,0,2,0,0,2,15,13.9,+20,1.0,0.0,0.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
63,61,30,2023-02-26,33-327,DAL,,LAL,L (-3),1,28.4,2.0,5.0,.400,2.0,5.0,.400,0,0,,0,0,0,2,0,3,0,3,6,5.6,-5,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
64,62,31,2023-02-28,33-329,DAL,,IND,L (-2),1,14.8,0.0,3.0,.000,0.0,2.0,.000,0,2,.000,1,2,3,1,2,0,2,0,0,-0.9,+1,1.0,0.0,0.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
65,63,32,2023-03-02,33-331,DAL,,PHI,W (+7),0,11.416666666666666,0.0,2.0,.000,0.0,2.0,.000,0,0,,0,1,1,0,0,0,0,3,0,-2.3,-16,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
66,64,33,2023-03-05,33-334,DAL,,PHO,L (-4),0,13.383333333333333,2.0,2.0,1.000,1.0,1.0,1.000,0,0,,0,2,2,1,2,0,0,2,5,6.9,-3,1.0,1.0,1.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
67,65,34,2023-03-07,33-336,DAL,,UTA,W (+4),0,30.583333333333332,4.0,9.0,.444,3.0,7.0,.429,0,0,,0,2,2,2,2,3,2,4,11,8.8,-2,2.0,1.0,0.5,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
68,66,35,2023-03-08,33-337,DAL,@,NOP,L (-7),0,16.266666666666666,0.0,5.0,.000,0.0,5.0,.000,0,0,,0,3,3,1,0,0,1,2,0,-3.7,-30,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
69,67,36,2023-03-11,33-340,DAL,@,MEM,L (-4),0,13.083333333333334,1.0,4.0,.250,1.0,3.0,.333,0,0,,0,1,1,1,0,0,0,1,3,1.2,-2,1.0,0.0,0.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
70,68,37,2023-03-13,33-342,DAL,,MEM,L (-16),0,16.583333333333332,4.0,7.0,.571,1.0,3.0,.333,0,0,,0,2,2,2,1,0,1,1,9,7.3,-5,4.0,3.0,0.75,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
71,69,38,2023-03-15,33-344,DAL,@,SAS,W (+9),0,12.416666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,0,0,0,1,0,0,-1.4,-12,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
