Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Bogdan Bogdanović,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,,2022-12-12,30-116,ATL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,32.0,1.6,0.0,58.8,2.94,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+1),W (+1)
29.0,6.0,2022-12-14,30-118,ATL,ORL,0.0,31.08333333333333,6.0,14.0,0.429,3.0,9.0,0.333,2.0,2.0,1.0,1.0,4.0,5.0,3.0,0.0,0.0,2.0,3.0,17.0,10.4,-9.0,5.0,3.0,0.6,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,71.0,3.55,9.599999999999998,101.6,5.08,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-25),L (-25)
30.0,7.0,2022-12-16,30-120,ATL,CHO,1.0,29.33333333333333,9.0,14.0,0.643,7.0,10.0,0.7,3.0,5.0,0.6,0.0,9.0,9.0,0.0,1.0,0.0,4.0,0.0,28.0,20.7,22.0,4.0,2.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,47.0,2.35,19.500000000000007,83.20000000000002,4.160000000000001,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-11),L (-11)
31.0,8.0,2022-12-19,30-123,ATL,ORL,1.0,34.53333333333333,4.0,12.0,0.333,2.0,8.0,0.25,0.0,0.0,,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,7.2,-15.0,4.0,2.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,79.0,3.95,7.200000000000001,106.2,5.3100000000000005,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+19),W (+19)
32.0,9.0,2022-12-21,30-125,ATL,CHI,0.0,29.933333333333334,4.0,12.0,0.333,3.0,6.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,13.0,8.1,1.0,6.0,1.0,0.1666666666666666,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,68.0,3.4,7.299999999999999,85.4,4.2700000000000005,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+1),W (+1)
33.0,10.0,2022-12-23,30-127,ATL,DET,0.0,33.916666666666664,7.0,18.0,0.389,3.0,11.0,0.273,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,19.0,11.8,18.0,7.0,4.0,0.5714285714285714,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,101.0,5.05,10.999999999999998,116.6,5.83,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-2),L (-2)
34.0,11.0,2022-12-27,30-131,ATL,IND,1.0,32.416666666666664,7.0,12.0,0.583,3.0,5.0,0.6,1.0,2.0,0.5,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,18.0,15.6,-19.0,7.0,4.0,0.5714285714285714,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,57.0,2.85,15.2,89.59999999999998,4.479999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+25),W (+25)
35.0,12.0,2022-12-28,30-132,ATL,BRK,0.0,28.5,5.0,11.0,0.455,3.0,4.0,0.75,1.0,2.0,0.5,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,14.0,11.2,4.0,7.0,2.0,0.2857142857142857,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,60.0,3.0,10.800000000000002,87.59999999999998,4.379999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-15),L (-15)
36.0,13.0,2022-12-30,30-134,ATL,LAL,0.0,33.53333333333333,7.0,19.0,0.368,3.0,12.0,0.25,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,17.0,10.1,-14.0,7.0,4.0,0.5714285714285714,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,65.0,3.25,10.1,91.0,4.55,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-1),L (-1)
37.0,14.0,2023-01-02,30-137,ATL,GSW,0.0,43.25,9.0,16.0,0.563,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,21.0,16.3,6.0,10.0,6.0,0.6,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,97.0,4.85,16.3,130.60000000000002,6.530000000000001,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-9),L (-9)
38.0,15.0,2023-01-04,30-139,ATL,SAC,0.0,32.083333333333336,7.0,13.0,0.538,3.0,7.0,0.429,0.0,0.0,,2.0,6.0,8.0,3.0,1.0,0.0,0.0,2.0,17.0,16.2,-1.0,6.0,4.0,0.6666666666666666,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,68.0,3.4,16.2,101.8,5.09,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-2),L (-2)
39.0,16.0,2023-01-06,30-141,ATL,LAL,0.0,29.03333333333333,3.0,7.0,0.429,0.0,3.0,0.0,4.0,4.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,10.0,7.1,-24.0,4.0,3.0,0.75,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,60.0,3.0,5.500000000000001,88.3,4.415,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+3),W (+3)
40.0,17.0,2023-01-08,30-143,ATL,LAC,0.0,25.95,2.0,13.0,0.154,0.0,7.0,0.0,0.0,0.0,,0.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0,5.0,6.0,2.0,0.3333333333333333,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,73.0,3.65,4.440892098500626e-16,88.80000000000001,4.44,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-16),L (-16)
41.0,18.0,2023-01-11,30-146,ATL,MIL,0.0,39.56666666666667,9.0,18.0,0.5,3.0,8.0,0.375,1.0,2.0,0.5,0.0,3.0,3.0,5.0,2.0,0.0,2.0,2.0,22.0,16.2,7.0,10.0,6.0,0.6,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,66.0,3.3,15.799999999999995,91.29999999999998,4.565,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+4),W (+4)
42.0,19.0,2023-01-13,30-148,ATL,IND,0.0,26.716666666666665,2.0,9.0,0.222,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,-1.0,-12.0,5.0,2.0,0.4,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,87.0,4.35,-1.0000000000000002,97.9,4.8950000000000005,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,,
43.0,,2023-01-14,30-149,ATL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,70.0,3.5,0.0,82.5,4.125,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-9),L (-9)
44.0,20.0,2023-01-16,30-151,ATL,MIA,0.0,30.883333333333333,2.0,11.0,0.182,2.0,5.0,0.4,2.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,8.0,6.5,10.0,6.0,0.0,0.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,79.0,3.95,5.700000000000002,106.29999999999998,5.315,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+2),W (+2)
45.0,21.0,2023-01-18,30-153,ATL,DAL,0.0,32.6,5.0,13.0,0.385,2.0,8.0,0.25,0.0,0.0,,1.0,2.0,3.0,5.0,1.0,0.0,1.0,3.0,12.0,8.5,6.0,5.0,3.0,0.6,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,90.0,4.5,8.499999999999996,123.5,6.175,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+11),W (+11)
46.0,22.0,2023-01-20,30-155,ATL,NYK,0.0,23.95,6.0,12.0,0.5,2.0,8.0,0.25,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,14.0,9.6,8.0,4.0,4.0,1.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,96.0,4.8,9.599999999999998,133.89999999999998,6.694999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+8),W (+8)
47.0,,2023-01-21,30-156,ATL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,89.0,4.45,0.0,106.8,5.34,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+8),W (+8)
48.0,23.0,2023-01-23,30-158,ATL,CHI,1.0,32.71666666666667,4.0,12.0,0.333,3.0,8.0,0.375,0.0,0.0,,1.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,11.0,5.5,-20.0,4.0,1.0,0.25,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,68.0,3.4,5.499999999999999,87.2,4.36,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+15),W (+15)
49.0,24.0,2023-01-25,30-160,ATL,OKC,1.0,34.36666666666667,7.0,11.0,0.636,4.0,7.0,0.571,2.0,4.0,0.5,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,20.0,18.6,0.0,4.0,3.0,0.75,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,84.0,4.2,17.799999999999997,123.9,6.195,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-4),L (-4)
50.0,25.0,2023-01-28,30-163,ATL,LAC,0.0,24.016666666666666,4.0,8.0,0.5,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,9.0,6.7,-1.0,4.0,3.0,0.75,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,93.0,4.65,6.699999999999999,121.3,6.065,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-11),L (-11)
51.0,26.0,2023-01-30,30-165,ATL,POR,0.0,32.13333333333333,7.0,16.0,0.438,4.0,10.0,0.4,5.0,7.0,0.714,0.0,4.0,4.0,7.0,1.0,0.0,1.0,2.0,23.0,19.1,-2.0,6.0,3.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,77.0,3.85,17.099999999999998,107.6,5.38,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+5),W (+5)
52.0,27.0,2023-02-01,30-167,ATL,PHO,0.0,24.766666666666666,6.0,10.0,0.6,4.0,7.0,0.571,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,18.0,12.9,21.0,3.0,2.0,0.6666666666666666,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,103.0,5.15,12.1,114.6,5.73,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-7),L (-7)
53.0,28.0,2023-02-03,30-169,ATL,UTA,0.0,25.416666666666668,3.0,9.0,0.333,2.0,6.0,0.333,0.0,0.0,,1.0,5.0,6.0,6.0,0.0,1.0,2.0,1.0,8.0,7.6,8.0,3.0,1.0,0.3333333333333333,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,94.0,4.7,7.599999999999996,119.1,5.955,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-4),L (-4)
54.0,29.0,2023-02-04,30-170,ATL,DEN,0.0,30.28333333333333,4.0,10.0,0.4,0.0,2.0,0.0,0.0,0.0,,1.0,4.0,5.0,3.0,3.0,1.0,2.0,5.0,8.0,6.3,-17.0,8.0,4.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,78.0,3.9,6.299999999999997,105.29999999999998,5.264999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+32),W (+32)
