Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Jalen Johnson,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,20-305,ATL,HOU,0,14.35,1.0,1.0,1.000,0.0,0.0,,3,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,2.8,-1,1.0,1.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,0.0,103.0,5.15,1.5999999999999996,115.2,5.76,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+10),W (+10)
2.0,2.0,2022-10-21,20-307,ATL,ORL,0,11.766666666666667,1.0,4.0,.250,0.0,2.0,.000,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.9,-16,2.0,1.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,-1.0,88.0,4.4,1.1000000000000003,96.1,4.805,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+10),W (+10)
3.0,3.0,2022-10-23,20-309,ATL,CHO,0,9.516666666666667,1.0,2.0,.500,0.0,1.0,.000,1,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.6,-6,1.0,1.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,0.0,70.0,3.5,1.1999999999999993,90.7,4.535,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-17),L (-17)
4.0,4.0,2022-10-26,20-312,ATL,DET,0,12.1,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,3.1,0,2.0,1.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,4.0,76.0,3.8,3.1,92.3,4.615,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+5),W (+5)
5.0,5.0,2022-10-28,20-314,ATL,DET,0,21.15,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,7.0,7.9,+15,4.0,2.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,10.0,110.0,5.5,7.899999999999999,133.39999999999998,6.669999999999999,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+24),W (+24)
6.0,6.0,2022-10-29,20-315,ATL,MIL,0,16.583333333333332,2.0,7.0,.286,0.0,4.0,.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,1.3,-3,3.0,2.0,0.6666666666666666,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,2.0,56.0,2.8,1.2999999999999994,72.30000000000001,3.6150000000000007,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-8),L (-8)
7.0,7.0,2022-10-31,20-317,ATL,TOR,0,10.666666666666666,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,4.4,+3,3.0,2.0,0.6666666666666666,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,57.0,2.85,4.0,73.60000000000001,3.6800000000000006,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-30),L (-30)
8.0,8.0,2022-11-02,20-319,ATL,NYK,0,11.883333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5,-5,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,4.0,82.0,4.1,1.4999999999999996,96.5,4.825,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+13),W (+13)
9.0,9.0,2022-11-05,20-322,ATL,NOP,0,14.816666666666666,5.0,7.0,.714,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,11.0,11.0,+4,4.0,4.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,10.0,84.0,4.2,11.0,105.4,5.2700000000000005,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+3),W (+3)
10.0,10.0,2022-11-07,20-324,ATL,MIL,0,21.95,2.0,5.0,.400,0.0,1.0,.000,1,2.0,.500,1.0,7.0,8.0,2.0,2.0,1.0,0.0,2.0,5.0,8.0,+15,4.0,2.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,11.0,83.0,4.15,7.599999999999999,100.4,5.0200000000000005,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+19),W (+19)
11.0,11.0,2022-11-09,20-326,ATL,UTA,0,19.5,0.0,5.0,.000,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,-22,4.0,0.0,0.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,3.0,85.0,4.25,-2.220446049250313e-16,106.09999999999998,5.304999999999999,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-6),L (-6)
12.0,12.0,2022-11-10,20-327,ATL,PHI,0,6.316666666666666,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.3,+8,2.0,1.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,2.0,52.0,2.6,2.3,69.0,3.45,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+9),W (+9)
13.0,13.0,2022-11-12,20-329,ATL,PHI,0,11.033333333333331,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,1.3,+3,2.0,2.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,1.0,39.0,1.95,1.2999999999999998,65.8,3.29,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-12),L (-12)
14.0,14.0,2022-11-14,20-331,ATL,MIL,0,14.533333333333331,2.0,2.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,4.5,+2,2.0,2.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,67.0,3.35,4.099999999999999,89.29999999999997,4.464999999999998,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+15),W (+15)
