Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Jalen Johnson,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,24.0,2022-12-09,20-356,ATL,BRK,1,32.75,1.0,8.0,.125,0.0,5.0,.000,0,0.0,,1.0,6.0,7.0,2.0,0.0,1.0,1.0,4.0,2.0,-1.2,-8,3.0,1.0,0.3333333333333333,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,3.0,65.0,3.25,-1.2000000000000006,102.8,5.14,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-24),L (-24)
27.0,25.0,2022-12-11,20-358,ATL,CHI,0,15.45,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,-0.1,-8,2.0,0.0,0.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,2.0,80.0,4.0,-0.4999999999999998,111.8,5.59,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-4),L (-4)
28.0,26.0,2022-12-12,20-359,ATL,MEM,1,28.8,4.0,9.0,.444,2.0,5.0,.400,4,5.0,.800,3.0,6.0,9.0,3.0,1.0,0.0,4.0,1.0,14.0,11.5,-24,4.0,2.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,9.0,32.0,1.6,9.9,58.79999999999999,2.9399999999999995,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+1),W (+1)
29.0,27.0,2022-12-14,20-361,ATL,ORL,1,18.78333333333333,4.0,9.0,.444,1.0,5.0,.200,0,0.0,,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,9.0,6.0,-3,4.0,3.0,0.75,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,4.0,71.0,3.55,5.999999999999998,101.6,5.08,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-25),L (-25)
30.0,28.0,2022-12-16,20-363,ATL,CHO,0,21.066666666666663,2.0,5.0,.400,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,4.0,4.6,+9,5.0,2.0,0.4,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,6.0,47.0,2.35,4.6,83.2,4.16,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-11),L (-11)
31.0,29.0,2022-12-19,21-001,ATL,ORL,0,12.433333333333334,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.8,+1,2.0,0.0,0.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,4.0,79.0,3.95,0.8,106.2,5.3100000000000005,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+19),W (+19)
32.0,30.0,2022-12-21,21-003,ATL,CHI,0,4.05,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,-9,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,-1.0,68.0,3.4,-1.4,85.4,4.2700000000000005,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+1),W (+1)
33.0,31.0,2022-12-23,21-005,ATL,DET,0,2.6166666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,0,1.0,1.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,1.0,101.0,5.05,1.2999999999999998,116.59999999999998,5.829999999999999,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-2),L (-2)
34.0,32.0,2022-12-27,21-009,ATL,IND,0,21.466666666666665,1.0,3.0,.333,0.0,1.0,.000,6,8.0,.750,1.0,7.0,8.0,5.0,1.0,0.0,0.0,3.0,8.0,11.6,+2,2.0,1.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,11.0,57.0,2.85,9.2,89.59999999999998,4.479999999999999,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+25),W (+25)
35.0,33.0,2022-12-28,21-010,ATL,BRK,0,25.166666666666668,6.0,12.0,.500,1.0,3.0,.333,1,1.0,1.000,1.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,14.0,9.1,-10,9.0,5.0,0.5555555555555556,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,7.0,60.0,3.0,8.699999999999998,87.6,4.38,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-15),L (-15)
36.0,34.0,2022-12-30,21-012,ATL,LAL,0,24.3,5.0,9.0,.556,1.0,4.0,.250,4,6.0,.667,4.0,3.0,7.0,0.0,2.0,1.0,0.0,0.0,15.0,16.3,-11,5.0,4.0,0.8,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,10.0,65.0,3.25,14.699999999999998,91.0,4.55,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-1),L (-1)
37.0,35.0,2023-01-02,21-015,ATL,GSW,0,0.45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,0.0,97.0,4.85,0.0,130.60000000000002,6.530000000000001,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-9),L (-9)
38.0,36.0,2023-01-04,21-017,ATL,SAC,0,4.35,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.7,+3,1.0,1.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,3.0,68.0,3.4,2.7,101.8,5.09,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-2),L (-2)
39.0,37.0,2023-01-06,21-019,ATL,LAL,0,5.4,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,3.2,+1,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,60.0,3.0,3.2,88.30000000000001,4.415000000000001,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+3),W (+3)
40.0,38.0,2023-01-08,21-021,ATL,LAC,0,15.333333333333334,5.0,6.0,.833,2.0,3.0,.667,1,2.0,.500,0.0,4.0,4.0,0.0,2.0,1.0,1.0,1.0,13.0,12.9,-1,3.0,3.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,11.0,73.0,3.65,12.499999999999998,88.80000000000001,4.44,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-16),L (-16)
41.0,39.0,2023-01-11,21-024,ATL,MIL,0,14.716666666666669,3.0,5.0,.600,1.0,2.0,.500,5,5.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,12.0,10.9,+3,3.0,2.0,0.6666666666666666,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,6.0,66.0,3.3,8.899999999999999,91.29999999999995,4.564999999999998,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+4),W (+4)
42.0,40.0,2023-01-13,21-026,ATL,IND,0,14.2,3.0,3.0,1.000,1.0,1.0,1.000,0,2.0,.000,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,7.0,6.8,-9,2.0,2.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,8.0,87.0,4.35,6.799999999999995,97.89999999999998,4.894999999999999,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,,
43.0,41.0,2023-01-14,21-027,ATL,TOR,0,18.616666666666667,3.0,6.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,9.0,7.9,-4,4.0,2.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,6.0,70.0,3.5,7.1,82.49999999999999,4.124999999999999,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-9),L (-9)
44.0,,2023-01-16,21-029,ATL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,,79.0,3.95,0.0,106.29999999999998,5.315,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+2),W (+2)
45.0,42.0,2023-01-18,21-031,ATL,DAL,0,5.533333333333333,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.7,+2,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,90.0,4.5,4.699999999999999,123.5,6.175,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+11),W (+11)
46.0,43.0,2023-01-20,21-033,ATL,NYK,0,5.416666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,-7,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,3.0,96.0,4.8,3.3999999999999995,133.9,6.695,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+8),W (+8)
47.0,44.0,2023-01-21,21-034,ATL,CHO,0,8.55,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,+3,2.0,0.0,0.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,3.0,89.0,4.45,0.5000000000000003,106.8,5.34,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+8),W (+8)
48.0,45.0,2023-01-23,21-036,ATL,CHI,0,15.05,1.0,4.0,.250,0.0,1.0,.000,1,4.0,.250,1.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.4,-13,3.0,1.0,0.3333333333333333,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,1.0,68.0,3.4,-4.440892098500626e-16,87.20000000000002,4.360000000000001,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+15),W (+15)
49.0,46.0,2023-01-25,21-038,ATL,OKC,0,17.2,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,0.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,6.0,7.4,+13,3.0,2.0,0.6666666666666666,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,10.0,84.0,4.2,6.599999999999999,123.9,6.195,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-4),L (-4)
50.0,47.0,2023-01-28,21-041,ATL,LAC,0,7.45,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.3,+1,1.0,1.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,0.0,93.0,4.65,0.2999999999999998,121.3,6.065,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-11),L (-11)
51.0,,2023-01-30,21-043,ATL,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,,77.0,3.85,0.0,107.6,5.38,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,W (+5),W (+5)
52.0,48.0,2023-02-01,21-045,ATL,PHO,0,16.5,2.0,4.0,.500,2.0,3.0,.667,0,0.0,,0.0,11.0,11.0,1.0,0.0,0.0,1.0,1.0,6.0,6.6,+20,1.0,0.0,0.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,13.0,103.0,5.15,6.599999999999999,114.6,5.73,14.1,2.1,0.3,-1.2,1.5,0.040675523,0.554,0.323,0.242,0.6,0.8,L (-7),L (-7)
