Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Donovan Williams,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,co_inf with Saddiq Bey,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
21.0,,2023-03-17,21-192,ATL,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,66.29999999999998,3.899999999999999,0.000411904,,
22.0,,2023-03-19,21-194,ATL,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,108.0,6.352941176470588,0.0,127.0,7.470588235294118,0.000411904,W (+8),W (+8)
23.0,,2023-03-21,21-196,ATL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,89.0,5.235294117647059,0.0,106.5,6.264705882352941,0.000411904,L (-8),L (-8)
24.0,,2023-03-22,21-197,ATL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,85.79999999999998,5.047058823529411,0.000411904,W (+22),W (+22)
25.0,,2023-03-25,21-200,ATL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,46.0,2.7058823529411766,0.0,64.0,3.764705882352941,0.000411904,L (-1),L (-1)
26.0,,2023-03-26,21-201,ATL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,65.0,3.823529411764706,0.0,102.8,6.047058823529412,0.000411904,W (+13),W (+13)
27.0,,2023-03-28,21-203,ATL,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,80.0,4.705882352941177,0.0,111.8,6.576470588235294,0.000411904,L (-4),L (-4)
28.0,,2023-03-31,21-206,ATL,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,32.0,1.8823529411764703,0.0,58.8,3.4588235294117644,0.000411904,W (+2),W (+2)
29.0,,2023-04-02,21-208,ATL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,71.0,4.176470588235294,0.0,101.60000000000002,5.976470588235295,0.000411904,L (-17),L (-17)
30.0,1.0,2023-04-04,21-210,ATL,CHI,0,1.6833333333333331,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0,0.0,0.0,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,0.0,47.0,2.764705882352941,-0.3999999999999999,83.2,4.894117647058824,0.000411904,W (+2),W (+2)
31.0,,2023-04-05,21-211,ATL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,79.0,4.647058823529412,0.0,106.2,6.247058823529412,0.000411904,W (+18),W (+18)
32.0,,2023-04-07,21-213,ATL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,,68.0,4.0,0.0,85.4,5.023529411764706,0.000411904,W (+18),W (+18)
33.0,2.0,2023-04-09,21-215,ATL,BOS,0,2.5666666666666664,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.3,+6,3.0,2.0,0.6666666666666666,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,63.0,72.0,54.0,65.0,67.0,74.0,,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.0317460317460317,0.0277777777777777,0.037037037037037,0.0153846153846153,0.0298507462686567,0.0135135135135135,,0.0555555555555555,0.0285714285714285,0.1,0.0140845070422535,0.0217391304347826,0.025,0.0273972602739726,0.0434782608695652,0.125,0.0689655172413793,2,39.0,54.0,77.0,0.0,0.0,0.0,17,1.0,101.0,5.941176470588236,2.3,116.59999999999998,6.858823529411763,0.000411904,L (-5),L (-5)
