Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,7.0,2022-11-28,24-169,ATL,PHI,0,15.1,2.0,4.0,.500,0.0,0.0,,0,0.0,,1.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,4.0,4.3,+7,4.0,2.0,0.5,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,5.0,58.0,3.0526315789473686,4.3,61.99999999999999,3.2631578947368416,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,,
22.0,8.0,2022-11-30,24-171,ATL,ORL,0,15.216666666666669,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,3.6,+3,2.0,2.0,1.0,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,4.0,104.0,5.473684210526316,3.6000000000000005,123.4,6.494736842105263,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-3),L (-3)
23.0,,2022-12-02,24-173,ATL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,89.0,4.684210526315789,0.0,106.5,5.605263157894737,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+17),W (+17)
24.0,,2022-12-05,24-176,ATL,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,66.0,3.473684210526316,0.0,85.79999999999998,4.51578947368421,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+8),W (+8)
25.0,,2022-12-07,24-178,ATL,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,46.0,2.421052631578948,0.0,64.0,3.3684210526315788,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-7),L (-7)
26.0,9.0,2022-12-09,24-180,ATL,BRK,0,28.48333333333333,5.0,7.0,.714,0.0,0.0,,1,1.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,11.0,10.6,-6,7.0,5.0,0.7142857142857143,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,9.0,56.0,2.9473684210526314,10.2,92.6,4.873684210526315,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-24),L (-24)
27.0,10.0,2022-12-11,24-182,ATL,CHI,1,33.75,3.0,6.0,.500,0.0,0.0,,1,2.0,.500,2.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,7.0,7.3,0,6.0,3.0,0.5,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,6.0,74.0,3.8947368421052633,6.900000000000002,104.9,5.521052631578947,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-4),L (-4)
28.0,11.0,2022-12-12,24-183,ATL,MEM,1,29.433333333333334,2.0,9.0,.222,0.0,0.0,,0,0.0,,1.0,2.0,3.0,4.0,2.0,0.0,3.0,2.0,4.0,0.8,-27,9.0,2.0,0.2222222222222222,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,1.0,31.0,1.631578947368421,0.7999999999999989,58.0,3.0526315789473686,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+1),W (+1)
29.0,12.0,2022-12-14,24-185,ATL,ORL,0,13.75,2.0,6.0,.333,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,3.9,-11,4.0,2.0,0.5,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,5.0,66.0,3.473684210526316,3.9,97.70000000000002,5.142105263157895,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-25),L (-25)
30.0,13.0,2022-12-16,24-187,ATL,CHO,1,28.366666666666667,3.0,4.0,.750,0.0,0.0,,0,0.0,,0.0,5.0,5.0,5.0,0.0,0.0,1.0,3.0,6.0,7.2,+4,4.0,3.0,0.75,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,11.0,36.0,1.894736842105263,7.199999999999999,76.0,4.0,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-11),L (-11)
31.0,,2022-12-19,24-190,ATL,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,79.0,4.157894736842105,0.0,106.2,5.589473684210526,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+19),W (+19)
32.0,,2022-12-21,24-192,ATL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,68.0,3.5789473684210527,0.0,85.4,4.494736842105263,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+1),W (+1)
33.0,,2022-12-23,24-194,ATL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,101.0,5.315789473684211,0.0,116.59999999999998,6.136842105263157,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-2),L (-2)
34.0,14.0,2022-12-27,24-198,ATL,IND,0,4.5,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,+5,2.0,1.0,0.5,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,0.0,57.0,3.0,1.0,88.59999999999998,4.663157894736841,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+25),W (+25)
35.0,15.0,2022-12-28,24-199,ATL,BRK,0,10.316666666666666,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,-7,2.0,1.0,0.5,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,4.0,56.0,2.9473684210526314,3.0000000000000004,84.59999999999998,4.452631578947368,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-15),L (-15)
36.0,,2022-12-30,24-201,ATL,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,65.0,3.421052631578948,0.0,91.0,4.789473684210527,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-1),L (-1)
37.0,,2023-01-02,24-204,ATL,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,97.0,5.105263157894737,0.0,130.60000000000002,6.873684210526317,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-9),L (-9)
38.0,,2023-01-04,24-206,ATL,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,68.0,3.5789473684210527,0.0,101.8,5.3578947368421055,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-2),L (-2)
39.0,,2023-01-06,24-208,ATL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,60.0,3.1578947368421053,0.0,88.3,4.647368421052631,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+3),W (+3)
40.0,,2023-01-08,24-210,ATL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,73.0,3.842105263157895,0.0,88.80000000000001,4.673684210526316,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-16),L (-16)
41.0,,2023-01-11,24-213,ATL,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,66.0,3.473684210526316,0.0,91.29999999999998,4.805263157894736,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+4),W (+4)
42.0,,2023-01-13,24-215,ATL,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,87.0,4.578947368421052,0.0,97.9,5.152631578947369,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,,
43.0,,2023-01-14,24-216,ATL,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,70.0,3.684210526315789,0.0,82.5,4.342105263157895,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,L (-9),L (-9)
44.0,,2023-01-16,24-218,ATL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,79.0,4.157894736842105,0.0,106.29999999999998,5.594736842105262,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+2),W (+2)
45.0,,2023-01-18,24-220,ATL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,90.0,4.7368421052631575,0.0,123.5,6.5,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+11),W (+11)
46.0,,2023-01-20,24-222,ATL,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,96.0,5.052631578947368,0.0,133.9,7.047368421052632,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+8),W (+8)
47.0,,2023-01-21,24-223,ATL,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,23,12,17,17,16,1,12,19,6,17,15,23,16,11,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,16.0,29.0,0.3174603174603174,0.3194444444444444,0.2222222222222222,0.2615384615384615,0.2537313432835821,0.2162162162162162,,0.5,0.3333333333333333,0.2714285714285714,0.6,0.2394366197183098,0.3260869565217391,0.2875,0.2191780821917808,0.6875,0.5517241379310345,5,1,2,39.0,54.0,77.0,0.0649350649350649,0.0256410256410256,0.037037037037037,19,,89.0,4.684210526315789,0.0,106.8,5.621052631578947,6.1,-0.1,-5.1,-5.3,0.2,0.005354752,0.424,0.033,0.05,-0.2,-0.2,W (+8),W (+8)
