Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Jarrett Culver,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,23-262,ATL,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,85.0,5.0,0.0,106.09999999999998,6.241176470588234,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-6),L (-6)
12.0,,2022-11-10,23-263,ATL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,52.0,3.0588235294117645,0.0,69.0,4.0588235294117645,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+9),W (+9)
13.0,,2022-11-12,23-265,ATL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,39.0,2.294117647058824,0.0,65.8,3.8705882352941177,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-12),L (-12)
14.0,2.0,2022-11-14,23-267,ATL,MIL,0,0.8666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,0.0,67.0,3.941176470588236,0.0,89.29999999999998,5.252941176470587,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+15),W (+15)
15.0,,2022-11-16,23-269,ATL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,55.0,3.235294117647059,0.0,73.2,4.305882352941176,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-25),L (-25)
16.0,,2022-11-19,23-272,ATL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,79.0,4.647058823529412,0.0,95.0,5.588235294117647,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+2),W (+2)
17.0,,2022-11-21,23-274,ATL,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,57.0,3.3529411764705883,0.0,71.5,4.205882352941177,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-12),L (-12)
18.0,,2022-11-23,23-276,ATL,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,87.0,5.117647058823529,0.0,104.9,6.170588235294118,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+9),W (+9)
19.0,,2022-11-25,23-278,ATL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,53.0,3.117647058823529,0.0,82.5,4.852941176470588,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-6),L (-6)
20.0,,2022-11-27,23-280,ATL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,54.0,3.176470588235294,0.0,68.2,4.011764705882353,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-8),L (-8)
21.0,,2022-11-28,23-281,ATL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,66.29999999999998,3.899999999999999,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,,
22.0,3.0,2022-11-30,23-283,ATL,ORL,0,29.95,3.0,7.0,.429,0.0,2.0,.000,3,4.0,.750,3.0,9.0,12.0,0.0,2.0,1.0,2.0,1.0,9.0,10.0,+7,5.0,3.0,0.6,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,11.0,108.0,6.352941176470588,8.8,127.0,7.470588235294118,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-3),L (-3)
23.0,4.0,2022-12-02,23-285,ATL,DEN,1,32.9,4.0,9.0,.444,1.0,4.0,.250,1,2.0,.500,1.0,6.0,7.0,4.0,2.0,0.0,2.0,3.0,10.0,9.0,+15,5.0,3.0,0.6,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,10.0,89.0,5.235294117647059,8.599999999999998,106.5,6.264705882352941,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+17),W (+17)
24.0,5.0,2022-12-05,23-288,ATL,OKC,0,23.683333333333334,4.0,6.0,.667,0.0,1.0,.000,1,1.0,1.000,0.0,5.0,5.0,1.0,1.0,0.0,1.0,6.0,9.0,6.2,-15,5.0,4.0,0.8,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,8.0,66.0,3.882352941176471,5.799999999999999,85.79999999999998,5.047058823529411,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+8),W (+8)
25.0,6.0,2022-12-07,23-290,ATL,NYK,0,17.816666666666666,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,-10,3.0,1.0,0.3333333333333333,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,1.0,46.0,2.7058823529411766,0.4999999999999994,64.0,3.764705882352941,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-7),L (-7)
26.0,7.0,2022-12-09,23-292,ATL,BRK,0,9.85,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.2,+6,2.0,1.0,0.5,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,4.0,65.0,3.823529411764706,3.4,102.8,6.047058823529412,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-24),L (-24)
