Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Jarrett Culver,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,,2022-10-19,23-241,ATL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,103.0,6.0588235294117645,0.0,115.2,6.776470588235294,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+10),W (+10)
2.0,,2022-10-21,23-243,ATL,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,88.0,5.176470588235294,0.0,96.10000000000002,5.6529411764705895,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+10),W (+10)
3.0,,2022-10-23,23-245,ATL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,70.0,4.117647058823529,0.0,90.70000000000002,5.335294117647059,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-17),L (-17)
4.0,,2022-10-26,23-248,ATL,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,76.0,4.470588235294118,0.0,92.3,5.429411764705883,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+5),W (+5)
5.0,,2022-10-28,23-250,ATL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,110.0,6.470588235294118,0.0,133.39999999999998,7.84705882352941,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+24),W (+24)
6.0,,2022-10-29,23-251,ATL,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,56.0,3.294117647058824,0.0,72.30000000000001,4.252941176470589,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-8),L (-8)
7.0,,2022-10-31,23-253,ATL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,57.0,3.3529411764705883,0.0,73.60000000000001,4.329411764705883,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,L (-30),L (-30)
8.0,,2022-11-02,23-255,ATL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,82.0,4.823529411764706,0.0,96.5,5.676470588235294,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+13),W (+13)
9.0,,2022-11-05,23-258,ATL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,84.0,4.941176470588236,0.0,105.4,6.2,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+3),W (+3)
10.0,1.0,2022-11-07,23-260,ATL,MIL,0,2.533333333333333,0.0,1.0,.000,0.0,0.0,,1,2.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,-2,1.0,0.0,0.0,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,-1.0,83.0,4.882352941176471,0.1999999999999999,100.4,5.905882352941177,9.5,0.0,-4.2,-4.8,0.6,0.004530944,0.452,0.279,0.302,-0.1,-0.1,W (+19),W (+19)
