Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with De'Andre Hunter,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-09,25-007,ATL,BRK,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,65.0,3.25,0.0,102.8,5.14,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-24),L (-24)
27.0,22.0,2022-12-11,25-009,ATL,CHI,1,26.03333333333333,7.0,13.0,.538,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,16.0,9.8,+9,9.0,5.0,0.5555555555555556,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,7.0,80.0,4.0,9.799999999999995,111.8,5.59,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-4),L (-4)
28.0,23.0,2022-12-12,25-010,ATL,MEM,1,20.5,7.0,16.0,.438,2.0,5.0,.400,3,3.0,1.000,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,19.0,9.3,-20,11.0,5.0,0.4545454545454545,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,-1.0,32.0,1.6,8.100000000000001,58.79999999999999,2.9399999999999995,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+1),W (+1)
29.0,24.0,2022-12-14,25-012,ATL,ORL,1,37.78333333333333,6.0,14.0,.429,4.0,9.0,.444,9,10.0,.900,0.0,6.0,6.0,3.0,0.0,0.0,2.0,3.0,25.0,17.9,+5,5.0,2.0,0.4,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,8.0,71.0,3.55,14.3,101.6,5.08,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-25),L (-25)
30.0,25.0,2022-12-16,25-014,ATL,CHO,1,27.33333333333333,3.0,8.0,.375,0.0,3.0,.000,5,6.0,.833,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,11.0,6.4,+10,5.0,3.0,0.6,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,0.0,47.0,2.35,4.399999999999998,83.2,4.16,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-11),L (-11)
31.0,26.0,2022-12-19,25-017,ATL,ORL,1,35.75,6.0,11.0,.545,3.0,6.0,.500,1,2.0,.500,1.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,16.0,12.1,-2,5.0,3.0,0.6,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,9.0,79.0,3.95,11.699999999999996,106.2,5.3100000000000005,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+19),W (+19)
32.0,27.0,2022-12-21,25-019,ATL,CHI,1,37.766666666666666,4.0,10.0,.400,0.0,4.0,.000,2,2.0,1.000,2.0,7.0,9.0,2.0,0.0,2.0,0.0,3.0,10.0,9.7,+10,6.0,4.0,0.6666666666666666,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,11.0,68.0,3.4,8.899999999999999,85.4,4.2700000000000005,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+1),W (+1)
33.0,28.0,2022-12-23,25-021,ATL,DET,1,26.683333333333334,4.0,10.0,.400,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,0.0,4.0,9.0,5.2,+10,7.0,3.0,0.4285714285714285,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,6.0,101.0,5.05,5.199999999999999,116.6,5.83,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-2),L (-2)
34.0,,2022-12-27,25-025,ATL,IND,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,57.0,2.85,0.0,89.59999999999998,4.479999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+25),W (+25)
35.0,,2022-12-28,25-026,ATL,BRK,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,60.0,3.0,0.0,87.59999999999998,4.379999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-15),L (-15)
36.0,,2022-12-30,25-028,ATL,LAL,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,65.0,3.25,0.0,91.0,4.55,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-1),L (-1)
37.0,29.0,2023-01-02,25-031,ATL,GSW,1,38.1,6.0,13.0,.462,2.0,6.0,.333,3,4.0,.750,0.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,17.0,14.7,-3,7.0,4.0,0.5714285714285714,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,10.0,97.0,4.85,13.499999999999996,130.60000000000002,6.530000000000001,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-9),L (-9)
38.0,30.0,2023-01-04,25-033,ATL,SAC,1,35.733333333333334,9.0,17.0,.529,2.0,7.0,.286,2,3.0,.667,1.0,7.0,8.0,1.0,2.0,0.0,2.0,4.0,22.0,15.2,+2,10.0,7.0,0.7,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,11.0,68.0,3.4,14.400000000000002,101.79999999999998,5.089999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-2),L (-2)
39.0,31.0,2023-01-06,25-035,ATL,LAL,1,37.31666666666667,5.0,13.0,.385,2.0,5.0,.400,4,6.0,.667,1.0,7.0,8.0,0.0,0.0,0.0,1.0,4.0,16.0,8.3,-12,8.0,3.0,0.375,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,4.0,60.0,3.0,6.700000000000001,88.30000000000001,4.415000000000001,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+3),W (+3)
40.0,32.0,2023-01-08,25-037,ATL,LAC,1,35.233333333333334,8.0,13.0,.615,1.0,2.0,.500,3,3.0,1.000,2.0,2.0,4.0,2.0,2.0,0.0,0.0,3.0,20.0,18.3,-2,11.0,7.0,0.6363636363636364,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,12.0,73.0,3.65,17.1,88.80000000000001,4.44,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-16),L (-16)
41.0,33.0,2023-01-11,25-040,ATL,MIL,1,37.05,4.0,14.0,.286,1.0,4.0,.250,7,8.0,.875,2.0,7.0,9.0,2.0,0.0,0.0,3.0,3.0,16.0,8.1,-17,10.0,3.0,0.3,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,2.0,66.0,3.3,5.300000000000001,91.29999999999998,4.565,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+4),W (+4)
42.0,34.0,2023-01-13,25-042,ATL,IND,1,34.38333333333333,8.0,16.0,.500,6.0,9.0,.667,3,3.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,25.0,15.4,+8,7.0,2.0,0.2857142857142857,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,8.0,87.0,4.35,14.2,97.89999999999998,4.894999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,,
43.0,35.0,2023-01-14,25-043,ATL,TOR,1,36.55,4.0,10.0,.400,3.0,5.0,.600,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,11.0,4.5,+16,5.0,1.0,0.2,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,5.0,70.0,3.5,4.5,82.5,4.125,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-9),L (-9)
44.0,36.0,2023-01-16,25-045,ATL,MIA,1,33.4,6.0,10.0,.600,1.0,4.0,.250,2,2.0,1.000,0.0,4.0,4.0,4.0,0.0,0.0,1.0,3.0,15.0,12.2,0,6.0,5.0,0.8333333333333334,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,10.0,79.0,3.95,11.4,106.3,5.315,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+2),W (+2)
45.0,37.0,2023-01-18,25-047,ATL,DAL,1,25.216666666666665,4.0,9.0,.444,1.0,3.0,.333,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,11.0,4.3,+7,6.0,3.0,0.5,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,2.0,90.0,4.5,3.500000000000001,123.5,6.175,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+11),W (+11)
46.0,38.0,2023-01-20,25-049,ATL,NYK,1,30.866666666666667,7.0,11.0,.636,3.0,7.0,.429,3,4.0,.750,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,20.0,16.8,+5,4.0,4.0,1.0,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,11.0,96.0,4.8,15.599999999999998,133.89999999999998,6.694999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+8),W (+8)
47.0,39.0,2023-01-21,25-050,ATL,CHO,1,36.86666666666667,10.0,16.0,.625,2.0,5.0,.400,3,3.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,2.0,3.0,25.0,17.2,-7,11.0,8.0,0.7272727272727273,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,10.0,89.0,4.45,16.0,106.8,5.34,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+8),W (+8)
48.0,,2023-01-23,25-052,ATL,CHI,Did Not Dress,0.0,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,68.0,3.4,0.0,87.20000000000002,4.360000000000001,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+15),W (+15)
49.0,,2023-01-25,25-054,ATL,OKC,Did Not Dress,0.0,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,84.0,4.2,0.0,123.9,6.195,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-4),L (-4)
50.0,40.0,2023-01-28,25-057,ATL,LAC,1,36.73333333333333,4.0,13.0,.308,2.0,8.0,.250,4,4.0,1.000,0.0,7.0,7.0,1.0,2.0,0.0,0.0,2.0,14.0,10.5,-4,5.0,2.0,0.4,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,7.0,93.0,4.65,8.899999999999999,121.3,6.065,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-11),L (-11)
51.0,41.0,2023-01-30,25-059,ATL,POR,1,37.65,3.0,14.0,.214,0.0,4.0,.000,4,4.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,10.0,0.1,-4,10.0,3.0,0.3,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,-6.0,77.0,3.85,-1.5000000000000009,107.6,5.38,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+5),W (+5)
52.0,42.0,2023-02-01,25-061,ATL,PHO,1,25.216666666666665,6.0,9.0,.667,1.0,2.0,.500,2,2.0,1.000,1.0,4.0,5.0,1.0,1.0,0.0,0.0,2.0,15.0,13.9,+23,7.0,5.0,0.7142857142857143,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,11.0,103.0,5.15,13.099999999999994,114.6,5.73,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-7),L (-7)
