Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,20.0,2022-11-28,21-352,ATL,PHI,0.0,14.766666666666667,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.5,0.0,1.0,1.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,3.0,60.0,3.1578947368421053,0.5,65.79999999999998,3.4631578947368413,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,,
22.0,21.0,2022-11-30,21-354,ATL,ORL,0.0,17.183333333333334,5.0,7.0,0.714,0.0,0.0,,2.0,2.0,1.0,4.0,4.0,8.0,1.0,0.0,0.0,2.0,3.0,12.0,10.6,-2.0,7.0,5.0,0.7142857142857143,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,98.0,5.157894736842105,9.8,117.2,6.16842105263158,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-3),L (-3)
23.0,22.0,2022-12-02,21-356,ATL,DEN,0.0,17.466666666666665,5.0,6.0,0.833,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,10.0,9.9,10.0,6.0,5.0,0.8333333333333334,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,79.0,4.157894736842105,9.900000000000002,96.6,5.084210526315789,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+17),W (+17)
24.0,23.0,2022-12-05,21-359,ATL,OKC,0.0,17.6,4.0,6.0,0.667,0.0,0.0,,1.0,2.0,0.5,3.0,5.0,8.0,1.0,0.0,0.0,3.0,3.0,9.0,6.1,-5.0,6.0,4.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,7.0,59.0,3.1052631578947367,5.699999999999999,80.09999999999998,4.215789473684209,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+8),W (+8)
25.0,24.0,2022-12-07,21-361,ATL,NYK,0.0,24.35,2.0,5.0,0.4,0.0,1.0,0.0,6.0,8.0,0.75,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,10.0,8.0,-7.0,4.0,2.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,3.0,43.0,2.263157894736842,5.599999999999999,58.39999999999999,3.073684210526315,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-7),L (-7)
26.0,25.0,2022-12-09,21-363,ATL,BRK,0.0,19.133333333333333,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,3.0,4.0,7.0,0.0,1.0,0.0,1.0,3.0,6.0,6.5,3.0,4.0,3.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,56.0,2.9473684210526314,6.499999999999999,96.3,5.068421052631579,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-24),L (-24)
27.0,26.0,2022-12-11,22-000,ATL,CHI,0.0,21.933333333333334,6.0,8.0,0.75,0.0,0.0,,2.0,3.0,0.667,3.0,6.0,9.0,1.0,1.0,0.0,1.0,3.0,14.0,13.8,1.0,8.0,6.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,67.0,3.526315789473684,13.0,98.8,5.2,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-4),L (-4)
28.0,27.0,2022-12-12,22-001,ATL,MEM,1.0,28.466666666666665,2.0,8.0,0.25,0.0,0.0,,2.0,4.0,0.5,7.0,3.0,10.0,1.0,2.0,1.0,2.0,4.0,6.0,6.0,-19.0,8.0,2.0,0.25,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,26.0,1.368421052631579,5.199999999999999,53.6,2.821052631578948,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+1),W (+1)
29.0,28.0,2022-12-14,22-003,ATL,ORL,0.0,25.95,4.0,8.0,0.5,0.0,0.0,,7.0,8.0,0.875,5.0,6.0,11.0,0.0,1.0,0.0,1.0,3.0,15.0,14.7,-6.0,8.0,4.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,61.0,3.210526315789474,11.900000000000006,89.7,4.721052631578948,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-25),L (-25)
30.0,29.0,2022-12-16,22-005,ATL,CHO,1.0,22.683333333333334,2.0,2.0,1.0,0.0,0.0,,3.0,4.0,0.75,2.0,5.0,7.0,0.0,0.0,2.0,1.0,3.0,7.0,8.1,4.0,2.0,2.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,38.0,2.0,6.9,76.30000000000001,4.015789473684211,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-11),L (-11)
31.0,30.0,2022-12-19,22-008,ATL,ORL,0.0,27.8,5.0,7.0,0.714,0.0,0.0,,1.0,2.0,0.5,2.0,6.0,8.0,0.0,0.0,2.0,0.0,4.0,11.0,10.7,4.0,7.0,5.0,0.7142857142857143,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,12.0,67.0,3.526315789473684,10.3,95.9,5.047368421052632,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+19),W (+19)
32.0,31.0,2022-12-21,22-010,ATL,CHI,1.0,40.16666666666666,8.0,14.0,0.571,0.0,0.0,,2.0,2.0,1.0,5.0,6.0,11.0,1.0,0.0,5.0,1.0,3.0,18.0,18.7,11.0,14.0,8.0,0.5714285714285714,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,18.0,50.0,2.631578947368421,17.9,67.5,3.5526315789473686,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+1),W (+1)
33.0,32.0,2022-12-23,22-012,ATL,DET,0.0,20.73333333333333,4.0,5.0,0.8,0.0,0.0,,4.0,4.0,1.0,2.0,7.0,9.0,2.0,0.0,2.0,0.0,5.0,12.0,14.4,12.0,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,16.0,85.0,4.473684210526316,12.8,103.79999999999998,5.463157894736841,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-2),L (-2)
34.0,33.0,2022-12-27,22-016,ATL,IND,1.0,20.7,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,3.0,5.0,8.0,0.0,1.0,0.0,1.0,5.0,6.0,5.3,-9.0,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,48.0,2.526315789473684,5.300000000000001,84.29999999999998,4.436842105263157,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+25),W (+25)
35.0,34.0,2022-12-28,22-017,ATL,BRK,1.0,36.91666666666666,6.0,12.0,0.5,0.0,0.0,,6.0,9.0,0.667,7.0,6.0,13.0,1.0,0.0,3.0,0.0,3.0,18.0,19.1,1.0,12.0,6.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,46.0,2.421052631578948,16.7,70.89999999999999,3.731578947368421,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-15),L (-15)
36.0,35.0,2022-12-30,22-019,ATL,LAL,1.0,42.583333333333336,8.0,11.0,0.727,0.0,0.0,,1.0,2.0,0.5,3.0,5.0,8.0,0.0,2.0,3.0,2.0,4.0,17.0,16.2,-7.0,11.0,8.0,0.7272727272727273,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,50.0,2.631578947368421,15.799999999999995,75.2,3.9578947368421056,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-1),L (-1)
37.0,36.0,2023-01-02,22-022,ATL,GSW,1.0,38.43333333333333,8.0,14.0,0.571,0.0,0.0,,0.0,0.0,,6.0,6.0,12.0,1.0,2.0,3.0,3.0,4.0,16.0,15.6,3.0,14.0,8.0,0.5714285714285714,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,17.0,80.0,4.2105263157894735,15.6,115.0,6.052631578947368,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-9),L (-9)
38.0,37.0,2023-01-04,22-024,ATL,SAC,1.0,32.15,3.0,5.0,0.6,0.0,0.0,,2.0,2.0,1.0,2.0,5.0,7.0,1.0,0.0,1.0,3.0,5.0,8.0,5.0,3.0,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,7.0,61.0,3.210526315789474,4.1999999999999975,97.6,5.136842105263158,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-2),L (-2)
39.0,38.0,2023-01-06,22-026,ATL,LAL,1.0,28.33333333333333,5.0,6.0,0.833,0.0,0.0,,0.0,0.0,,3.0,4.0,7.0,1.0,3.0,1.0,1.0,0.0,10.0,14.5,-17.0,6.0,5.0,0.8333333333333334,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,45.0,2.3684210526315788,14.499999999999996,73.8,3.884210526315789,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+3),W (+3)
40.0,39.0,2023-01-08,22-028,ATL,LAC,1.0,34.583333333333336,2.0,6.0,0.333,0.0,0.0,,1.0,2.0,0.5,2.0,7.0,9.0,2.0,0.0,3.0,1.0,4.0,5.0,5.6,-4.0,6.0,2.0,0.3333333333333333,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,63.0,3.3157894736842106,5.199999999999999,83.60000000000001,4.4,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-16),L (-16)
41.0,40.0,2023-01-11,22-031,ATL,MIL,1.0,33.11666666666667,3.0,7.0,0.429,0.0,0.0,,1.0,1.0,1.0,3.0,6.0,9.0,5.0,0.0,2.0,0.0,3.0,7.0,10.9,-22.0,7.0,3.0,0.4285714285714285,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,51.0,2.6842105263157894,10.499999999999996,80.79999999999998,4.252631578947367,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+4),W (+4)
42.0,41.0,2023-01-13,22-033,ATL,IND,1.0,39.16666666666666,9.0,12.0,0.75,0.0,0.0,,0.0,1.0,0.0,7.0,13.0,20.0,4.0,2.0,4.0,1.0,5.0,18.0,26.2,19.0,12.0,9.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,34.0,53.0,2.789473684210526,26.2,71.69999999999999,3.7736842105263153,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,,
43.0,42.0,2023-01-14,22-034,ATL,TOR,1.0,36.6,5.0,10.0,0.5,0.0,0.0,,0.0,0.0,,2.0,11.0,13.0,0.0,1.0,2.0,0.0,3.0,10.0,10.9,14.0,10.0,5.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,16.0,54.0,2.8421052631578947,10.9,71.6,3.768421052631578,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-9),L (-9)
44.0,43.0,2023-01-16,22-036,ATL,MIA,1.0,27.3,3.0,3.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,5.0,8.0,6.1,7.0,3.0,3.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,73.0,3.842105263157895,5.299999999999997,101.0,5.315789473684211,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+2),W (+2)
45.0,44.0,2023-01-18,22-038,ATL,DAL,1.0,24.9,4.0,6.0,0.667,0.0,0.0,,3.0,4.0,0.75,2.0,3.0,5.0,1.0,0.0,1.0,3.0,4.0,11.0,7.1,-4.0,6.0,4.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,5.0,85.0,4.473684210526316,5.900000000000002,117.59999999999998,6.189473684210525,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+11),W (+11)
46.0,45.0,2023-01-20,22-040,ATL,NYK,0.0,26.98333333333333,6.0,7.0,0.857,0.0,0.0,,2.0,3.0,0.667,4.0,3.0,7.0,1.0,0.0,3.0,0.0,3.0,14.0,16.4,-1.0,7.0,6.0,0.8571428571428571,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,81.0,4.2631578947368425,15.6,118.3,6.226315789473684,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+8),W (+8)
47.0,46.0,2023-01-21,22-041,ATL,CHO,0.0,24.4,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,6.0,7.0,0.0,0.0,2.0,1.0,2.0,3.0,4.4,-12.0,1.0,1.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,8.0,81.0,4.2631578947368425,3.999999999999999,102.8,5.410526315789474,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+8),W (+8)
