Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Juancho Hernangómez,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Luke Kornet,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Luke Kornet,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
67,65,56,2023-03-06,27-142,TOR,@,DEN,L (-5),1,32:02,9.0,13.0,.692,0.0,0.0,,0,2.0,.000,3.0,6.0,9.0,4.0,1.0,1.0,2.0,3.0,18.0,16.9,-4,13.0,9.0,0.6923076923076923,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,16.0,69.0,2.3,16.900000000000006,83.99999999999999,2.7999999999999994
68,66,57,2023-03-08,27-144,TOR,@,LAC,L (-8),1,30:23,4.0,8.0,.500,0.0,0.0,,0,0.0,,4.0,7.0,11.0,2.0,0.0,2.0,3.0,2.0,8.0,7.9,-2,8.0,4.0,0.5,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,12.0,61.0,2.033333333333333,7.899999999999997,66.8,2.2266666666666666
69,67,58,2023-03-10,27-146,TOR,@,LAL,L (-10),1,33:03,8.0,17.0,.471,0.0,0.0,,1,2.0,.500,4.0,6.0,10.0,4.0,3.0,1.0,0.0,2.0,17.0,18.2,+5,17.0,8.0,0.4705882352941176,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,16.0,43.0,1.4333333333333331,17.8,59.3,1.9766666666666666
70,68,59,2023-03-14,27-150,TOR,,DEN,W (+15),1,27:14,5.0,6.0,.833,0.0,0.0,,2,2.0,1.000,3.0,8.0,11.0,5.0,1.0,2.0,1.0,4.0,12.0,17.6,+30,6.0,5.0,0.8333333333333334,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,22.0,54.0,1.8,16.799999999999997,68.40000000000002,2.2800000000000007
71,69,60,2023-03-16,27-152,TOR,,OKC,W (+17),1,29:00,4.0,11.0,.364,0.0,0.0,,8,10.0,.800,5.0,7.0,12.0,4.0,0.0,1.0,0.0,3.0,16.0,17.0,+12,11.0,4.0,0.3636363636363636,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,12.0,67.0,2.2333333333333334,13.800000000000004,84.2,2.8066666666666666
72,70,61,2023-03-18,27-154,TOR,,MIN,W (+15),1,25:22,7.0,8.0,.875,0.0,0.0,,0,0.0,,4.0,7.0,11.0,2.0,0.0,0.0,2.0,5.0,14.0,13.5,+12,8.0,7.0,0.875,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,17.0,87.0,2.9,13.5,96.6,3.2199999999999998
73,71,62,2023-03-19,27-155,TOR,@,MIL,L (-7),1,31:07,10.0,18.0,.556,0.0,0.0,,0,0.0,,1.0,5.0,6.0,0.0,0.0,2.0,1.0,5.0,20.0,12.0,-17,18.0,10.0,0.5555555555555556,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,9.0,64.0,2.1333333333333333,11.999999999999998,75.80000000000001,2.526666666666667
74,72,63,2023-03-22,27-158,TOR,,IND,L (-4),1,35:38,10.0,12.0,.833,0.0,0.0,,3,9.0,.333,4.0,4.0,8.0,1.0,2.0,2.0,1.0,3.0,23.0,22.1,-13,12.0,10.0,0.8333333333333334,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,14.0,73.0,2.433333333333333,20.9,74.5,2.4833333333333334
75,73,64,2023-03-24,27-160,TOR,,DET,W (+21),1,28:12,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,2.0,9.0,11.0,1.0,2.0,2.0,1.0,3.0,4.0,9.0,+24,2.0,1.0,0.5,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,15.0,43.0,1.4333333333333331,8.2,59.10000000000001,1.9700000000000002
76,74,65,2023-03-26,27-162,TOR,,WAS,W (+10),1,26:08,6.0,9.0,.667,0.0,0.0,,0,0.0,,6.0,6.0,12.0,1.0,1.0,0.0,3.0,2.0,12.0,12.0,+7,9.0,6.0,0.6666666666666666,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,14.0,60.0,2.0,12.0,79.5,2.65
77,75,66,2023-03-28,27-164,TOR,,MIA,W (+14),1,22:47,1.0,5.0,.200,0.0,0.0,,0,0.0,,3.0,7.0,10.0,1.0,0.0,1.0,0.0,4.0,2.0,2.9,+15,5.0,1.0,0.2,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,9.0,69.0,2.3,2.9,78.39999999999999,2.613333333333333
78,76,67,2023-03-31,27-167,TOR,@,PHI,L (-7),1,33:25,6.0,8.0,.750,0.0,0.0,,2,4.0,.500,4.0,6.0,10.0,2.0,0.0,0.0,2.0,2.0,14.0,13.2,,8.0,6.0,0.75,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,12.0,88.0,2.933333333333333,12.399999999999997,93.6,3.1199999999999997
79,77,68,2023-04-02,27-169,TOR,@,CHO,W (+20),1,30:01,8.0,12.0,.667,0.0,0.0,,0,0.0,,4.0,5.0,9.0,3.0,1.0,4.0,1.0,3.0,16.0,18.8,+16,12.0,8.0,0.6666666666666666,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,20.0,52.0,1.7333333333333334,18.800000000000004,67.9,2.2633333333333336
80,78,69,2023-04-04,27-171,TOR,@,CHO,W (+20),1,21:46,5.0,9.0,.556,0.0,0.0,,0,0.0,,4.0,5.0,9.0,3.0,0.0,0.0,1.0,1.0,10.0,10.7,+3,9.0,5.0,0.5555555555555556,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,12.0,88.0,2.933333333333333,10.699999999999998,101.0,3.3666666666666667
81,79,70,2023-04-05,27-172,TOR,@,BOS,L (-4),1,22:39,5.0,8.0,.625,0.0,0.0,,0,2.0,.000,3.0,4.0,7.0,2.0,1.0,0.0,2.0,2.0,10.0,8.5,+10,8.0,5.0,0.625,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,8.0,66.0,2.2,8.499999999999995,76.49999999999999,2.5499999999999994
82,80,71,2023-04-07,27-174,TOR,@,BOS,L (-19),1,21:23,1.0,3.0,.333,0.0,0.0,,1,2.0,.500,2.0,5.0,7.0,0.0,1.0,0.0,0.0,3.0,3.0,3.6,-12,3.0,1.0,0.3333333333333333,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,6.0,52.0,1.7333333333333334,3.2,59.8,1.9933333333333332
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,,0.0,0.0,0.0,0.0,0.0
84,81,72,2023-04-09,27-176,TOR,,MIL,W (+16),1,11:15,3.0,6.0,.500,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,4.9,+4,6.0,3.0,0.5,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,5.0,49.0,1.6333333333333333,4.9,67.39999999999999,2.2466666666666666
