Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,35,2023-02-14,23-148,TOR,,ORL,W (+10),1,33:39,4.0,7.0,.571,1.0,2.0,.500,2,2.0,1.000,3.0,10.0,13.0,0.0,0.0,1.0,3.0,2.0,11.0,9.7,+11,5.0,3.0,0.6,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,13.0,85.0,4.722222222222222,8.899999999999999,93.2,5.177777777777778
61,60,36,2023-02-23,23-157,TOR,,NOP,W (+5),0,19:54,2.0,6.0,.333,0.0,1.0,.000,2,2.0,1.000,0.0,6.0,6.0,0.0,0.0,1.0,2.0,1.0,6.0,2.7,+4,5.0,2.0,0.4,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,3.0,53.0,2.9444444444444446,1.9,69.6,3.8666666666666663
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,37,2023-02-25,23-159,TOR,@,DET,W (+4),0,21:33,3.0,8.0,.375,0.0,0.0,,4,7.0,.571,1.0,5.0,6.0,3.0,0.0,0.0,1.0,3.0,10.0,6.5,+2,8.0,3.0,0.375,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,3.0,47.0,2.611111111111111,4.899999999999998,61.8,3.433333333333333
64,62,38,2023-02-26,23-160,TOR,@,CLE,L (-25),0,16:04,3.0,6.0,.500,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,7.0,2.9,-10,5.0,2.0,0.4,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,2.0,31.0,1.7222222222222223,2.8999999999999986,50.59999999999999,2.8111111111111104
65,63,39,2023-02-28,23-162,TOR,,CHI,W (+6),0,12:13,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,2.3,-14,5.0,2.0,0.4,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,1.0,87.0,4.833333333333333,2.3000000000000003,93.79999999999998,5.21111111111111
66,64,40,2023-03-02,23-164,TOR,@,WAS,L (-11),0,12:44,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.5,-15,2.0,1.0,0.5,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,4.0,46.0,2.555555555555556,1.5,61.6,3.4222222222222225
67,65,41,2023-03-04,23-166,TOR,@,WAS,W (+7),0,18:37,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,4.0,0.2,+17,5.0,2.0,0.4,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,-1.0,86.0,4.777777777777778,0.2000000000000006,100.7,5.594444444444445
68,66,42,2023-03-06,23-168,TOR,@,DEN,L (-5),0,19:26,3.0,4.0,.750,1.0,1.0,1.000,2,2.0,1.000,0.0,6.0,6.0,3.0,1.0,0.0,0.0,1.0,9.0,11.9,+6,3.0,2.0,0.6666666666666666,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,13.0,60.0,3.333333333333333,11.1,63.6,3.533333333333333
69,67,43,2023-03-08,23-170,TOR,@,LAC,L (-8),0,11:55,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.7,+3,1.0,0.0,0.0,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,0.0,59.0,3.2777777777777777,-2.7,79.8,4.433333333333334
70,68,44,2023-03-10,23-172,TOR,@,LAL,L (-10),0,8:18,2.0,5.0,.400,0.0,1.0,.000,1,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,1.1,-10,4.0,2.0,0.5,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,-1.0,77.0,4.277777777777778,0.7,84.50000000000001,4.6944444444444455
71,69,45,2023-03-14,23-176,TOR,,DEN,W (+15),0,13:50,0.0,3.0,.000,0.0,1.0,.000,4,4.0,1.000,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,-13,2.0,0.0,0.0,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,2.0,77.0,4.277777777777778,3.4,94.6,5.2555555555555555
72,70,,2023-03-16,23-178,TOR,,OKC,W (+17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,,104.0,5.777777777777778,0.0,110.1,6.116666666666666
73,71,46,2023-03-18,23-180,TOR,,MIN,W (+15),0,3:01,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.1,-4,1.0,1.0,1.0,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,0.0,73.0,4.055555555555555,-0.1000000000000002,87.9,4.883333333333334
74,72,47,2023-03-19,23-181,TOR,@,MIL,L (-7),0,19:44,2.0,3.0,.667,0.0,1.0,.000,1,2.0,.500,1.0,4.0,5.0,3.0,0.0,1.0,0.0,1.0,5.0,7.6,+7,2.0,2.0,1.0,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,9.0,78.0,4.333333333333333,7.2,88.19999999999999,4.8999999999999995
75,73,,2023-03-22,23-184,TOR,,IND,L (-4),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,,58.0,3.2222222222222223,0.0,67.30000000000001,3.7388888888888894
76,74,,2023-03-24,23-186,TOR,,DET,W (+21),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,,74.0,4.111111111111111,0.0,91.5,5.083333333333333
77,75,48,2023-03-26,23-188,TOR,,WAS,W (+10),0,5:43,1.0,2.0,.500,0.0,1.0,.000,0,2.0,.000,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.2,-10,1.0,1.0,1.0,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,-1.0,79.0,4.388888888888889,0.1999999999999997,81.1,4.5055555555555555
78,76,49,2023-03-28,23-190,TOR,,MIA,W (+14),0,24:30,5.0,10.0,.500,2.0,5.0,.400,0,0.0,,2.0,7.0,9.0,2.0,1.0,1.0,2.0,1.0,12.0,11.2,+1,5.0,3.0,0.6,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,13.0,87.0,4.833333333333333,11.199999999999998,94.79999999999998,5.266666666666666
79,77,50,2023-03-31,23-193,TOR,@,PHI,L (-7),0,7:08,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.7,,3.0,2.0,0.6666666666666666,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,1.0,71.0,3.9444444444444446,2.7,84.0,4.666666666666667
80,78,51,2023-04-02,23-195,TOR,@,CHO,W (+20),0,12:32,4.0,7.0,.571,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,+6,6.0,4.0,0.6666666666666666,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,3.0,97.0,5.388888888888889,4.999999999999999,106.7,5.927777777777778
81,79,52,2023-04-04,23-197,TOR,@,CHO,W (+20),0,14:55,4.0,8.0,.500,2.0,4.0,.500,2,2.0,1.000,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,12.0,10.9,+9,4.0,2.0,0.5,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,8.0,66.0,3.6666666666666665,10.099999999999998,74.89999999999999,4.1611111111111105
82,80,53,2023-04-05,23-198,TOR,@,BOS,L (-4),0,19:45,7.0,11.0,.636,1.0,2.0,.500,1,1.0,1.000,4.0,5.0,9.0,0.0,0.0,1.0,1.0,2.0,16.0,14.3,-4,9.0,6.0,0.6666666666666666,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,13.0,45.0,2.5,13.9,49.10000000000001,2.7277777777777783
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,54,2023-04-07,23-200,TOR,@,BOS,L (-19),0,23:32,6.0,10.0,.600,1.0,3.0,.333,3,3.0,1.000,2.0,5.0,7.0,0.0,1.0,0.0,0.0,3.0,16.0,14.1,-9,7.0,5.0,0.7142857142857143,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,11.0,43.0,2.388888888888889,12.9,59.39999999999999,3.2999999999999994
85,82,55,2023-04-09,23-202,TOR,,MIL,W (+16),1,28:25,6.0,11.0,.545,2.0,5.0,.400,0,0.0,,1.0,12.0,13.0,1.0,2.0,0.0,2.0,2.0,14.0,12.9,+9,6.0,4.0,0.6666666666666666,51,33,20,47,48,14,2,22,2,4,32,44,5,51,8,54,31,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,9.0,77.0,54.0,0.6710526315789473,0.5689655172413793,0.6451612903225806,0.6811594202898551,0.7272727272727273,0.56,0.2222222222222222,0.5238095238095238,0.4,0.2,0.6037735849056604,0.6567164179104478,0.625,0.7183098591549296,0.8888888888888888,0.7012987012987013,0.5740740740740741,23,72.0,69.0,0.3194444444444444,0.0,18,17.0,72.0,4.0,12.899999999999997,71.80000000000001,3.9888888888888894
