Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Shared Games with Dario Šarić,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,co_inf with Dario Šarić,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022/10/19,25-354,PHO,DAL,1.0,40.61666666666667,10.0,20.0,0.5,1.0,1.0,1.0,7.0,7.0,1.0,1.0,3.0,4.0,9.0,0.0,1.0,2.0,3.0,28.0,23.4,20.0,19.0,9.0,0.473684211,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,13.0,67.0,3.35,20.6,67.89999999999999,3.395,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,W (+2),W (+2)
2.0,2.0,2022/10/21,25-356,PHO,POR,1.0,43.91666666666666,11.0,23.0,0.478,3.0,7.0,0.429,8.0,9.0,0.889,0.0,5.0,5.0,3.0,1.0,0.0,2.0,1.0,33.0,23.1,-2.0,16.0,8.0,0.5,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,8.0,87.0,4.35,19.9,77.5,3.875,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,L (-2),L (-2)
3.0,3.0,2022/10/23,25-358,PHO,LAC,1.0,34.81666666666667,13.0,21.0,0.619,5.0,9.0,0.556,4.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,1.0,35.0,26.6,13.0,12.0,8.0,0.666666667,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,13.0,90.0,4.5,25.000000000000004,99.8,4.99,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,W (+17),W (+17)
4.0,4.0,2022/10/25,25-360,PHO,GSW,1.0,35.31666666666667,10.0,19.0,0.526,3.0,8.0,0.375,11.0,14.0,0.786,1.0,1.0,2.0,7.0,3.0,0.0,3.0,3.0,34.0,28.2,32.0,11.0,7.0,0.636363636,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,10.0,74.0,3.7,23.8,84.19999999999999,4.209999999999999,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,W (+29),W (+29)
5.0,5.0,2022/10/28,25-363,PHO,NOP,1.0,32.6,6.0,14.0,0.429,0.0,4.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,5.0,1.0,16.0,7.5,4.0,10.0,6.0,0.6,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,2.0,98.0,4.9,5.9,102.9,5.1450000000000005,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,W (+13),W (+13)
6.0,6.0,2022/10/30,26-000,PHO,HOU,1.0,35.38333333333333,14.0,24.0,0.583,1.0,7.0,0.143,1.0,3.0,0.333,1.0,2.0,3.0,6.0,1.0,0.0,1.0,2.0,30.0,22.7,11.0,17.0,13.0,0.764705882,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,12.0,76.0,3.8,22.30000000000001,83.89999999999999,4.194999999999999,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,W (+15),W (+15)
7.0,7.0,2022/11/1,26-002,PHO,MIN,1.0,30.433333333333334,6.0,18.0,0.333,2.0,7.0,0.286,4.0,5.0,0.8,1.0,6.0,7.0,5.0,0.0,1.0,2.0,5.0,18.0,10.1,11.0,11.0,4.0,0.363636364,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,6.0,72.0,3.6,8.499999999999998,73.80000000000001,3.69,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,W (+9),W (+9)
8.0,8.0,2022/11/4,26-005,PHO,POR,1.0,38.36666666666667,8.0,21.0,0.381,3.0,7.0,0.429,6.0,6.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,5.0,3.0,25.0,14.0,3.0,14.0,5.0,0.357142857,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,5.0,72.0,3.6,11.600000000000003,79.7,3.985,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,L (-2),L (-2)
9.0,9.0,2022/11/5,26-006,PHO,POR,1.0,29.166666666666668,9.0,20.0,0.45,2.0,7.0,0.286,4.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,24.0,17.6,19.0,13.0,7.0,0.538461538,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,8.0,93.0,4.65,15.999999999999996,78.4,3.92,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,W (+20),W (+20)
10.0,10.0,2022/11/7,26-008,PHO,PHI,1.0,43.4,8.0,16.0,0.5,1.0,1.0,1.0,11.0,14.0,0.786,2.0,5.0,7.0,5.0,1.0,0.0,6.0,2.0,28.0,19.4,-9.0,15.0,7.0,0.466666667,40,9,43,39,45,57,45,15,33,45,48,28,30,50,14,61.0,42.0,48.0,59.0,74.0,57.0,67.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.6557377049180327,0.2142857142857142,0.8958333333333334,0.6610169491525424,0.6081081081081081,0.6716417910447762,0.4838709677419355,0.55,0.0,0.6521739130434783,0.6666666666666666,0.7,0.3614457831325301,0.6329113924050633,0.2456140350877192,7,8,13,15,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1627906976744186,0.0,0.1702127659574468,0.52,0.3571428571428571,0.3333333333333333,20,5.0,55.0,2.75,15.0,53.7,2.685,22.0,6.0,4.2,4.5,-0.3,0.1578495546732482,0.601,0.296,0.336,2.9,4.2,L (-12),L (-12)
