Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Mikal Bridges,Torrey Craig,Shared Games with Dario Šarić,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Mikal Bridges,co_inf with Torrey Craig,co_inf with Dario Šarić,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,16.0,2022/12/7,25-269,PHO,BOS,0,20.666666666666668,2.0,5.0,0.4,2.0,4.0,0.5,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.3,14,1.0,0.0,0.0,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,3.0,70.0,3.5,4.3,77.60000000000001,3.88,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-19),L (-19)
26.0,17.0,2022/12/9,25-271,PHO,NOP,0,4.616666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.4,0,0.0,0.0,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,2.0,108.0,5.4,1.4,110.4,5.5200000000000005,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-27),L (-27)
27.0,18.0,2022/12/11,25-273,PHO,NOP,0,12.716666666666669,2.0,3.0,0.667,1.0,2.0,0.5,0,1.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,8.7,13,1.0,1.0,1.0,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,8.0,102.0,5.1,8.7,107.0,5.35,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-11),L (-11)
28.0,19.0,2022/12/13,25-275,PHO,HOU,1,31.866666666666667,5.0,13.0,0.385,3.0,11.0,0.273,0,0.0,,2.0,2.0,4.0,3.0,2.0,0.0,0.0,3.0,13.0,10.8,-7,2.0,2.0,1.0,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,9.0,72.0,3.6,10.8,72.49999999999999,3.624999999999999,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-5),L (-5)
29.0,20.0,2022/12/15,25-277,PHO,LAC,0,19.716666666666665,1.0,7.0,0.143,0.0,3.0,0,4,4.0,1,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,6.0,3.8,12,4.0,1.0,0.25,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,0.0,130.0,6.5,2.2,114.9,5.745,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-14),L (-14)
30.0,21.0,2022/12/17,25-279,PHO,NOP,0,14.666666666666666,1.0,6.0,0.167,0.0,2.0,0,2,2.0,1,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,3.6,-5,4.0,1.0,0.25,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,1.0,77.0,3.85,2.8000000000000003,107.70000000000002,5.385000000000001,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+16),W (+16)
31.0,22.0,2022/12/19,25-281,PHO,LAL,0,29.433333333333334,4.0,12.0,0.333,3.0,7.0,0.429,2,2.0,1,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,13.0,10.2,15,5.0,1.0,0.2,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,6.0,109.0,5.45,9.4,116.5,5.825,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+4),W (+4)
32.0,23.0,2022/12/20,25-282,PHO,WAS,0,35.38333333333333,10.0,21.0,0.476,9.0,16.0,0.563,2,2.0,1,0.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,31.0,22.6,4,5.0,1.0,0.2,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,14.0,78.0,3.9,21.8,86.9,4.345000000000001,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+26),W (+26)
33.0,24.0,2022/12/23,25-285,PHO,MEM,1,31.366666666666667,6.0,16.0,0.375,3.0,10.0,0.3,0,0.0,,1.0,4.0,5.0,3.0,1.0,0.0,2.0,0.0,15.0,9.2,-17,6.0,3.0,0.5,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,6.0,68.0,3.4,9.2,75.6,3.78,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-3),L (-3)
34.0,25.0,2022/12/25,25-287,PHO,DEN,0,38.66666666666666,10.0,20.0,0.5,7.0,17.0,0.412,4,4.0,1,0.0,2.0,2.0,6.0,0.0,1.0,2.0,5.0,31.0,22.5,3,3.0,3.0,1.0,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,14.0,106.0,5.3,20.9,110.90000000000002,5.545000000000001,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-25),L (-25)
35.0,,2022/12/27,25-289,PHO,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,101.0,5.05,0.0,96.9,4.845000000000001,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-3),L (-3)
36.0,,2022/12/28,25-290,PHO,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,61.0,3.05,0.0,72.5,3.625,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+17),W (+17)
37.0,,2022/12/30,25-292,PHO,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,100.0,5.0,0.0,91.5,4.575,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-25),L (-25)
38.0,26.0,2023/1/2,25-295,PHO,NYK,1,25.45,2.0,9.0,0.222,2.0,6.0,0.333,0,0.0,,0.0,6.0,6.0,2.0,0.0,0.0,3.0,0.0,6.0,0.7,-7,3.0,0.0,0.0,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,2.0,74.0,3.7,0.7000000000000002,87.3,4.365,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-9),L (-9)
39.0,27.0,2023/1/4,25-297,PHO,CLE,1,36.25,4.0,12.0,0.333,2.0,6.0,0.333,4,4.0,1,0.0,4.0,4.0,3.0,1.0,0.0,0.0,5.0,14.0,9.5,0,6.0,2.0,0.333333333,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,6.0,74.0,3.7,7.9,78.9,3.945,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-19),L (-19)
40.0,28.0,2023/1/6,25-299,PHO,MIA,1,33.333333333333336,4.0,9.0,0.444,1.0,3.0,0.333,2,3.0,0.667,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,11.0,5.2,-14,6.0,3.0,0.5,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,1.0,60.0,3.0,4.4,60.49999999999999,3.0249999999999995,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-2),L (-2)
41.0,29.0,2023/1/8,25-301,PHO,CLE,1,33.1,4.0,14.0,0.286,3.0,7.0,0.429,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,11.0,5.7,-18,7.0,1.0,0.142857143,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,3.0,34.0,1.7,5.699999999999998,43.2,2.16,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-8),L (-8)
42.0,,2023/1/10,25-303,PHO,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,69.0,3.45,0.0,48.2,2.41,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,,
43.0,,2023/1/11,25-304,PHO,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,56.0,2.8,0.0,72.9,3.645000000000001,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-14),L (-14)
44.0,,2023/1/13,25-306,PHO,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,57.0,2.85,0.0,60.0,3.0,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+12),W (+12)
45.0,30.0,2023/1/16,25-309,PHO,MEM,1,25.9,2.0,9.0,0.222,1.0,6.0,0.167,4,4.0,1,0.0,4.0,4.0,6.0,0.0,0.0,1.0,2.0,9.0,7.1,-28,3.0,1.0,0.333333333,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,5.0,45.0,2.25,5.499999999999999,49.8,2.49,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-29),L (-29)
46.0,,2023/1/19,25-312,PHO,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,35.0,1.75,0.0,34.29999999999999,1.7149999999999994,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-5),L (-5)
47.0,,2023/1/21,25-314,PHO,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,77.0,3.85,0.0,61.3,3.065,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-30),L (-30)
48.0,,2023/1/22,25-315,PHO,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,41.0,2.05,0.0,42.7,2.135,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+5),W (+5)
49.0,,2023/1/24,25-317,PHO,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,59.0,2.95,0.0,54.60000000000001,2.7300000000000004,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+5),W (+5)
50.0,,2023/1/26,25-319,PHO,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,53.0,2.65,0.0,43.8,2.19,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+2),W (+2)
