Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,22.0,2022-12-07,31-353,PHO,BOS,1.0,23.716666666666665,5.0,9.0,0.556,1.0,5.0,0.2,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,11.0,7.2,-36.0,4.0,4.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,6.0,67.0,3.526315789473684,7.199999999999999,74.7,3.931578947368421,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-19),L (-19)
26.0,23.0,2022-12-09,31-355,PHO,NOP,1.0,30.2,5.0,9.0,0.556,4.0,7.0,0.571,0.0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,3.0,0.0,14.0,10.7,-13.0,2.0,1.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,10.0,100.0,5.2631578947368425,10.7,101.10000000000002,5.321052631578948,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-27),L (-27)
27.0,24.0,2022-12-11,31-357,PHO,NOP,1.0,36.13333333333333,5.0,10.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,4.0,3.0,7.0,1.0,0.0,1.0,0.0,2.0,14.0,13.3,-12.0,6.0,3.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,11.0,99.0,5.2105263157894735,12.499999999999996,103.19999999999996,5.431578947368419,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-11),L (-11)
28.0,25.0,2022-12-13,31-359,PHO,HOU,1.0,29.466666666666665,2.0,9.0,0.222,1.0,5.0,0.2,2.0,2.0,1.0,5.0,7.0,12.0,2.0,3.0,0.0,0.0,2.0,7.0,10.7,-11.0,4.0,1.0,0.25,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,13.0,68.0,3.5789473684210527,9.899999999999997,73.39999999999998,3.863157894736841,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-5),L (-5)
29.0,26.0,2022-12-15,31-361,PHO,LAC,1.0,17.8,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,4.0,5.0,0.0,1.0,1.0,0.0,5.0,9.0,6.6,8.0,6.0,3.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,8.0,122.0,6.421052631578948,6.599999999999998,110.5,5.815789473684211,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-14),L (-14)
30.0,27.0,2022-12-17,31-363,PHO,NOP,1.0,19.716666666666665,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.5,-10.0,0.0,0.0,,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,3.0,75.0,3.947368421052632,0.5000000000000007,110.0,5.789473684210527,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+16),W (+16)
31.0,28.0,2022-12-19,32-000,PHO,LAL,1.0,31.05,6.0,7.0,0.857,4.0,4.0,1.0,1.0,2.0,0.5,3.0,5.0,8.0,4.0,2.0,0.0,0.0,3.0,17.0,21.3,13.0,3.0,2.0,0.6666666666666666,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,22.0,93.0,4.894736842105263,20.9,105.0,5.526315789473684,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+4),W (+4)
32.0,29.0,2022-12-20,32-001,PHO,WAS,1.0,30.066666666666663,3.0,7.0,0.429,0.0,2.0,0.0,0.0,0.0,,5.0,3.0,8.0,2.0,0.0,0.0,0.0,3.0,6.0,6.9,-19.0,5.0,3.0,0.6,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,9.0,83.0,4.368421052631579,6.900000000000001,101.8,5.3578947368421055,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+26),W (+26)
33.0,30.0,2022-12-23,32-004,PHO,MEM,1.0,18.816666666666663,2.0,7.0,0.286,2.0,6.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,8.0,5.3,-3.0,1.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,3.0,71.0,3.736842105263158,4.500000000000001,80.3,4.226315789473684,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-3),L (-3)
34.0,31.0,2022-12-25,32-006,PHO,DEN,1.0,35.86666666666667,5.0,8.0,0.625,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,7.0,2.0,2.0,1.0,2.0,3.0,13.0,13.6,-15.0,4.0,2.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,15.0,105.0,5.526315789473684,13.599999999999998,118.2,6.221052631578948,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-25),L (-25)
35.0,32.0,2022-12-27,32-008,PHO,MEM,1.0,21.266666666666666,4.0,7.0,0.571,2.0,4.0,0.5,0.0,0.0,,1.0,6.0,7.0,2.0,0.0,3.0,0.0,2.0,10.0,11.9,12.0,3.0,2.0,0.6666666666666666,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,15.0,86.0,4.526315789473684,11.9,84.99999999999999,4.473684210526315,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-3),L (-3)
36.0,33.0,2022-12-28,32-009,PHO,WAS,1.0,29.316666666666663,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,5.0,1.1,-14.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,2.0,59.0,3.1052631578947367,1.1000000000000003,71.39999999999999,3.757894736842105,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+17),W (+17)
37.0,34.0,2022-12-30,32-011,PHO,TOR,1.0,30.016666666666666,5.0,9.0,0.556,2.0,4.0,0.5,1.0,2.0,0.5,2.0,5.0,7.0,1.0,1.0,0.0,2.0,4.0,13.0,9.3,-21.0,5.0,3.0,0.6,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,9.0,91.0,4.789473684210527,8.899999999999997,82.6,4.347368421052631,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-25),L (-25)
38.0,35.0,2023-01-02,32-014,PHO,NYK,1.0,22.83333333333333,2.0,7.0,0.286,0.0,4.0,0.0,0.0,0.0,,1.0,6.0,7.0,0.0,0.0,0.0,0.0,3.0,4.0,1.2,-14.0,3.0,2.0,0.6666666666666666,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,4.0,72.0,3.789473684210526,1.2000000000000002,86.8,4.568421052631579,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-9),L (-9)
39.0,36.0,2023-01-04,32-016,PHO,CLE,0.0,23.916666666666668,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0,1.0,0.0,4.0,7.1,-5.0,2.0,1.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,7.0,73.0,3.842105263157895,6.3,80.5,4.2368421052631575,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-19),L (-19)
40.0,37.0,2023-01-06,32-018,PHO,MIA,1.0,35.45,7.0,11.0,0.636,2.0,3.0,0.667,1.0,1.0,1.0,3.0,6.0,9.0,1.0,0.0,1.0,1.0,5.0,17.0,14.4,-2.0,8.0,5.0,0.625,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,15.0,46.0,2.421052631578948,14.0,50.9,2.6789473684210527,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-2),L (-2)
41.0,38.0,2023-01-08,32-020,PHO,CLE,1.0,23.65,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,2.0,4.0,6.0,1.0,1.0,0.0,2.0,1.0,5.0,3.5,-3.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,5.0,32.0,1.6842105263157894,3.4999999999999982,45.4,2.389473684210526,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-8),L (-8)
42.0,39.0,2023-01-10,32-022,PHO,GSW,1.0,33.0,5.0,16.0,0.313,2.0,5.0,0.4,0.0,0.0,,6.0,8.0,14.0,1.0,0.0,2.0,2.0,3.0,12.0,8.3,9.0,11.0,3.0,0.2727272727272727,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,11.0,58.0,3.0526315789473686,8.299999999999997,39.9,2.1,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,,
43.0,40.0,2023-01-11,32-023,PHO,DEN,1.0,23.03333333333333,6.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,0.5,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,16.0,15.3,-23.0,3.0,3.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,13.0,43.0,2.263157894736842,14.899999999999997,57.99999999999999,3.052631578947368,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-14),L (-14)
44.0,41.0,2023-01-13,32-025,PHO,MIN,1.0,31.85,3.0,6.0,0.5,1.0,2.0,0.5,2.0,3.0,0.667,2.0,6.0,8.0,3.0,3.0,0.0,3.0,3.0,9.0,9.7,-7.0,4.0,2.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,11.0,46.0,2.421052631578948,8.900000000000002,51.1,2.6894736842105265,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+12),W (+12)
45.0,42.0,2023-01-16,32-028,PHO,MEM,1.0,25.266666666666666,2.0,7.0,0.286,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,-0.3,-30.0,3.0,2.0,0.6666666666666666,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,-1.0,51.0,2.6842105263157894,-0.2999999999999998,55.6,2.9263157894736844,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-29),L (-29)
46.0,43.0,2023-01-19,32-031,PHO,BRK,1.0,25.166666666666668,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,4.0,2.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,0.9,-1.0,4.0,1.0,0.25,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,3.0,32.0,1.6842105263157894,0.8999999999999995,33.39999999999999,1.7578947368421047,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-5),L (-5)
47.0,44.0,2023-01-21,32-033,PHO,IND,1.0,20.03333333333333,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,-2.0,1.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,3.0,74.0,3.8947368421052633,0.5,60.8,3.2,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-30),L (-30)
48.0,45.0,2023-01-22,32-034,PHO,MEM,1.0,32.3,7.0,9.0,0.778,4.0,6.0,0.667,2.0,2.0,1.0,0.0,4.0,4.0,0.0,2.0,2.0,1.0,3.0,20.0,18.9,0.0,3.0,3.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,16.0,25.0,1.3157894736842106,18.1,24.6,1.2947368421052632,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+5),W (+5)
49.0,46.0,2023-01-24,32-036,PHO,CHO,1.0,21.5,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,8.0,9.0,1.0,1.0,0.0,3.0,0.0,0.0,-3.1,10.0,4.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,1.0,58.0,3.0526315789473686,-3.1,57.70000000000001,3.0368421052631582,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+5),W (+5)
