Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,Shared Games with Dario Šarić,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022/10/19,29-363,PHO,DAL,0,19.766666666666666,4.0,8.0,0.5,3.0,5.0,0.6,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,11.0,8.2,-7,3.0,1.0,0.333333333,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,7.0,73.0,3.842105263157895,8.2,80.3,4.226315789473684,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+2),W (+2)
2.0,2.0,2022/10/21,30-000,PHO,POR,0,30.83333333333333,2.0,6.0,0.333,2.0,4.0,0.5,2,3.0,0.667,2.0,4.0,6.0,3.0,2.0,0.0,0.0,5.0,8.0,8.9,3,2.0,0.0,0.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,10.0,85.0,4.473684210526316,8.100000000000001,89.3,4.7,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,L (-2),L (-2)
3.0,3.0,2022/10/23,30-002,PHO,LAC,0,12.216666666666669,1.0,3.0,0.333,0.0,2.0,0,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.9,6,1.0,1.0,1.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,1.0,102.0,5.368421052631579,0.8999999999999998,123.90000000000002,6.521052631578948,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+17),W (+17)
4.0,4.0,2022/10/25,30-004,PHO,GSW,0,15.333333333333334,2.0,5.0,0.4,1.0,2.0,0.5,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.3,-5,3.0,1.0,0.333333333,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,2.0,82.0,4.315789473684211,3.3,104.7,5.510526315789474,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+29),W (+29)
5.0,5.0,2022/10/28,30-007,PHO,NOP,0,15.516666666666667,1.0,5.0,0.2,1.0,4.0,0.25,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.4,20,1.0,0.0,0.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,1.0,99.0,5.2105263157894735,0.3999999999999999,108.4,5.705263157894737,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+13),W (+13)
6.0,6.0,2022/10/30,30-009,PHO,HOU,0,11.583333333333334,0.0,1.0,0,0.0,1.0,0,5,5.0,1,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,5.2,4,0.0,0.0,,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,2.0,86.0,4.526315789473684,3.2,103.0,5.421052631578948,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+15),W (+15)
7.0,7.0,2022/11/1,30-011,PHO,MIN,0,10.283333333333331,0.0,2.0,0,0.0,1.0,0,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.7,-1,1.0,0.0,0.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,-2.0,80.0,4.2105263157894735,-1.7,84.00000000000001,4.421052631578948,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+9),W (+9)
8.0,8.0,2022/11/4,30-014,PHO,POR,0,20.416666666666668,4.0,8.0,0.5,3.0,5.0,0.6,2,2.0,1,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,13.0,9.2,-6,3.0,1.0,0.333333333,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,5.0,72.0,3.789473684210526,8.4,82.89999999999999,4.363157894736841,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,L (-2),L (-2)
9.0,9.0,2022/11/5,30-015,PHO,POR,0,27.916666666666668,3.0,5.0,0.6,2.0,2.0,1,1,2.0,0.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,9.0,8.2,-1,3.0,1.0,0.333333333,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,7.0,94.0,4.947368421052632,7.799999999999997,86.6,4.557894736842105,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+20),W (+20)
10.0,10.0,2022/11/7,30-017,PHO,PHI,0,25.5,3.0,6.0,0.5,2.0,4.0,0.5,2,2.0,1,0.0,5.0,5.0,2.0,2.0,0.0,1.0,4.0,10.0,9.3,-7,2.0,1.0,0.5,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,10.0,50.0,2.631578947368421,8.499999999999998,60.19999999999999,3.168421052631578,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,L (-12),L (-12)
11.0,11.0,2022/11/9,30-019,PHO,MIN,0,15.516666666666667,1.0,5.0,0.2,1.0,4.0,0.25,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,-0.8,-14,1.0,0.0,0.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,-2.0,89.0,4.684210526315789,-0.8000000000000004,97.8,5.147368421052631,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+12),W (+12)
12.0,12.0,2022/11/11,30-021,PHO,ORL,0,22.466666666666665,3.0,6.0,0.5,2.0,5.0,0.4,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,5.9,6,1.0,1.0,1.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,5.0,92.0,4.842105263157895,5.899999999999999,83.3,4.38421052631579,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,L (-17),L (-17)
13.0,13.0,2022/11/14,30-024,PHO,MIA,0,20.53333333333333,5.0,9.0,0.556,4.0,7.0,0.571,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,14.0,10.9,7,2.0,1.0,0.5,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,9.0,74.0,3.8947368421052633,10.899999999999997,82.29999999999998,4.3315789473684205,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,L (-1),L (-1)
14.0,14.0,2022/11/16,30-026,PHO,GSW,0,27.35,3.0,4.0,0.75,3.0,3.0,1,0,0.0,,0.0,8.0,8.0,0.0,0.0,0.0,1.0,2.0,9.0,8,11,1.0,0.0,0.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,12.0,84.0,4.421052631578948,8.0,91.6,4.821052631578947,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,W (+11),W (+11)
15.0,15.0,2022/11/18,30-028,PHO,UTA,0,26.666666666666668,2.0,6.0,0.333,2.0,5.0,0.4,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,6.0,3.9,8,1.0,0.0,0.0,53,17,40,51,62,45,31,56,64,64,35,56,71,61.0,42,48.0,59.0,57,67.0,53.0,31,60.0,18,69.0,72.0,40.0,83,79.0,37,0.8688524590163934,0.4047619047619047,0.8333333333333334,0.864406779661017,0.9253731343283582,0.8490566037735849,1.0,0.9333333333333332,0.0,0.927536231884058,0.8888888888888888,0.875,0.6746987951807228,0.8987341772151899,5,4,23,11,13,43.0,67.0,47.0,25.0,42.0,63.0,0.1162790697674418,0.0,0.0851063829787234,0.92,0.2619047619047619,0.2063492063492063,19,4.0,78.0,4.105263157894737,3.899999999999999,100.2,5.273684210526316,10.7,2.6,-1.7,-1.3,-0.4,0.0648138212254533,0.607,0.546,0.23,0.1,1.1,L (-1),L (-1)
