Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jae Crowder,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Torrey Craig,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Darius Bazley,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Landry Shamet,Shared Games with Terrence Ross,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Darius Bazley,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Landry Shamet,Saben Lee,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Torrey Craig,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Darius Bazley,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Landry Shamet,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,29-063,BRK,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,87.0,2.4857142857142858,0.0,97.0,2.771428571428572,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-2),L (-2)
12.0,,2022-11-09,29-065,BRK,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,97.0,2.771428571428572,0.0,89.20000000000002,2.548571428571429,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+27),W (+27)
13.0,,2022-11-12,29-068,BRK,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,83.0,2.3714285714285714,0.0,93.19999999999996,2.662857142857142,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+15),W (+15)
14.0,,2022-11-13,29-069,BRK,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,96.0,2.742857142857143,0.0,99.6,2.8457142857142856,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-13),L (-13)
15.0,,2022-11-15,29-071,BRK,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,82.0,2.342857142857143,0.0,104.1,2.974285714285714,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-32),L (-32)
16.0,,2022-11-17,29-073,BRK,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,112.0,3.2,0.0,104.3,2.98,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+2),W (+2)
17.0,,2022-11-20,29-076,BRK,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,80.0,2.2857142857142856,0.0,80.2,2.291428571428572,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+12),W (+12)
18.0,,2022-11-22,29-078,BRK,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,100.0,2.857142857142857,0.0,95.2,2.72,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-9),L (-9)
19.0,,2022-11-23,29-079,BRK,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,109.0,3.1142857142857143,0.0,100.3,2.8657142857142857,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+14),W (+14)
20.0,,2022-11-25,29-081,BRK,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,91.0,2.6,0.0,99.99999999999996,2.857142857142856,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-11),L (-11)
21.0,,2022-11-27,29-083,BRK,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,99.0,2.8285714285714287,0.0,115.5,3.3,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,,
22.0,,2022-11-28,29-084,BRK,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,108.0,3.085714285714286,0.0,118.9,3.397142857142857,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+14),W (+14)
23.0,,2022-11-30,29-086,BRK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,105.0,3.0,0.0,111.70000000000002,3.191428571428572,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+7),W (+7)
24.0,1.0,2022-12-02,29-088,BRK,TOR,0,16.633333333333333,5.0,11.0,.455,0.0,2.0,.000,0,0.0,,3.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,10.0,5.9,+8,9.0,5.0,0.5555555555555556,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,3.0,116.0,3.3142857142857145,5.900000000000001,108.4,3.0971428571428574,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+6),W (+6)
25.0,2.0,2022-12-04,29-090,BRK,BOS,0,17.883333333333333,1.0,4.0,.250,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,+3,4.0,1.0,0.25,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,2.0,71.0,2.0285714285714285,3.200000000000001,75.89999999999999,2.168571428571428,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+9),W (+9)
26.0,3.0,2022-12-07,29-093,BRK,CHO,0,10.633333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,-1.1,+3,1.0,0.0,0.0,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,0.0,110.0,3.142857142857143,-1.1,106.1,3.031428571428571,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-11),L (-11)
27.0,4.0,2022-12-09,29-095,BRK,ATL,0,21.466666666666665,6.0,8.0,.750,1.0,2.0,.500,1,2.0,.500,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,14.0,14.7,+6,6.0,5.0,0.8333333333333334,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,11.0,99.0,2.8285714285714287,14.3,96.4,2.7542857142857144,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+6),W (+6)
28.0,,2022-12-10,29-096,BRK,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,,81.0,2.3142857142857145,0.0,78.79999999999998,2.251428571428571,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+4),W (+4)
29.0,5.0,2022-12-12,29-098,BRK,WAS,0,18.6,6.0,10.0,.600,0.0,1.0,.000,0,0.0,,3.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,12.0,11.7,-1,9.0,6.0,0.6666666666666666,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,10.0,120.0,3.4285714285714284,11.7,106.6,3.0457142857142854,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+3),W (+3)
