Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario ?ari?,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,18.0,2022/11/30,24-090,PHO,CHI,0,3.2666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,1.0,98.0,5.157894736842105,0.3,116.79999999999998,6.14736842105263,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,,
22.0,,2022/12/2,24-092,PHO,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,108.0,5.684210526315789,0.0,122.6,6.4526315789473685,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+19),W (+19)
23.0,19.0,2022/12/4,24-094,PHO,SAS,0,26.216666666666665,4.0,12.0,0.333,0.0,4.0,0,1,2.0,0.5,5.0,6.0,11.0,6.0,3.0,0.0,1.0,1.0,9.0,12.9,31,8.0,4.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,14.0,91.0,4.789473684210527,12.499999999999998,99.20000000000002,5.2210526315789485,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-1),L (-1)
24.0,20.0,2022/12/5,24-095,PHO,DAL,0,27.5,4.0,8.0,0.5,2.0,5.0,0.4,2,4.0,0.5,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,12.0,12.2,0,3.0,2.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,8.0,111.0,5.842105263157895,11.399999999999997,111.2,5.852631578947369,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+38),W (+38)
25.0,21.0,2022/12/7,24-097,PHO,BOS,0,23.383333333333333,8.0,14.0,0.571,4.0,6.0,0.667,8,10.0,0.8,5.0,2.0,7.0,2.0,0.0,1.0,2.0,0.0,28.0,24.8,13,8.0,4.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,12.0,61.0,3.210526315789474,21.60000000000001,60.3,3.173684210526316,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-19),L (-19)
26.0,22.0,2022/12/9,24-099,PHO,NOP,0,12.733333333333333,1.0,2.0,0.5,1.0,2.0,0.5,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,3.0,1.1,5,0.0,0.0,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,107.0,5.631578947368421,1.0999999999999996,110.70000000000002,5.826315789473685,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-27),L (-27)
27.0,23.0,2022/12/11,24-101,PHO,NOP,0,5.75,0.0,1.0,0,0.0,1.0,0,2,2.0,1,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,3.2,6,0.0,0.0,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,107.0,5.631578947368421,2.4000000000000004,113.3,5.963157894736842,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-11),L (-11)
28.0,24.0,2022/12/13,24-103,PHO,HOU,0,20.03333333333333,4.0,8.0,0.5,1.0,3.0,0.333,1,1.0,1,2.0,4.0,6.0,3.0,1.0,2.0,1.0,5.0,10.0,10.1,0,5.0,3.0,0.6,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,12.0,69.0,3.631578947368421,9.699999999999996,73.6,3.8736842105263154,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-5),L (-5)
29.0,25.0,2022/12/15,24-105,PHO,LAC,0,25.33333333333333,5.0,9.0,0.556,1.0,3.0,0.333,0,0.0,,5.0,6.0,11.0,2.0,2.0,1.0,1.0,1.0,11.0,14.7,5,6.0,4.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,17.0,113.0,5.947368421052632,14.699999999999998,102.4,5.389473684210526,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-14),L (-14)
30.0,26.0,2022/12/17,24-107,PHO,NOP,0,23.33333333333333,0.0,3.0,0,0.0,2.0,0,7,8.0,0.875,4.0,2.0,6.0,1.0,0.0,1.0,0.0,4.0,7.0,7.7,-3,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,4.0,74.0,3.8947368421052633,4.899999999999999,105.6,5.557894736842105,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+16),W (+16)
31.0,27.0,2022/12/19,24-109,PHO,LAL,0,9.866666666666667,1.0,5.0,0.2,0.0,1.0,0,1,2.0,0.5,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.2,2,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,0.0,115.0,6.052631578947368,1.7999999999999996,124.1,6.531578947368421,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+4),W (+4)
32.0,,2022/12/20,24-110,PHO,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,92.0,4.842105263157895,0.0,108.7,5.721052631578948,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+26),W (+26)
33.0,28.0,2022/12/23,24-113,PHO,MEM,0,24.05,3.0,5.0,0.6,1.0,3.0,0.333,0,0.0,,2.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,7.0,6.4,-5,2.0,2.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,67.0,3.526315789473684,6.399999999999999,78.4,4.126315789473685,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-3),L (-3)
34.0,29.0,2022/12/25,24-115,PHO,DEN,0,10.316666666666666,2.0,5.0,0.4,0.0,0.0,,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,2.2,8,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,118.0,6.2105263157894735,2.2,129.6,6.821052631578947,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-25),L (-25)
35.0,30.0,2022/12/27,24-117,PHO,MEM,0,25.6,3.0,6.0,0.5,0.0,1.0,0,6,8.0,0.75,5.0,1.0,6.0,2.0,2.0,1.0,4.0,2.0,12.0,11.3,12,5.0,3.0,0.6,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,96.0,5.052631578947368,8.899999999999999,87.99999999999999,4.63157894736842,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-3),L (-3)
36.0,31.0,2022/12/28,24-118,PHO,WAS,0,20.666666666666668,1.0,4.0,0.25,1.0,3.0,0.333,0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,2.5,-19,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,56.0,2.9473684210526314,2.5000000000000004,70.0,3.684210526315789,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+17),W (+17)
37.0,32.0,2022/12/30,24-120,PHO,TOR,1,12.266666666666667,2.0,4.0,0.5,0.0,2.0,0,1,2.0,0.5,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,5.0,3.9,-16,2.0,2.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,98.0,5.157894736842105,3.500000000000001,87.99999999999999,4.63157894736842,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-25),L (-25)
38.0,33.0,2023/1/2,24-123,PHO,NYK,0,4.2,1.0,1.0,1,0.0,0.0,,0,2.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,-7,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,0.0,76.0,4.0,1.1999999999999993,86.80000000000001,4.56842105263158,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-9),L (-9)
39.0,,2023/1/4,24-125,PHO,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,80.0,4.2105263157894735,0.0,86.80000000000001,4.56842105263158,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-19),L (-19)
40.0,34.0,2023/1/6,24-127,PHO,MIA,0,5.683333333333334,0.0,0.0,,0.0,0.0,,1,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,3,0.0,0.0,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,0.0,61.0,3.210526315789474,0.5,64.4,3.389473684210526,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-2),L (-2)
41.0,35.0,2023/1/8,24-129,PHO,CLE,0,9.333333333333334,1.0,2.0,0.5,0.0,1.0,0,2,2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4,5,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,35.0,1.8421052631578947,3.2,45.7,2.405263157894737,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-8),L (-8)
42.0,36.0,2023/1/10,24-131,PHO,GSW,0,24.3,2.0,6.0,0.333,1.0,3.0,0.333,2,2.0,1,2.0,3.0,5.0,1.0,1.0,0.0,3.0,4.0,7.0,3,7,3.0,1.0,0.333333333,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,66.0,3.473684210526316,2.2,45.99999999999999,2.421052631578947,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,,
43.0,37.0,2023/1/11,24-132,PHO,DEN,0,34.0,5.0,13.0,0.385,1.0,4.0,0.25,3,4.0,0.75,4.0,5.0,9.0,5.0,1.0,0.0,3.0,0.0,14.0,12.3,-3,9.0,4.0,0.444444444,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,9.0,47.0,2.473684210526316,11.1,61.79999999999999,3.252631578947368,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-14),L (-14)
44.0,38.0,2023/1/13,24-134,PHO,MIN,0,20.08333333333333,3.0,6.0,0.5,1.0,1.0,1,0,0.0,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,7.0,5.3,1,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,52.0,2.736842105263158,5.3,54.7,2.878947368421053,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+12),W (+12)
45.0,39.0,2023/1/16,24-137,PHO,MEM,0,9.416666666666666,3.0,6.0,0.5,3.0,5.0,0.6,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,5.3,-10,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,47.0,2.473684210526316,5.300000000000001,50.0,2.631578947368421,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-29),L (-29)
46.0,,2023/1/19,24-140,PHO,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,35.0,1.8421052631578947,0.0,34.29999999999999,1.805263157894736,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-5),L (-5)
47.0,40.0,2023/1/21,24-142,PHO,IND,0,34.11666666666667,6.0,11.0,0.545,1.0,2.0,0.5,11,15.0,0.733,4.0,6.0,10.0,4.0,1.0,4.0,1.0,3.0,24.0,26.1,3,9.0,5.0,0.555555556,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,16.0,61.0,3.210526315789474,21.7,39.6,2.0842105263157897,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-30),L (-30)
48.0,41.0,2023/1/22,24-143,PHO,MEM,0,13.366666666666667,1.0,6.0,0.167,1.0,1.0,1,1,2.0,0.5,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,-1.5,-7,5.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-4.0,45.0,2.3684210526315788,-1.8999999999999988,44.6,2.347368421052632,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+5),W (+5)
49.0,42.0,2023/1/24,24-145,PHO,CHO,0,24.166666666666668,2.0,6.0,0.333,2.0,4.0,0.5,3,4.0,0.75,2.0,5.0,7.0,2.0,0.0,2.0,1.0,1.0,9.0,9.5,25,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,9.0,50.0,2.631578947368421,8.300000000000002,46.3,2.4368421052631577,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+5),W (+5)
50.0,43.0,2023/1/26,24-147,PHO,DAL,0,9.166666666666666,0.0,6.0,0,0.0,4.0,0,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.9,-12,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-4.0,57.0,3.0,-2.899999999999999,46.7,2.4578947368421056,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+2),W (+2)
51.0,44.0,2023/1/28,24-149,PHO,SAS,0,11.733333333333333,0.0,3.0,0,0.0,2.0,0,2,4.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,-1.3,6,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-4.0,81.0,4.2631578947368425,-2.1,73.89999999999999,3.8894736842105258,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+31),W (+31)
