Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022-11-09,30-073,PHO,MIN,0,3.033333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.3,-2,0.0,0.0,,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,2.0,85.0,4.473684210526316,1.2999999999999998,95.7,5.036842105263158,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+12),W (+12)
12.0,10.0,2022-11-11,30-075,PHO,ORL,0,11.016666666666667,3.0,6.0,.500,0.0,0.0,,1,1.0,1.000,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,6.6,-4,6.0,3.0,0.5,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,5.0,92.0,4.842105263157895,6.199999999999998,83.0,4.368421052631579,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,L (-17),L (-17)
13.0,11.0,2022-11-14,30-078,PHO,MIA,0,5.216666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.4,+1,0.0,0.0,,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,1.0,82.0,4.315789473684211,-0.4,93.59999999999998,4.926315789473684,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,L (-1),L (-1)
14.0,,2022-11-16,30-080,PHO,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,,96.0,5.052631578947368,0.0,99.6,5.242105263157894,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+11),W (+11)
15.0,,2022-11-18,30-082,PHO,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,,82.0,4.315789473684211,0.0,104.1,5.478947368421053,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,L (-1),L (-1)
16.0,12.0,2022-11-20,30-084,PHO,NYK,0,21.2,2.0,6.0,.333,0.0,0.0,,1,2.0,.500,6.0,4.0,10.0,3.0,0.0,1.0,4.0,5.0,5.0,3.4,+15,6.0,2.0,0.3333333333333333,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,7.0,105.0,5.526315789473684,2.9999999999999982,108.0,5.684210526315789,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+21),W (+21)
17.0,13.0,2022-11-22,30-086,PHO,LAL,0,16.45,1.0,3.0,.333,0.0,0.0,,0,2.0,.000,0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.5,+1,3.0,1.0,0.3333333333333333,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,2.0,78.0,4.105263157894737,1.5000000000000009,87.2,4.589473684210526,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+10),W (+10)
18.0,14.0,2022-11-25,30-089,PHO,DET,0,18.03333333333333,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,0.0,5.0,5.0,1.0,0.0,1.0,3.0,3.0,5.0,2.0,-7,3.0,2.0,0.6666666666666666,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,4.0,96.0,5.052631578947368,1.5999999999999996,98.8,5.2,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+6),W (+6)
19.0,15.0,2022-11-26,30-090,PHO,UTA,0,8.466666666666667,0.0,1.0,.000,0.0,0.0,,0,2.0,.000,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.2,-2,1.0,0.0,0.0,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,2.0,107.0,5.631578947368421,2.2,111.70000000000002,5.878947368421054,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+1),W (+1)
20.0,16.0,2022-11-28,30-092,PHO,SAC,0,8.866666666666667,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,4.0,4.4,0,3.0,2.0,0.6666666666666666,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,6.0,85.0,4.473684210526316,4.4,99.39999999999996,5.231578947368419,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+5),W (+5)
21.0,17.0,2022-11-30,30-094,PHO,CHI,0,7.6,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.2,+7,2.0,0.0,0.0,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,-1.0,100.0,5.2631578947368425,-2.2,119.29999999999998,6.278947368421052,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,,
22.0,18.0,2022-12-02,30-096,PHO,HOU,0,11.283333333333331,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,4.0,6.2,0,2.0,2.0,1.0,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,9.0,99.0,5.2105263157894735,6.199999999999998,116.4,6.126315789473685,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+19),W (+19)
23.0,19.0,2022-12-04,30-098,PHO,SAS,0,6.266666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,-0.4,+6,2.0,1.0,0.5,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,0.0,105.0,5.526315789473684,-0.4000000000000003,112.1,5.9,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,L (-1),L (-1)
24.0,20.0,2022-12-05,30-099,PHO,DAL,0,15.0,3.0,3.0,1.000,0.0,0.0,,0,3.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,5.2,0,3.0,3.0,1.0,13,35,42,53,28,47,40,24,44,48,54,32,43,58,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.3095238095238095,0.7291666666666666,0.711864406779661,0.7162162162162162,0.4912280701754385,0.7014925373134329,0.7547169811320755,0.7741935483870968,0.7333333333333333,0.0,0.6956521739130435,0.75,0.8,0.5180722891566265,0.7341772151898734,5,11,5,18,16,43.0,67.0,47.0,25.0,42.0,63.0,0.1063829787234042,0.2619047619047619,0.1162790697674418,0.0,0.72,0.2539682539682539,19,3.0,116.0,6.105263157894737,5.2,117.4,6.178947368421053,14.4,1.9,-0.9,-3.4,2.5,0.0282219122223414,0.555,0.0,0.34,0.2,0.2,W (+38),W (+38)
