Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario ?ari?,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,,2022/12/17,24-147,PHO,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,78.0,4.105263157894737,0.0,110.5,5.815789473684211,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+16),W (+16)
31.0,27.0,2022/12/19,24-149,PHO,LAL,1,25.866666666666667,9.0,11.0,0.818,1.0,1.0,1,2,4.0,0.5,4.0,7.0,11.0,0.0,0.0,1.0,3.0,0.0,21.0,18.7,11,10.0,8.0,0.8,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,15.0,100.0,5.2631578947368425,17.900000000000002,107.99999999999996,5.684210526315788,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+4),W (+4)
32.0,28.0,2022/12/20,24-150,PHO,WAS,1,32.13333333333333,12.0,20.0,0.6,0.0,0.0,,6,6.0,1,4.0,9.0,13.0,0.0,0.0,1.0,4.0,5.0,30.0,21,-16,20.0,12.0,0.6,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,14.0,78.0,4.105263157894737,18.6,90.1,4.742105263157894,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+26),W (+26)
33.0,29.0,2022/12/23,24-153,PHO,MEM,1,21.03333333333333,9.0,12.0,0.75,0.0,1.0,0,0,2.0,0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,18.0,12.7,-11,11.0,9.0,0.818181818,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,9.0,65.0,3.421052631578948,12.7,72.1,3.794736842105263,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-3),L (-3)
34.0,30.0,2022/12/25,24-155,PHO,DEN,1,37.583333333333336,9.0,18.0,0.5,1.0,1.0,1,3,4.0,0.75,3.0,13.0,16.0,2.0,2.0,2.0,6.0,3.0,22.0,16.2,-13,17.0,8.0,0.470588235,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,16.0,104.0,5.473684210526316,14.999999999999996,116.80000000000004,6.147368421052634,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-25),L (-25)
35.0,31.0,2022/12/27,24-157,PHO,MEM,1,27.35,6.0,12.0,0.5,0.0,0.0,,3,3.0,1,1.0,9.0,10.0,0.0,0.0,1.0,1.0,3.0,15.0,10.9,17,12.0,6.0,0.5,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,10.0,91.0,4.789473684210527,9.7,87.19999999999999,4.5894736842105255,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-3),L (-3)
36.0,32.0,2022/12/28,24-158,PHO,WAS,1,36.2,14.0,22.0,0.636,1.0,1.0,1,2,2.0,1,6.0,1.0,7.0,3.0,2.0,0.0,2.0,3.0,31.0,26.6,-5,21.0,13.0,0.619047619,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,17.0,44.0,2.3157894736842106,25.8,46.7,2.4578947368421056,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+17),W (+17)
37.0,33.0,2022/12/30,24-160,PHO,TOR,1,30.966666666666665,2.0,10.0,0.2,0.0,0.0,,0,0.0,,1.0,6.0,7.0,3.0,0.0,0.0,2.0,2.0,4.0,-0.4,-18,10.0,2.0,0.2,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,2.0,98.0,5.157894736842105,-0.4000000000000014,91.9,4.836842105263158,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-25),L (-25)
38.0,34.0,2023/1/2,24-163,PHO,NYK,1,29.4,6.0,13.0,0.462,0.0,1.0,0,0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,3.0,1.0,12.0,5.8,-24,12.0,6.0,0.5,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,4.0,72.0,3.789473684210526,5.799999999999997,82.2,4.326315789473685,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-9),L (-9)
39.0,35.0,2023/1/4,24-165,PHO,CLE,1,36.66666666666666,7.0,12.0,0.583,0.0,1.0,0,1,2.0,0.5,2.0,16.0,18.0,1.0,1.0,0.0,3.0,2.0,15.0,13.1,-5,11.0,7.0,0.636363636,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,18.0,62.0,3.263157894736842,12.7,74.10000000000001,3.9,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-19),L (-19)
40.0,36.0,2023/1/6,24-167,PHO,MIA,1,35.733333333333334,10.0,20.0,0.5,0.0,1.0,0,3,4.0,0.75,2.0,12.0,14.0,2.0,0.0,0.0,3.0,2.0,23.0,15.2,-3,19.0,10.0,0.526315789,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,12.0,49.0,2.5789473684210527,13.999999999999996,50.9,2.6789473684210527,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-2),L (-2)
41.0,37.0,2023/1/8,24-169,PHO,CLE,1,29.866666666666667,6.0,16.0,0.375,0.0,0.0,,2,2.0,1,3.0,8.0,11.0,6.0,0.0,1.0,0.0,2.0,14.0,13.8,-5,16.0,6.0,0.375,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,14.0,23.0,1.2105263157894737,12.999999999999996,35.9,1.8894736842105264,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-8),L (-8)
42.0,,2023/1/10,24-171,PHO,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,69.0,3.631578947368421,0.0,48.2,2.5368421052631582,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,,
43.0,,2023/1/11,24-172,PHO,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,56.0,2.9473684210526314,0.0,72.9,3.836842105263158,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-14),L (-14)
44.0,38.0,2023/1/13,24-174,PHO,MIN,1,30.9,5.0,18.0,0.278,0.0,1.0,0,1,2.0,0.5,3.0,8.0,11.0,4.0,0.0,0.0,2.0,2.0,11.0,4.5,-11,17.0,5.0,0.294117647,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,4.0,53.0,2.789473684210526,4.100000000000001,55.89999999999999,2.9421052631578943,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+12),W (+12)
45.0,39.0,2023/1/16,24-177,PHO,MEM,1,30.25,8.0,11.0,0.727,0.0,0.0,,2,2.0,1,1.0,4.0,5.0,1.0,0.0,0.0,2.0,4.0,18.0,12.5,-14,11.0,8.0,0.727272727,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,9.0,41.0,2.1578947368421053,11.699999999999998,43.6,2.294736842105263,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-29),L (-29)
46.0,40.0,2023/1/19,24-180,PHO,BRK,1,31.55,11.0,20.0,0.55,0.0,0.0,,2,6.0,0.333,2.0,12.0,14.0,4.0,1.0,0.0,3.0,5.0,24.0,16.6,1,20.0,11.0,0.55,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,14.0,21.0,1.105263157894737,15.799999999999995,18.5,0.9736842105263158,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-5),L (-5)
47.0,,2023/1/21,24-182,PHO,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,77.0,4.052631578947368,0.0,61.3,3.226315789473684,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-30),L (-30)
48.0,,2023/1/22,24-183,PHO,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,41.0,2.1578947368421053,0.0,42.7,2.247368421052632,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+5),W (+5)
49.0,,2023/1/24,24-185,PHO,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,59.0,3.1052631578947367,0.0,54.60000000000001,2.8736842105263163,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+5),W (+5)
50.0,41.0,2023/1/26,24-187,PHO,DAL,1,31.066666666666663,6.0,20.0,0.3,0.0,1.0,0,7,10.0,0.7,7.0,13.0,20.0,2.0,0.0,2.0,2.0,3.0,19.0,14.6,-1,19.0,6.0,0.315789474,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,11.0,42.0,2.210526315789474,11.799999999999994,32.00000000000001,1.6842105263157898,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+2),W (+2)
51.0,42.0,2023/1/28,24-189,PHO,SAS,1,36.55,11.0,20.0,0.55,0.0,0.0,,1,2.0,0.5,1.0,7.0,8.0,3.0,1.0,0.0,2.0,3.0,23.0,15.7,2,20.0,11.0,0.55,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,11.0,66.0,3.473684210526316,15.299999999999995,56.49999999999999,2.9736842105263155,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+31),W (+31)
52.0,43.0,2023/1/30,24-191,PHO,TOR,1,31.116666666666667,9.0,17.0,0.529,0.0,0.0,,4,4.0,1,5.0,8.0,13.0,2.0,0.0,0.0,1.0,2.0,22.0,19.2,1,17.0,9.0,0.529411765,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,15.0,56.0,2.9473684210526314,17.599999999999998,48.9,2.573684210526316,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-4),L (-4)
53.0,44.0,2023/2/1,24-193,PHO,ATL,1,26.53333333333333,9.0,12.0,0.75,0.0,0.0,,2,3.0,0.667,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,17.9,-26,12.0,9.0,0.75,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,14.0,29.0,1.5263157894736843,17.1,26.3,1.3842105263157896,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+10),W (+10)
54.0,45.0,2023/2/3,24-195,PHO,BOS,1,34.86666666666667,7.0,13.0,0.538,0.0,0.0,,0,1.0,0,2.0,8.0,10.0,5.0,0.0,1.0,3.0,2.0,14.0,11.5,-6,13.0,7.0,0.538461538,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,13.0,55.0,2.894736842105264,11.499999999999996,57.1,3.005263157894737,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+8),W (+8)
55.0,46.0,2023/2/4,24-196,PHO,DET,1,31.166666666666668,13.0,15.0,0.867,0.0,0.0,,5,6.0,0.833,3.0,13.0,16.0,2.0,0.0,1.0,0.0,3.0,31.0,32.2,20,15.0,13.0,0.866666667,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,29.0,36.0,1.894736842105263,30.200000000000006,43.1,2.268421052631579,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-32),L (-32)
56.0,47.0,2023/2/7,24-199,PHO,BRK,1,34.53333333333333,14.0,18.0,0.778,0.0,0.0,,7,8.0,0.875,6.0,9.0,15.0,0.0,1.0,0.0,1.0,3.0,35.0,33.3,12,18.0,14.0,0.777777778,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,24.0,32.0,1.6842105263157894,30.5,34.09999999999999,1.7947368421052623,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+12),W (+12)
57.0,48.0,2023/2/9,24-201,PHO,ATL,1,29.816666666666663,10.0,15.0,0.667,0.0,0.0,,3,4.0,0.75,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,23.0,18.3,-9,15.0,10.0,0.666666667,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,10.0,55.0,2.894736842105264,17.099999999999998,66.1,3.478947368421052,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+16),W (+16)
58.0,49.0,2023/2/10,24-202,PHO,IND,1,29.53333333333333,9.0,14.0,0.643,0.0,0.0,,4,4.0,1,4.0,7.0,11.0,2.0,2.0,1.0,1.0,2.0,22.0,23,23,14.0,9.0,0.642857143,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,19.0,67.0,3.526315789473684,21.4,80.40000000000002,4.231578947368422,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+4),W (+4)
59.0,50.0,2023/2/14,24-206,PHO,SAC,1,36.68333333333333,13.0,17.0,0.765,0.0,0.0,,3,4.0,0.75,3.0,8.0,11.0,2.0,4.0,2.0,1.0,2.0,29.0,31.4,21,17.0,13.0,0.764705882,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,26.0,67.0,3.526315789473684,30.2,72.2,3.8,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-9),L (-9)
60.0,51.0,2023/2/16,24-208,PHO,LAC,1,31.933333333333334,8.0,13.0,0.615,0.0,0.0,,2,2.0,1,0.0,6.0,6.0,0.0,0.0,1.0,1.0,4.0,18.0,12,-11,13.0,8.0,0.615384615,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,9.0,65.0,3.421052631578948,11.2,58.89999999999999,3.1,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+13),W (+13)
61.0,52.0,2023/2/24,24-216,PHO,OKC,1,30.866666666666667,6.0,11.0,0.545,0.0,0.0,,2,2.0,1,3.0,8.0,11.0,0.0,1.0,2.0,2.0,5.0,14.0,11.6,-2,11.0,6.0,0.545454545,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,13.0,81.0,4.2631578947368425,10.799999999999995,94.5,4.973684210526316,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+11),W (+11)
