Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
31.0,31,2022-12-18,23-182,GSW,TOR,1,34.583333333333336,14.0,23.0,0.609,5.0,11.0,0.455,10,11.0,0.909,0.0,1.0,1.0,6.0,1.0,0.0,4.0,4.0,43.0,32.0,11,12.0,9.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,72.0,4.5,28.0,68.19999999999999,4.262499999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-12),L (-12)
32.0,32,2022-12-20,23-184,GSW,NYK,1,29.0,8.0,18.0,0.444,2.0,8.0,0.25,8,9.0,0.889,0.0,2.0,2.0,1.0,1.0,0.0,4.0,1.0,26.0,14.1,-27,10.0,6.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,43.0,2.6875,10.9,43.0,2.6875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+16),W (+16)
33.0,33,2022-12-21,23-185,GSW,BRK,1,26.183333333333334,4.0,17.0,0.235,1.0,11.0,0.091,4,4.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,13.0,-2.0,-31,6.0,3.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-11.0,55.0,3.4375,-3.599999999999998,57.1,3.56875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-38),L (-38)
34.0,34,2022-12-25,23-189,GSW,MEM,1,29.2,11.0,25.0,0.44,3.0,10.0,0.3,7,8.0,0.875,0.0,3.0,3.0,2.0,0.0,0.0,5.0,1.0,32.0,15.4,6,15.0,8.0,0.5333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,96.0,6.0,12.599999999999998,85.29999999999998,5.331249999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-30),L (-30)
35.0,35,2022-12-27,23-191,GSW,CHO,1,35.016666666666666,9.0,20.0,0.45,1.0,7.0,0.143,5,6.0,0.833,0.0,2.0,2.0,6.0,0.0,0.0,3.0,4.0,24.0,13.4,1,13.0,8.0,0.6153846153846154,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,63.0,3.9375,11.400000000000007,55.10000000000001,3.4437500000000005,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+14),W (+14)
36.0,36,2022-12-28,23-192,GSW,UTA,1,35.81666666666667,7.0,22.0,0.318,2.0,10.0,0.2,10,12.0,0.833,0.0,3.0,3.0,1.0,0.0,0.0,6.0,4.0,26.0,6.6,-1,12.0,5.0,0.4166666666666667,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-10.0,93.0,5.8125,2.6,77.3,4.83125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+5),W (+5)
37.0,37,2022-12-30,23-194,GSW,POR,1,36.16666666666666,14.0,23.0,0.609,5.0,10.0,0.5,8,9.0,0.889,1.0,4.0,5.0,6.0,0.0,0.0,7.0,4.0,41.0,27.6,18,13.0,9.0,0.6923076923076923,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,67.0,4.1875,24.40000000000001,68.79999999999998,4.299999999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+5),W (+5)
38.0,38,2023-01-02,23-197,GSW,ATL,1,45.38333333333333,11.0,31.0,0.355,2.0,12.0,0.167,4,6.0,0.667,2.0,4.0,6.0,5.0,2.0,0.0,6.0,2.0,28.0,11.2,7,19.0,9.0,0.4736842105263157,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-2.0,102.0,6.375,9.599999999999998,99.4,6.2125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+6),W (+6)
39.0,39,2023-01-04,23-199,GSW,DET,1,33.96666666666667,9.0,22.0,0.409,3.0,10.0,0.3,3,3.0,1.0,1.0,4.0,5.0,6.0,0.0,0.0,3.0,2.0,24.0,14.5,4,12.0,6.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,79.0,4.9375,13.300000000000004,77.9,4.86875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+2),W (+2)
40.0,40,2023-01-07,23-202,GSW,ORL,1,38.16666666666666,5.0,17.0,0.294,2.0,11.0,0.182,9,10.0,0.9,0.0,4.0,4.0,6.0,0.0,1.0,4.0,1.0,21.0,12.4,-3,6.0,3.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,72.0,4.5,8.799999999999999,58.8,3.675,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-3),L (-3)
41.0,41,2023-01-10,23-205,GSW,PHO,0,33.5,8.0,15.0,0.533,4.0,7.0,0.571,7,8.0,0.875,1.0,4.0,5.0,6.0,1.0,0.0,2.0,4.0,27.0,22.8,2,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,55.0,3.4375,20.0,56.3,3.51875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-14),L (-14)
42.0,42,2023-01-13,23-208,GSW,SAS,0,31.25,8.0,16.0,0.5,2.0,6.0,0.333,7,8.0,0.875,1.0,2.0,3.0,6.0,1.0,0.0,2.0,4.0,25.0,19.5,19,10.0,6.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,126.0,7.875,16.700000000000003,117.9,7.36875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,,
43.0,43,2023-01-15,23-210,GSW,CHI,0,26.08333333333333,5.0,8.0,0.625,1.0,4.0,0.25,4,4.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,4.0,4.0,15.0,10.5,3,4.0,4.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,81.0,5.0625,8.900000000000002,79.49999999999999,4.968749999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-12),L (-12)
44.0,44,2023-01-16,23-211,GSW,WAS,1,36.66666666666666,12.0,20.0,0.6,7.0,13.0,0.538,1,1.0,1.0,0.0,7.0,7.0,3.0,2.0,1.0,4.0,3.0,32.0,24.5,-2,7.0,5.0,0.7142857142857143,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,67.0,4.1875,24.100000000000005,72.49999999999999,4.531249999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+31),W (+31)
45.0,45,2023-01-19,23-214,GSW,BOS,1,43.333333333333336,10.0,25.0,0.4,2.0,10.0,0.2,2,2.0,1.0,0.0,6.0,6.0,4.0,3.0,0.0,2.0,4.0,24.0,14.5,-7,15.0,8.0,0.5333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,68.0,4.25,13.699999999999994,66.5,4.15625,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-14),L (-14)
46.0,46,2023-01-20,23-215,GSW,CLE,1,40.583333333333336,10.0,23.0,0.435,5.0,12.0,0.417,7,8.0,0.875,1.0,2.0,3.0,2.0,1.0,0.0,5.0,5.0,32.0,16.2,6,11.0,5.0,0.4545454545454545,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,83.0,5.1875,13.400000000000006,81.0,5.0625,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+9),W (+9)
47.0,47,2023-01-22,23-217,GSW,BRK,1,29.48333333333333,5.0,11.0,0.455,3.0,6.0,0.5,4,4.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,17.0,16.5,-13,5.0,2.0,0.4,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,72.0,4.5,14.9,79.5,4.96875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-3),L (-3)
48.0,48,2023-01-25,23-220,GSW,MEM,1,30.616666666666667,8.0,14.0,0.571,2.0,6.0,0.333,3,4.0,0.75,1.0,4.0,5.0,7.0,1.0,0.0,3.0,5.0,21.0,16.8,15,8.0,6.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,72.0,4.5,15.599999999999994,79.50000000000001,4.968750000000001,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+6),W (+6)
49.0,49,2023-01-27,23-222,GSW,TOR,1,24.4,4.0,8.0,0.5,1.0,3.0,0.333,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,9.0,2.4,-13,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,114.0,7.125,2.4000000000000004,111.4,6.9625,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-4),L (-4)
50.0,50,2023-01-30,23-225,GSW,OKC,1,30.9,4.0,12.0,0.333,2.0,6.0,0.333,5,8.0,0.625,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,15.0,9.4,10,6.0,2.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,103.0,6.4375,7.400000000000004,102.6,6.4125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+2),W (+2)
51.0,51,2023-02-01,23-227,GSW,MIN,1,31.65,4.0,13.0,0.308,1.0,5.0,0.2,9,10.0,0.9,1.0,6.0,7.0,5.0,0.0,0.0,2.0,3.0,18.0,12.9,-9,8.0,3.0,0.375,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,62.0,3.875,9.3,66.1,4.13125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+12),W (+12)
52.0,52,2023-02-02,23-228,GSW,DEN,1,26.35,8.0,15.0,0.533,4.0,8.0,0.5,2,3.0,0.667,0.0,3.0,3.0,5.0,1.0,0.0,2.0,4.0,22.0,16.1,-3,7.0,4.0,0.5714285714285714,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,68.0,4.25,15.299999999999995,59.49999999999999,3.71875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+8),W (+8)
53.0,53,2023-02-04,23-230,GSW,DAL,0,26.75,1.0,6.0,0.167,1.0,3.0,0.333,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,3.0,-4.4,-4,3.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-3.0,95.0,5.9375,-4.4,100.29999999999998,6.268749999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-5),L (-5)
54.0,54,2023-02-06,23-232,GSW,OKC,1,29.3,8.0,14.0,0.571,5.0,10.0,0.5,0,0.0,,1.0,3.0,4.0,12.0,0.0,0.0,4.0,3.0,21.0,19.2,28,4.0,3.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,105.0,6.5625,19.2,103.7,6.48125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-17),L (-17)
55.0,55,2023-02-08,23-234,GSW,POR,1,34.88333333333333,13.0,25.0,0.52,7.0,12.0,0.583,5,5.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,38.0,28.5,0,13.0,6.0,0.4615384615384615,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,76.0,4.75,26.500000000000004,74.8,4.675,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+6),W (+6)
56.0,56,2023-02-11,23-237,GSW,LAL,1,37.25,11.0,25.0,0.44,3.0,10.0,0.3,4,4.0,1.0,0.0,5.0,5.0,6.0,1.0,2.0,3.0,4.0,29.0,19.4,-2,15.0,8.0,0.5333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,68.0,4.25,17.79999999999999,58.4,3.65,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+27),W (+27)
57.0,57,2023-02-13,23-239,GSW,WAS,1,29.616666666666667,4.0,11.0,0.364,3.0,6.0,0.5,3,5.0,0.6,1.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,14.0,5.9,-7,5.0,1.0,0.2,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,104.0,6.5,4.700000000000001,112.79999999999998,7.049999999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-3),L (-3)
58.0,58,2023-02-14,23-240,GSW,LAC,1,32.75,10.0,20.0,0.5,3.0,10.0,0.3,5,6.0,0.833,0.0,2.0,2.0,6.0,0.0,0.0,0.0,4.0,28.0,20.8,-12,10.0,7.0,0.7,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,62.0,3.875,18.8,70.8,4.425,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-6),L (-6)
59.0,59,2023-02-23,23-249,GSW,LAL,1,29.0,3.0,13.0,0.231,2.0,7.0,0.286,8,9.0,0.889,0.0,1.0,1.0,4.0,2.0,0.0,2.0,3.0,16.0,9.6,-16,6.0,1.0,0.1666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,63.0,3.9375,6.400000000000002,69.6,4.35,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+9),W (+9)
60.0,60,2023-02-24,23-250,GSW,HOU,1,30.966666666666665,5.0,13.0,0.385,2.0,8.0,0.25,3,3.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,2.0,15.0,12.3,-3,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,82.0,5.125,11.1,72.80000000000001,4.550000000000001,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-10),L (-10)
61.0,61,2023-02-26,23-252,GSW,MIN,1,34.7,5.0,20.0,0.25,1.0,8.0,0.125,4,5.0,0.8,1.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,15.0,3.8,8,12.0,4.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-4.0,82.0,5.125,2.200000000000001,80.09999999999998,5.006249999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-13),L (-13)
62.0,62,2023-02-28,23-254,GSW,POR,1,32.61666666666667,10.0,24.0,0.417,3.0,10.0,0.3,6,7.0,0.857,0.0,5.0,5.0,6.0,0.0,0.0,4.0,3.0,29.0,16.3,25,14.0,7.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,80.0,5.0,13.900000000000006,81.8,5.1125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+15),W (+15)
