Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-07,20-032,GSW,SAC,0,8.95,2.0,5.0,.400,0.0,2.0,.000,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9,-17,3.0,2.0,0.6666666666666666,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,-2.0,82.0,5.125,1.4999999999999998,83.69999999999999,5.231249999999999,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+3),W (+3)
12.0,9.0,2022-11-11,20-036,GSW,CLE,0,4.316666666666666,0.0,3.0,.000,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.7,-1,3.0,0.0,0.0,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,-3.0,82.0,5.125,-2.7,80.7,5.04375,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+5),W (+5)
13.0,10.0,2022-11-13,20-038,GSW,SAC,0,14.4,1.0,4.0,.250,0.0,2.0,.000,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.4,-4,2.0,1.0,0.5,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,72.0,4.5,0.0,79.9,4.99375,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,L (-7),L (-7)
14.0,11.0,2022-11-14,20-039,GSW,SAS,0,24.666666666666668,5.0,8.0,.625,3.0,4.0,.750,2,2.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,15.0,11.9,+24,4.0,2.0,0.5,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,95.0,5.9375,11.099999999999996,99.8,6.2375,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+37),W (+37)
15.0,,2022-11-16,20-041,GSW,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,,71.0,4.4375,0.0,80.9,5.05625,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,L (-11),L (-11)
16.0,12.0,2022-11-18,20-043,GSW,NYK,0,8.9,0.0,2.0,.000,0.0,1.0,.000,1,2.0,.500,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.1,-7,1.0,0.0,0.0,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,71.0,4.4375,1.7,80.19999999999999,5.012499999999999,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+10),W (+10)
17.0,13.0,2022-11-20,20-045,GSW,HOU,0,6.45,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.1,-12,1.0,1.0,1.0,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,107.0,6.6875,-0.0999999999999998,106.8,6.675,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+7),W (+7)
18.0,14.0,2022-11-21,20-046,GSW,NOP,1,39.5,6.0,20.0,.300,4.0,12.0,.333,2,2.0,1.000,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,18.0,6.9,-38,8.0,2.0,0.25,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,38.0,2.375,6.099999999999996,30.9,1.93125,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,L (-45),L (-45)
19.0,15.0,2022-11-23,20-048,GSW,LAC,0,13.766666666666667,3.0,7.0,.429,0.0,3.0,.000,0,0.0,,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,-7,4.0,3.0,0.75,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,97.0,6.0625,6.000000000000002,98.7,6.16875,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+17),W (+17)
20.0,16.0,2022-11-25,20-050,GSW,UTA,0,13.0,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,-0.4,+2,0.0,0.0,,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,99.0,6.1875,-0.4000000000000001,106.4,6.65,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+11),W (+11)
21.0,17.0,2022-11-27,20-052,GSW,MIN,0,19.83333333333333,3.0,5.0,.600,0.0,2.0,.000,1,1.0,1.000,0.0,6.0,6.0,1.0,0.0,2.0,2.0,2.0,7.0,5.8,+8,3.0,3.0,1.0,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,102.0,6.375,5.4,109.99999999999996,6.874999999999997,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,,
22.0,18.0,2022-11-29,20-054,GSW,DAL,0,25.566666666666663,6.0,8.0,.750,1.0,1.0,1.000,1,4.0,.250,3.0,7.0,10.0,1.0,0.0,2.0,2.0,3.0,14.0,12.7,+21,7.0,5.0,0.7142857142857143,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,57.0,3.5625,12.3,65.5,4.09375,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+23),W (+23)
23.0,19.0,2022-12-02,20-057,GSW,CHI,0,10.7,0.0,2.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.2,-1,1.0,0.0,0.0,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,95.0,5.9375,-0.6000000000000003,85.4,5.3375,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,L (-3),L (-3)
24.0,20.0,2022-12-03,20-058,GSW,HOU,0,17.583333333333332,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,-0.9,-8,2.0,1.0,0.5,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,104.0,6.5,-0.9000000000000004,101.0,6.3125,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+8),W (+8)
25.0,21.0,2022-12-05,20-060,GSW,IND,0,23.466666666666665,4.0,4.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,2.0,4.0,2.0,1.0,0.0,1.0,6.0,10.0,9.8,0,4.0,4.0,1.0,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,61.0,3.8125,8.999999999999998,64.50000000000001,4.031250000000001,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,W (+19),W (+19)
26.0,22.0,2022-12-07,20-062,GSW,UTA,0,29.6,10.0,13.0,.769,1.0,3.0,.333,3,5.0,.600,1.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,24.0,22.7,+8,10.0,9.0,0.9,2,27,53,60,58,18,50,67,67,56,51,25,11,44,34,8.0,37.0,62.0,72.0,73.0,45.0,57.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.25,0.7297297297297297,0.8548387096774194,0.8333333333333334,0.7945205479452054,0.4,0.8771929824561403,0.8170731707317073,0.8170731707317073,0.8115942028985508,0.0,0.8095238095238095,0.8064516129032258,0.9166666666666666,0.7857142857142857,0.7555555555555555,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,53.0,3.3125,21.5,65.4,4.0875,13.3,2.4,-1.7,-1.7,-0.1,0.0682866810212242,0.597,0.294,0.278,0.1,1.0,L (-8),L (-8)
