Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,19.0,2022-11-27,34-258,GSW,MIN,1.0,32.61666666666667,7.0,17.0,0.412,4.0,11.0,0.364,7.0,7.0,1.0,1.0,10.0,11.0,8.0,1.0,0.0,7.0,1.0,25.0,18.8,22.0,6.0,3.0,0.5,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,96.0,6.0,16.000000000000004,99.39999999999998,6.212499999999999,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,,
22.0,20.0,2022-11-29,34-260,GSW,DAL,1.0,37.8,11.0,24.0,0.458,5.0,14.0,0.357,5.0,6.0,0.833,1.0,4.0,5.0,5.0,0.0,0.0,4.0,4.0,32.0,19.0,-12.0,10.0,6.0,0.6,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,62.0,3.875,17.000000000000007,60.8,3.8,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+23),W (+23)
23.0,21.0,2022-12-02,34-263,GSW,CHI,1.0,33.38333333333333,6.0,16.0,0.375,4.0,8.0,0.5,3.0,3.0,1.0,0.0,11.0,11.0,6.0,0.0,1.0,6.0,5.0,19.0,10.4,-1.0,8.0,2.0,0.25,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,83.0,5.1875,9.2,75.60000000000001,4.7250000000000005,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-3),L (-3)
24.0,22.0,2022-12-03,34-264,GSW,HOU,1.0,34.53333333333333,10.0,21.0,0.476,8.0,17.0,0.471,2.0,3.0,0.667,0.0,3.0,3.0,10.0,1.0,1.0,4.0,0.0,30.0,24.5,19.0,4.0,2.0,0.5,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,17.0,87.0,5.4375,23.700000000000003,76.4,4.775,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+8),W (+8)
25.0,23.0,2022-12-05,34-266,GSW,IND,1.0,37.7,3.0,17.0,0.176,2.0,10.0,0.2,4.0,4.0,1.0,0.0,4.0,4.0,6.0,1.0,0.0,3.0,2.0,12.0,3.9,-17.0,7.0,1.0,0.1428571428571428,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,72.0,4.5,2.3,71.2,4.45,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+19),W (+19)
26.0,,2022-12-07,34-268,GSW,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,69.0,4.3125,0.0,86.89999999999999,5.43125,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-8),L (-8)
27.0,24.0,2022-12-10,34-271,GSW,BOS,1.0,37.45,12.0,21.0,0.571,6.0,11.0,0.545,2.0,2.0,1.0,1.0,5.0,6.0,7.0,0.0,1.0,4.0,3.0,32.0,24.7,20.0,10.0,6.0,0.6,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,69.0,4.3125,23.9,70.19999999999999,4.387499999999999,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-1),L (-1)
28.0,25.0,2022-12-13,34-274,GSW,MIL,1.0,27.316666666666663,6.0,17.0,0.353,3.0,10.0,0.3,5.0,5.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,0.0,20.0,13.5,-20.0,7.0,3.0,0.4285714285714285,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,54.0,3.375,11.499999999999996,55.59999999999999,3.474999999999999,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+16),W (+16)
29.0,26.0,2022-12-14,34-275,GSW,IND,1.0,29.55,11.0,19.0,0.579,5.0,10.0,0.5,11.0,11.0,1.0,1.0,6.0,7.0,7.0,2.0,1.0,3.0,2.0,38.0,35.4,-6.0,9.0,6.0,0.6666666666666666,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,22.0,45.0,2.8125,31.000000000000007,46.49999999999999,2.90625,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-17),L (-17)
30.0,,2022-12-16,34-277,GSW,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,78.0,4.875,0.0,76.60000000000001,4.7875000000000005,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-6),L (-6)
31.0,,2022-12-18,34-279,GSW,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,85.0,5.3125,0.0,96.2,6.0125,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-12),L (-12)
32.0,,2022-12-20,34-281,GSW,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,42.0,2.625,0.0,53.9,3.36875,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+16),W (+16)
33.0,,2022-12-21,34-282,GSW,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,44.0,2.75,0.0,53.5,3.34375,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-38),L (-38)
34.0,,2022-12-25,34-286,GSW,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,95.0,5.9375,0.0,97.89999999999998,6.118749999999999,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-30),L (-30)
35.0,,2022-12-27,34-288,GSW,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,66.0,4.125,0.0,66.5,4.15625,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+14),W (+14)
36.0,,2022-12-28,34-289,GSW,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,83.0,5.1875,0.0,79.9,4.99375,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+5),W (+5)
37.0,,2022-12-30,34-291,GSW,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,80.0,5.0,0.0,93.20000000000002,5.825000000000001,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+5),W (+5)
38.0,,2023-01-02,34-294,GSW,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,100.0,6.25,0.0,109.0,6.8125,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+6),W (+6)
39.0,,2023-01-04,34-296,GSW,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,86.0,5.375,0.0,91.2,5.7,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+2),W (+2)
40.0,,2023-01-07,34-299,GSW,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,73.0,4.5625,0.0,67.6,4.225,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-3),L (-3)
41.0,27.0,2023-01-10,34-302,GSW,PHO,1.0,31.266666666666666,8.0,22.0,0.364,5.0,15.0,0.333,3.0,4.0,0.75,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,24.0,12.6,-19.0,7.0,3.0,0.4285714285714285,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,67.0,4.1875,11.400000000000002,64.89999999999999,4.05625,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-14),L (-14)
42.0,28.0,2023-01-13,34-305,GSW,SAS,1.0,23.116666666666667,6.0,12.0,0.5,2.0,7.0,0.286,1.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,1.0,0.0,3.0,15.0,11.8,12.0,5.0,4.0,0.8,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,125.0,7.8125,11.399999999999997,123.2,7.7,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,,
43.0,29.0,2023-01-15,34-307,GSW,CHI,1.0,34.483333333333334,8.0,15.0,0.533,3.0,10.0,0.3,1.0,2.0,0.5,0.0,10.0,10.0,4.0,0.0,1.0,8.0,2.0,20.0,10.0,-9.0,5.0,5.0,1.0,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,77.0,4.8125,9.599999999999998,78.8,4.925,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-12),L (-12)
44.0,30.0,2023-01-16,34-308,GSW,WAS,1.0,37.833333333333336,12.0,28.0,0.429,6.0,15.0,0.4,11.0,12.0,0.917,1.0,6.0,7.0,2.0,0.0,0.0,4.0,1.0,41.0,25.3,14.0,13.0,6.0,0.4615384615384615,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,81.0,5.0625,20.9,75.7,4.73125,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+31),W (+31)
45.0,31.0,2023-01-19,34-311,GSW,BOS,1.0,43.083333333333336,9.0,25.0,0.36,6.0,18.0,0.333,5.0,5.0,1.0,0.0,4.0,4.0,7.0,3.0,2.0,3.0,1.0,29.0,22.2,9.0,7.0,3.0,0.4285714285714285,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,64.0,4.0,20.200000000000003,59.99999999999999,3.75,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-14),L (-14)
46.0,,2023-01-20,34-312,GSW,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,85.0,5.3125,0.0,94.4,5.9,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+9),W (+9)
47.0,32.0,2023-01-22,34-314,GSW,BRK,1.0,37.583333333333336,7.0,16.0,0.438,4.0,8.0,0.5,8.0,8.0,1.0,1.0,5.0,6.0,7.0,1.0,0.0,5.0,2.0,26.0,19.9,-8.0,8.0,3.0,0.375,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,73.0,4.5625,16.7,77.69999999999999,4.856249999999999,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-3),L (-3)
48.0,33.0,2023-01-25,34-317,GSW,MEM,1.0,34.78333333333333,10.0,19.0,0.526,4.0,8.0,0.5,10.0,11.0,0.909,0.0,2.0,2.0,3.0,2.0,0.0,3.0,3.0,34.0,24.8,-3.0,11.0,6.0,0.5454545454545454,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,77.0,4.8125,20.800000000000008,74.3,4.64375,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,W (+6),W (+6)
49.0,34.0,2023-01-27,34-319,GSW,TOR,1.0,38.78333333333333,13.0,21.0,0.619,4.0,8.0,0.5,5.0,5.0,1.0,0.0,7.0,7.0,11.0,2.0,0.0,3.0,1.0,35.0,33.9,13.0,13.0,9.0,0.6923076923076923,7,32,40,49,54,11,40,44,56,56,49,38,14,5,19,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,45.0,0.875,0.8648648648648649,0.6451612903225806,0.6805555555555556,0.7397260273972602,0.2444444444444444,0.7017543859649122,0.6567164179104478,0.6829268292682927,0.6829268292682927,0.7101449275362319,0.0,0.6031746031746031,0.4516129032258064,0.4166666666666667,0.4222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,26.0,90.0,5.625,31.9,81.9,5.11875,24.1,7.8,7.5,7.5,0.1,0.1689736491335999,0.656,0.564,0.248,4.7,5.8,L (-4),L (-4)
