Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,21.0,2023-01-27,26-068,CLE,OKC,0,25.75,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0,5.0,3.7,-12,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,6.0,83.0,5.1875,3.7,107.9,6.74375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-2),L (-2)
52.0,22.0,2023-01-29,26-070,CLE,LAC,0,27.0,2.0,5.0,.400,1.0,4.0,.250,3,5.0,.600,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,8.0,6.7,+14,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,4.0,115.0,7.1875,5.499999999999998,122.29999999999998,7.643749999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+18),W (+18)
53.0,23.0,2023-01-31,26-072,CLE,MIA,0,21.35,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,3.5,0,2.0,1.0,0.5,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,4.0,80.0,5.0,3.5,87.19999999999999,5.449999999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-12),L (-12)
54.0,24.0,2023-02-02,26-074,CLE,MEM,0,17.033333333333335,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,5.3,-3,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,100.0,6.25,5.3,124.20000000000002,7.762500000000001,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+23),W (+23)
55.0,25.0,2023-02-05,26-077,CLE,IND,0,25.366666666666667,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,1.0,5.0,6.0,3.0,1.0,1.0,0.0,3.0,6.0,8.8,+15,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,13.0,96.0,6.0,8.8,108.1,6.75625,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-3),L (-3)
56.0,26.0,2023-02-06,26-078,CLE,WAS,0,25.73333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,+1,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,93.0,5.8125,1.0999999999999996,108.70000000000002,6.793750000000001,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+15),W (+15)
57.0,27.0,2023-02-08,26-080,CLE,DET,0,30.683333333333334,3.0,4.0,.750,2.0,3.0,.667,2,2.0,1.000,0.0,9.0,9.0,0.0,0.0,1.0,1.0,4.0,10.0,9.2,+18,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,13.0,80.0,5.0,8.399999999999997,99.3,6.20625,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+19),W (+19)
58.0,28.0,2023-02-10,26-082,CLE,NOP,0,26.0,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,0.0,2.0,1.0,1.0,4.0,5.0,3.4,0,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,4.0,100.0,6.25,3.4000000000000004,115.6,7.225,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+23),W (+23)
59.0,29.0,2023-02-11,26-083,CLE,CHI,0,11.183333333333334,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.9,-5,2.0,0.0,0.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,-1.0,60.0,3.75,-1.9000000000000004,75.1,4.69375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+28),W (+28)
60.0,30.0,2023-02-13,26-085,CLE,SAS,0,5.616666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.2,+4,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,3.0,88.0,5.5,2.2,111.5,6.96875,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+11),W (+11)
61.0,31.0,2023-02-15,26-087,CLE,PHI,0,8.8,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.9,+3,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,78.0,4.875,1.9,110.10000000000004,6.881250000000002,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+8),W (+8)
62.0,32.0,2023-02-23,26-095,CLE,DEN,0,7.716666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.1,-4,2.0,1.0,0.5,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,2.0,67.0,4.1875,0.0999999999999998,90.7,5.66875,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+8),W (+8)
63.0,33.0,2023-02-24,26-096,CLE,ATL,0,8.283333333333333,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,-9,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,4.0,81.0,5.0625,4.0,112.4,7.025,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,,
64.0,34.0,2023-02-26,26-098,CLE,TOR,0,25.15,1.0,7.0,.143,1.0,5.0,.200,0,0.0,,0.0,6.0,6.0,2.0,1.0,0.0,0.0,3.0,3.0,1.5,+10,2.0,0.0,0.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,89.0,5.5625,1.5,100.5,6.28125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-6),L (-6)
65.0,35.0,2023-03-01,26-101,CLE,BOS,0,15.3,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,-6,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,-1.0,81.0,5.0625,-1.5,107.60000000000002,6.725000000000001,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-6),L (-6)
66.0,36.0,2023-03-04,26-104,CLE,DET,0,13.7,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.2,-11,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,3.0,86.0,5.375,1.2000000000000004,103.09999999999998,6.443749999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-17),L (-17)
67.0,37.0,2023-03-06,26-106,CLE,BOS,0,10.933333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-10,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,1.0,87.0,5.4375,-0.0999999999999999,100.5,6.28125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+25),W (+25)
68.0,,2023-03-08,26-108,CLE,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,67.0,4.1875,0.0,85.7,5.35625,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-4),L (-4)
69.0,,2023-03-10,26-110,CLE,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,65.0,4.0625,0.0,83.9,5.24375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+24),W (+24)
70.0,,2023-03-12,26-112,CLE,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,60.0,3.75,0.0,84.4,5.275,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+4),W (+4)
71.0,38.0,2023-03-14,26-114,CLE,CHO,0,19.366666666666667,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-2.9,+6,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,-3.0,88.0,5.5,-2.8999999999999995,114.2,7.1375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+4),W (+4)
72.0,,2023-03-15,26-115,CLE,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,55.0,3.4375,0.0,77.6,4.85,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-4),L (-4)
73.0,39.0,2023-03-17,26-117,CLE,WAS,0,3.9166666666666665,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,0.0,86.0,5.375,0.0,99.4,6.2125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+6),W (+6)
74.0,,2023-03-21,26-121,CLE,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,75.0,4.6875,0.0,98.80000000000004,6.1750000000000025,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+16),W (+16)
75.0,,2023-03-23,26-123,CLE,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,73.0,4.5625,0.0,96.8,6.05,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-9),L (-9)
76.0,,2023-03-26,26-126,CLE,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,93.0,5.8125,0.0,124.79999999999998,7.799999999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+23),W (+23)
77.0,,2023-03-28,26-128,CLE,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,84.0,5.25,0.0,108.00000000000004,6.750000000000003,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+6),W (+6)
78.0,40.0,2023-03-31,26-131,CLE,NYK,0,12.95,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,4.6,-5,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,89.0,5.5625,4.6,102.3,6.39375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+2),W (+2)
