Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,15.0,2022-11-28,26-008,CLE,TOR,1,28.366666666666667,3.0,10.0,.300,2.0,6.0,.333,0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,0.0,4.0,8.0,4.5,-9,4.0,1.0,0.25,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,6.0,53.0,3.3125,4.499999999999998,63.7,3.98125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,,
22.0,16.0,2022-11-30,26-010,CLE,PHI,1,30.866666666666667,3.0,7.0,.429,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,6.0,7.3,+20,6.0,3.0,0.5,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,8.0,92.0,5.75,7.299999999999999,107.3,6.70625,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-12),L (-12)
23.0,17.0,2022-12-02,26-012,CLE,ORL,1,10.35,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.1,-4,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,0.0,71.0,4.4375,-0.0999999999999999,98.00000000000004,6.125000000000003,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+28),W (+28)
24.0,,2022-12-04,26-014,CLE,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,38.0,2.375,0.0,57.3,3.58125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+11),W (+11)
25.0,,2022-12-06,26-016,CLE,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,81.0,5.0625,0.0,97.60000000000002,6.100000000000001,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-11),L (-11)
26.0,,2022-12-09,26-019,CLE,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,42.0,2.625,0.0,54.1,3.38125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+14),W (+14)
27.0,,2022-12-10,26-020,CLE,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,71.0,4.4375,0.0,84.99999999999999,5.312499999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-11),L (-11)
28.0,,2022-12-12,26-022,CLE,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,64.0,4.0,0.0,80.10000000000001,5.0062500000000005,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+8),W (+8)
29.0,,2022-12-14,26-024,CLE,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,71.0,4.4375,0.0,83.8,5.2375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-1),L (-1)
30.0,,2022-12-16,26-026,CLE,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,64.0,4.0,0.0,85.1,5.31875,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+15),W (+15)
31.0,,2022-12-17,26-027,CLE,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,59.0,3.6875,0.0,70.80000000000001,4.425000000000001,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+6),W (+6)
32.0,,2022-12-19,26-029,CLE,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,78.0,4.875,0.0,94.4,5.9,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+1),W (+1)
33.0,,2022-12-21,26-031,CLE,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,61.0,3.8125,0.0,93.4,5.8375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+23),W (+23)
34.0,,2022-12-23,26-033,CLE,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,55.0,3.4375,0.0,78.1,4.88125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+8),W (+8)
35.0,,2022-12-26,26-036,CLE,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,59.0,3.6875,0.0,93.5,5.84375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-11),L (-11)
36.0,,2022-12-29,26-039,CLE,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,92.0,5.75,0.0,114.1,7.13125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-8),L (-8)
37.0,,2022-12-31,26-041,CLE,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,68.0,4.25,0.0,78.79999999999998,4.924999999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-9),L (-9)
38.0,,2023-01-02,26-043,CLE,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,69.0,4.3125,0.0,109.29999999999998,6.831249999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+1),W (+1)
39.0,,2023-01-04,26-045,CLE,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,51.0,3.1875,0.0,66.8,4.175,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+11),W (+11)
40.0,,2023-01-06,26-047,CLE,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,59.0,3.6875,0.0,86.59999999999998,5.412499999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+2),W (+2)
41.0,,2023-01-08,26-049,CLE,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,84.0,5.25,0.0,96.5,6.03125,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-13),L (-13)
42.0,,2023-01-10,26-051,CLE,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,72.0,4.5,0.0,92.60000000000002,5.787500000000001,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,,
43.0,,2023-01-12,26-053,CLE,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,81.0,5.0625,0.0,108.7,6.79375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+14),W (+14)
44.0,,2023-01-14,26-055,CLE,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,70.0,4.375,0.0,90.8,5.675,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-2),L (-2)
45.0,,2023-01-16,26-057,CLE,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,76.0,4.75,0.0,102.0,6.375,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+6),W (+6)
46.0,,2023-01-18,26-059,CLE,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,108.0,6.75,0.0,118.30000000000004,7.393750000000002,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-8),L (-8)
47.0,,2023-01-20,26-061,CLE,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,71.0,4.4375,0.0,95.09999999999997,5.943749999999998,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+10),W (+10)
48.0,18.0,2023-01-21,26-062,CLE,MIL,0,10.166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.2,-6,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,2.0,87.0,5.4375,0.1999999999999999,108.50000000000004,6.781250000000003,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-1),L (-1)
49.0,19.0,2023-01-24,26-065,CLE,NYK,0,4.433333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.8,-1,0.0,0.0,,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,0.0,74.0,4.625,-0.8,91.0,5.6875,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,L (-6),L (-6)
50.0,20.0,2023-01-26,26-067,CLE,HOU,0,22.883333333333333,5.0,8.0,.625,4.0,7.0,.571,1,3.0,.333,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,15.0,13.2,+10,1.0,1.0,1.0,37,42,35,36,2,43,39,7,36,14,28,12,29,22,23,74.0,77.0,69.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5,0.5454545454545454,0.5072463768115942,0.5294117647058824,0.6666666666666666,0.5443037974683544,0.5131578947368421,0.5833333333333334,0.5294117647058824,0.2258064516129032,0.4516129032258064,0.5454545454545454,0.6041666666666666,0.6666666666666666,0.6216216216216216,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,10.0,80.0,5.0,12.799999999999995,96.39999999999998,6.024999999999999,8.5,1.8,-0.7,-2.9,2.1,0.0223791417707767,0.55,0.718,0.13,0.3,0.4,W (+12),W (+12)
