Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,5.0,2022-11-09,22-287,CLE,SAC,1.0,33.56666666666667,1.0,9.0,0.111,1.0,4.0,0.25,3.0,4.0,0.75,0.0,0.0,0.0,8.0,0.0,0.0,4.0,3.0,6.0,0.1,-6.0,5.0,0.0,0.0,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-3.0,74.0,4.625,-1.1000000000000003,93.4,5.8375,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-7),L (-7)
12.0,6.0,2022-11-11,22-289,CLE,GSW,1.0,36.0,5.0,19.0,0.263,1.0,5.0,0.2,4.0,4.0,1.0,1.0,2.0,3.0,8.0,2.0,0.0,0.0,3.0,15.0,11.4,-3.0,14.0,4.0,0.2857142857142857,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,50.0,3.125,9.8,62.1,3.88125,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-5),L (-5)
13.0,7.0,2022-11-13,22-291,CLE,MIN,1.0,40.016666666666666,16.0,31.0,0.516,10.0,15.0,0.667,9.0,13.0,0.692,1.0,1.0,2.0,6.0,2.0,0.0,2.0,3.0,51.0,38.1,6.0,16.0,6.0,0.375,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,47.0,2.9375,34.499999999999986,59.900000000000006,3.74375,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-5),L (-5)
14.0,8.0,2022-11-16,22-294,CLE,MIL,1.0,34.78333333333333,8.0,20.0,0.4,5.0,9.0,0.556,2.0,3.0,0.667,0.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,23.0,18.9,-1.0,11.0,3.0,0.2727272727272727,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,47.0,2.9375,18.100000000000005,61.39999999999999,3.8375,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-15),L (-15)
15.0,9.0,2022-11-18,22-296,CLE,CHO,1.0,48.21666666666667,16.0,26.0,0.615,3.0,8.0,0.375,6.0,8.0,0.75,0.0,1.0,1.0,6.0,5.0,1.0,8.0,5.0,41.0,28.6,23.0,18.0,13.0,0.7222222222222222,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,66.0,4.125,26.19999999999999,74.30000000000001,4.643750000000001,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+10),W (+10)
16.0,10.0,2022-11-20,22-298,CLE,MIA,1.0,27.883333333333333,7.0,12.0,0.583,4.0,7.0,0.571,7.0,7.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,5.0,2.0,25.0,19.1,12.0,5.0,3.0,0.6,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,89.0,5.5625,16.300000000000004,89.1,5.56875,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+26),W (+26)
17.0,11.0,2022-11-21,22-299,CLE,ATL,1.0,38.1,9.0,14.0,0.643,2.0,4.0,0.5,6.0,6.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,8.0,1.0,26.0,18.7,8.0,10.0,7.0,0.7,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,73.0,4.5625,16.300000000000004,86.6,5.4125,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+12),W (+12)
18.0,12.0,2022-11-23,22-301,CLE,POR,1.0,35.583333333333336,9.0,19.0,0.474,4.0,9.0,0.444,2.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,24.0,20.3,26.0,10.0,5.0,0.5,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,64.0,4.0,19.500000000000004,76.3,4.76875,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+18),W (+18)
19.0,13.0,2022-11-25,22-303,CLE,MIL,1.0,38.1,7.0,18.0,0.389,1.0,5.0,0.2,5.0,5.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,20.0,10.3,-26.0,13.0,6.0,0.4615384615384615,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,59.0,3.6875,8.3,83.1,5.19375,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-15),L (-15)
20.0,14.0,2022-11-27,22-305,CLE,DET,1.0,40.2,4.0,19.0,0.211,0.0,5.0,0.0,11.0,12.0,0.917,0.0,3.0,3.0,10.0,0.0,0.0,2.0,1.0,19.0,12.4,1.0,14.0,4.0,0.2857142857142857,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-1.0,42.0,2.625,8.0,54.900000000000006,3.4312500000000004,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+8),W (+8)
21.0,15.0,2022-11-28,22-306,CLE,TOR,1.0,33.11666666666667,7.0,11.0,0.636,2.0,5.0,0.4,2.0,2.0,1.0,1.0,3.0,4.0,10.0,3.0,1.0,2.0,3.0,18.0,22.2,-8.0,6.0,5.0,0.8333333333333334,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,21.0,38.0,2.375,21.4,46.8,2.925,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,,
22.0,16.0,2022-11-30,22-308,CLE,PHI,1.0,32.03333333333333,9.0,16.0,0.563,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,9.0,0.0,0.0,2.0,1.0,21.0,17.9,24.0,12.0,6.0,0.5,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,86.0,5.375,17.900000000000006,96.7,6.04375,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-12),L (-12)
23.0,17.0,2022-12-02,22-310,CLE,ORL,1.0,36.73333333333333,6.0,15.0,0.4,2.0,6.0,0.333,4.0,4.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,18.0,14.4,-5.0,9.0,4.0,0.4444444444444444,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,65.0,4.0625,12.8,85.10000000000002,5.318750000000001,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+28),W (+28)
24.0,18.0,2022-12-04,22-312,CLE,NYK,1.0,38.88333333333333,5.0,19.0,0.263,3.0,9.0,0.333,4.0,5.0,0.8,0.0,2.0,2.0,3.0,1.0,0.0,4.0,0.0,17.0,5.0,-17.0,10.0,2.0,0.2,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-5.0,43.0,2.6875,3.400000000000004,53.9,3.36875,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+11),W (+11)
25.0,19.0,2022-12-06,22-314,CLE,LAL,1.0,37.86666666666667,8.0,18.0,0.444,1.0,6.0,0.167,4.0,4.0,1.0,1.0,2.0,3.0,11.0,1.0,0.0,1.0,2.0,21.0,19.8,22.0,12.0,7.0,0.5833333333333334,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,68.0,4.25,18.2,79.40000000000002,4.962500000000001,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-11),L (-11)
26.0,20.0,2022-12-09,22-317,CLE,SAC,1.0,34.983333333333334,7.0,17.0,0.412,3.0,7.0,0.429,1.0,1.0,1.0,0.0,2.0,2.0,6.0,2.0,0.0,6.0,2.0,18.0,8.9,-13.0,10.0,4.0,0.4,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,38.0,2.375,8.500000000000002,45.6,2.85,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,W (+14),W (+14)
27.0,21.0,2022-12-10,22-318,CLE,OKC,1.0,33.983333333333334,3.0,9.0,0.333,1.0,4.0,0.25,6.0,6.0,1.0,0.0,3.0,3.0,8.0,2.0,0.0,6.0,1.0,13.0,10.0,9.0,5.0,2.0,0.4,63,64,35,59,3,69,65,9,56,32,52,17,36,29,27,74.0,77.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8513513513513513,0.8311688311688312,0.7954545454545454,0.8676470588235294,1.0,0.8734177215189873,0.8552631578947368,0.75,0.8235294117647058,0.5161290322580645,0.8387096774193549,0.7727272727272727,0.75,0.8787878787878788,0.7297297297297297,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,66.0,4.125,7.600000000000001,77.39999999999998,4.837499999999999,18.8,7.6,2.4,3.2,-0.7,0.1618685497012493,0.587,0.365,0.284,2.7,4.5,L (-11),L (-11)
