Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
56.0,54.0,2023-02-06,27-304,CLE,WAS,0,13.866666666666667,1.0,5.0,.200,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,4.3,+8,2.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,5.0,93.0,5.8125,4.299999999999999,105.50000000000004,6.593750000000003,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+15),W (+15)
57.0,55.0,2023-02-08,27-306,CLE,DET,0,23.166666666666668,3.0,13.0,.231,0.0,6.0,.000,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,6.0,1.4,+8,7.0,3.0,0.4285714285714285,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,0.0,93.0,5.8125,1.4000000000000004,106.3,6.64375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+19),W (+19)
58.0,56.0,2023-02-10,27-308,CLE,NOP,0,22.55,1.0,4.0,.250,1.0,4.0,.250,1,2.0,.500,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,2.4,-3,0.0,0.0,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,102.0,6.375,2.000000000000001,117.0,7.3125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+23),W (+23)
59.0,57.0,2023-02-11,27-309,CLE,CHI,0,13.75,1.0,4.0,.250,0.0,3.0,.000,2,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.6,+3,1.0,1.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,3.0,56.0,3.5,3.8000000000000007,69.39999999999999,4.3375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+28),W (+28)
60.0,58.0,2023-02-13,27-311,CLE,SAS,0,11.383333333333333,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.7,-6,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,5.0,86.0,5.375,6.699999999999999,107.0,6.6875,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+11),W (+11)
61.0,,2023-02-15,27-313,CLE,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,,83.0,5.1875,0.0,112.00000000000004,7.000000000000003,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+8),W (+8)
62.0,59.0,2023-02-23,27-321,CLE,DEN,0,26.666666666666668,2.0,8.0,.250,1.0,6.0,.167,0,2.0,.000,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,5.0,1.1,+1,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-1.0,70.0,4.375,1.0999999999999992,89.7,5.60625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+8),W (+8)
63.0,60.0,2023-02-24,27-322,CLE,ATL,0,16.483333333333334,3.0,7.0,.429,2.0,4.0,.500,2,3.0,.667,0.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,10.0,6.6,+9,3.0,1.0,0.3333333333333333,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,6.0,79.0,4.9375,5.799999999999999,110.6,6.9125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,,
64.0,,2023-02-26,27-324,CLE,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,,94.0,5.875,0.0,102.0,6.375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-6),L (-6)
65.0,61.0,2023-03-01,27-327,CLE,BOS,0,5.1,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0.0,0.0,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,0.0,80.0,5.0,0.0,106.1,6.63125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-6),L (-6)
66.0,62.0,2023-03-04,27-330,CLE,DET,0,18.58333333333333,2.0,7.0,.286,1.0,6.0,.167,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,0.0,3.0,5.0,3.0,0,1.0,1.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,5.0,84.0,5.25,3.0,101.29999999999998,6.331249999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-17),L (-17)
67.0,63.0,2023-03-06,27-332,CLE,BOS,0,17.783333333333335,2.0,4.0,.500,2.0,2.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,3.5,-7,2.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,3.0,85.0,5.3125,3.5,96.9,6.05625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+25),W (+25)
68.0,,2023-03-08,27-334,CLE,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,,67.0,4.1875,0.0,85.7,5.35625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-4),L (-4)
69.0,64.0,2023-03-10,27-336,CLE,MIA,0,12.666666666666666,2.0,6.0,.333,1.0,4.0,.250,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,2.1,+4,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-1.0,66.0,4.125,1.3000000000000007,82.6,5.1625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+24),W (+24)
70.0,65.0,2023-03-12,27-338,CLE,CHO,0,7.75,1.0,3.0,.333,1.0,1.0,1.000,0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.7,-5,2.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,4.0,56.0,3.5,3.7,80.7,5.04375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+4),W (+4)
71.0,66.0,2023-03-14,27-340,CLE,CHO,0,30.53333333333333,8.0,14.0,.571,6.0,10.0,.600,2,2.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,24.0,18.9,+11,4.0,2.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,13.0,72.0,4.5,18.1,93.2,5.825,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+4),W (+4)
72.0,67.0,2023-03-15,27-341,CLE,PHI,0,30.166666666666668,4.0,11.0,.364,3.0,10.0,.300,4,4.0,1.000,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,15.0,9.4,-2,1.0,1.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,4.0,51.0,3.1875,7.799999999999999,69.8,4.3625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-4),L (-4)
73.0,68.0,2023-03-17,27-343,CLE,WAS,0,18.116666666666667,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,4.0,2.0,0.0,1.0,3.0,5.0,7.2,+21,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,10.0,76.0,4.75,7.199999999999999,92.2,5.7625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+6),W (+6)
74.0,69.0,2023-03-21,27-347,CLE,BRK,0,22.98333333333333,4.0,5.0,.800,4.0,4.0,1.000,0,0.0,,0.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,12.0,13.7,+12,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,15.0,60.0,3.75,13.699999999999998,85.10000000000002,5.318750000000001,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+16),W (+16)
75.0,70.0,2023-03-23,27-349,CLE,BRK,0,22.116666666666667,3.0,7.0,.429,1.0,5.0,.200,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,4.0,-1,2.0,2.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,71.0,4.4375,3.5999999999999988,93.2,5.825,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-9),L (-9)
76.0,71.0,2023-03-26,27-352,CLE,HOU,0,16.533333333333335,2.0,10.0,.200,1.0,6.0,.167,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,-1.4,+1,4.0,1.0,0.25,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-3.0,96.0,6.0,-1.4000000000000006,126.2,7.8875,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+23),W (+23)
77.0,72.0,2023-03-28,27-354,CLE,ATL,0,12.0,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,1.1,-19,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,82.0,5.125,1.1000000000000003,106.90000000000003,6.681250000000002,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+6),W (+6)
78.0,73.0,2023-03-31,27-357,CLE,NYK,0,20.73333333333333,4.0,9.0,.444,4.0,8.0,.500,2,2.0,1.000,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,14.0,9.9,+2,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,6.0,88.0,5.5,9.099999999999998,97.8,6.1125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+2),W (+2)
79.0,74.0,2023-04-02,27-359,CLE,IND,0,8.75,1.0,3.0,.333,1.0,2.0,.500,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.6,-10,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,0.0,82.0,5.125,2.200000000000001,101.0,6.3125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+17),W (+17)
80.0,75.0,2023-04-04,27-361,CLE,ORL,0,5.166666666666667,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,+4,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,78.0,4.875,1.1,100.3,6.26875,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-2),L (-2)
81.0,76.0,2023-04-06,27-363,CLE,ORL,1,22.116666666666667,7.0,11.0,.636,4.0,6.0,.667,1,1.0,1.000,0.0,5.0,5.0,4.0,0.0,0.0,1.0,0.0,19.0,17.4,+15,5.0,3.0,0.6,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,15.0,52.0,3.25,17.000000000000004,54.8,3.425,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-14),L (-14)
82.0,77.0,2023-04-09,28-001,CLE,CHO,1,16.066666666666666,1.0,3.0,.333,0.0,1.0,.000,2,3.0,.667,1.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,2.1,+6,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,56.0,3.5,1.3000000000000007,60.79999999999999,3.8,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+10),W (+10)
