Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,,2022-12-16,32-056,CLE,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,64.0,4.0,0.0,85.1,5.31875,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+15),W (+15)
31.0,,2022-12-17,32-057,CLE,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,59.0,3.6875,0.0,70.80000000000001,4.425000000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+6),W (+6)
32.0,,2022-12-19,32-059,CLE,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,78.0,4.875,0.0,94.4,5.9,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+1),W (+1)
33.0,,2022-12-21,32-061,CLE,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,61.0,3.8125,0.0,93.4,5.8375,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+23),W (+23)
34.0,,2022-12-23,32-063,CLE,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,55.0,3.4375,0.0,78.1,4.88125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+8),W (+8)
35.0,,2022-12-26,32-066,CLE,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,59.0,3.6875,0.0,93.5,5.84375,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-11),L (-11)
36.0,,2022-12-29,32-069,CLE,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,92.0,5.75,0.0,114.1,7.13125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-8),L (-8)
37.0,,2022-12-31,32-071,CLE,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,68.0,4.25,0.0,78.79999999999998,4.924999999999999,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-9),L (-9)
38.0,,2023-01-02,32-073,CLE,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,69.0,4.3125,0.0,109.29999999999998,6.831249999999999,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+1),W (+1)
39.0,,2023-01-04,32-075,CLE,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,51.0,3.1875,0.0,66.8,4.175,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+11),W (+11)
40.0,,2023-01-06,32-077,CLE,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,59.0,3.6875,0.0,86.59999999999998,5.412499999999999,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+2),W (+2)
41.0,,2023-01-08,32-079,CLE,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,84.0,5.25,0.0,96.5,6.03125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-13),L (-13)
42.0,,2023-01-10,32-081,CLE,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,72.0,4.5,0.0,92.60000000000002,5.787500000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,,
43.0,1.0,2023-01-12,32-083,CLE,POR,0,10.45,3.0,5.0,.600,2.0,4.0,.500,1,2.0,.500,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,7.9,+6,1.0,1.0,1.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,6.0,75.0,4.6875,7.499999999999999,101.2,6.325,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+14),W (+14)
44.0,2.0,2023-01-14,32-085,CLE,MIN,0,12.766666666666667,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,1.8,-6,1.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,3.0,67.0,4.1875,1.8000000000000005,89.0,5.5625,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-2),L (-2)
45.0,3.0,2023-01-16,32-087,CLE,NOP,0,16.8,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,-1.7,+13,2.0,1.0,0.5,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,-1.0,77.0,4.8125,-1.7000000000000002,103.70000000000002,6.481250000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+6),W (+6)
46.0,4.0,2023-01-18,32-089,CLE,MEM,0,12.2,2.0,7.0,.286,1.0,5.0,.200,2,2.0,1.000,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,6.6,-4,2.0,1.0,0.5,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,103.0,6.4375,5.800000000000001,112.50000000000004,7.031250000000003,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-8),L (-8)
47.0,,2023-01-20,32-091,CLE,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,71.0,4.4375,0.0,95.09999999999997,5.943749999999998,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+10),W (+10)
48.0,5.0,2023-01-21,32-092,CLE,MIL,0,18.78333333333333,1.0,6.0,.167,0.0,2.0,.000,1,2.0,.500,0.0,3.0,3.0,5.0,2.0,0.0,1.0,2.0,3.0,3.4,-2,4.0,1.0,0.25,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,4.0,85.0,5.3125,3.0000000000000018,105.70000000000002,6.606250000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-1),L (-1)
49.0,6.0,2023-01-24,32-095,CLE,NYK,0,13.416666666666666,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,0.2,-26,1.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,0.0,74.0,4.625,0.200000000000001,90.00000000000001,5.625000000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-6),L (-6)
50.0,7.0,2023-01-26,32-097,CLE,HOU,0,17.35,2.0,7.0,.286,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,7.0,1.0,0.0,1.0,2.0,5.0,6.3,+12,5.0,1.0,0.2,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,8.0,82.0,5.125,6.300000000000002,102.89999999999998,6.431249999999999,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+12),W (+12)
51.0,,2023-01-27,32-098,CLE,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,89.0,5.5625,0.0,111.6,6.975,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-2),L (-2)
52.0,8.0,2023-01-29,32-100,CLE,LAC,0,19.116666666666667,1.0,5.0,.200,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,4.2,-10,2.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,6.0,113.0,7.0625,4.199999999999999,123.6,7.725,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+18),W (+18)
53.0,9.0,2023-01-31,32-102,CLE,MIA,0,17.266666666666666,3.0,6.0,.500,2.0,4.0,.500,0,2.0,.000,0.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,8.0,8.8,+6,2.0,1.0,0.5,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,10.0,74.0,4.625,8.799999999999999,81.89999999999999,5.11875,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-12),L (-12)
54.0,10.0,2023-02-02,32-104,CLE,MEM,0,21.016666666666666,4.0,9.0,.444,3.0,6.0,.500,2,2.0,1.000,0.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,13.0,12.0,+15,3.0,1.0,0.3333333333333333,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,9.0,96.0,6.0,11.199999999999998,118.3,7.39375,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+23),W (+23)
55.0,11.0,2023-02-05,32-107,CLE,IND,0,19.916666666666668,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,9.0,0.0,0.0,1.0,3.0,7.0,8.3,+8,4.0,2.0,0.5,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,11.0,98.0,6.125,8.3,108.6,6.7875,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-3),L (-3)
56.0,,2023-02-06,32-108,CLE,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,98.0,6.125,0.0,109.80000000000004,6.8625000000000025,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+15),W (+15)
57.0,12.0,2023-02-08,32-110,CLE,DET,0,16.333333333333332,3.0,6.0,.500,0.0,3.0,.000,2,2.0,1.000,0.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,8.0,9.0,+11,3.0,3.0,1.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,7.0,86.0,5.375,8.199999999999998,99.5,6.21875,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+19),W (+19)
58.0,,2023-02-10,32-112,CLE,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,104.0,6.5,0.0,119.0,7.4375,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+23),W (+23)
59.0,13.0,2023-02-11,32-113,CLE,CHI,0,16.85,0.0,6.0,.000,0.0,5.0,.000,0,0.0,,0.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,2.3,+14,1.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,3.0,56.0,3.5,2.3000000000000007,70.89999999999999,4.43125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+28),W (+28)
