Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
24,24,24,2022-12-04,21-312,CLE,@,NYK,L (-11),0,13:07,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,-3.0,-10,2.0,0.0,0.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,-2.0,40.0,2.5,-3.0,60.3,3.76875
25,25,25,2022-12-06,21-314,CLE,,LAL,W (+14),0,9:47,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-4,1.0,0.0,0.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,1.0,80.0,5.0,2.0,95.60000000000002,5.975000000000001
26,26,26,2022-12-09,21-317,CLE,,SAC,L (-11),0,17:32,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.3,-8,0.0,0.0,,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,3.0,39.0,2.4375,2.3,51.8,3.2375
27,27,27,2022-12-10,21-318,CLE,,OKC,W (+8),0,18:57,3.0,7.0,.429,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,8.0,7.2,-3,3.0,1.0,0.3333333333333333,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,63.0,3.9375,7.2,77.79999999999998,4.862499999999999
28,28,28,2022-12-12,21-320,CLE,@,SAS,L (-1),0,15:44,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,2.6,-4,0.0,0.0,,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,5.0,59.0,3.6875,2.6,77.5,4.84375
29,29,29,2022-12-14,21-322,CLE,@,DAL,W (+15),0,10:11,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-5,2.0,1.0,0.5,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,2.0,69.0,4.3125,2.0,81.8,5.1125
30,30,30,2022-12-16,21-324,CLE,,IND,W (+6),0,9:31,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,-5,1.0,1.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,2.0,62.0,3.875,3.0000000000000004,82.1,5.13125
31,31,31,2022-12-17,21-325,CLE,,DAL,W (+1),1,26:19,5.0,11.0,.455,0.0,4.0,.000,0,0.0,,0.0,6.0,6.0,0.0,1.0,2.0,1.0,1.0,10.0,7.1,-8,7.0,5.0,0.7142857142857143,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,7.0,52.0,3.25,7.1,63.7,3.98125
32,32,32,2022-12-19,21-327,CLE,,UTA,W (+23),1,30:03,4.0,8.0,.500,1.0,4.0,.250,3,4.0,.750,1.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,12.0,10.6,+10,4.0,3.0,0.75,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,6.0,72.0,4.5,9.4,85.0,5.3125
33,33,33,2022-12-21,21-329,CLE,,MIL,W (+8),1,25:12,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,8.0,8.2,+5,2.0,1.0,0.5,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,9.0,52.0,3.25,8.2,85.19999999999999,5.324999999999999
34,34,34,2022-12-23,21-331,CLE,,TOR,L (-11),1,19:45,4.0,6.0,.667,2.0,4.0,.500,5,6.0,.833,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,15.0,15.3,-14,2.0,2.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,10.0,45.0,2.8125,13.3,64.8,4.05
35,35,35,2022-12-26,21-334,CLE,,BRK,L (-8),0,9:32,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.3,-4,2.0,1.0,0.5,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,-1.0,60.0,3.75,0.2999999999999998,93.2,5.825
36,36,36,2022-12-29,21-337,CLE,@,IND,L (-9),0,21:03,4.0,4.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,10.0,10.7,+7,4.0,4.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,9.0,83.0,5.1875,9.9,104.2,6.5125
37,37,37,2022-12-31,21-339,CLE,@,CHI,W (+1),0,22:56,3.0,5.0,.600,0.0,1.0,.000,5,6.0,.833,3.0,4.0,7.0,0.0,1.0,1.0,0.0,3.0,11.0,12.1,+2,4.0,3.0,0.75,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,9.0,59.0,3.6875,10.099999999999998,68.69999999999999,4.293749999999999
38,38,38,2023-01-02,21-341,CLE,,CHI,W (+11),0,19:34,1.0,3.0,.333,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,6.0,3.0,1.6,+3,2.0,0.0,0.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,5.0,64.0,4.0,1.5999999999999996,107.7,6.73125
39,39,39,2023-01-04,21-343,CLE,,PHO,W (+2),1,19:16,3.0,7.0,.429,1.0,3.0,.333,0,1.0,.000,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,7.0,4.0,+5,4.0,2.0,0.5,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,4.0,47.0,2.9375,3.9999999999999982,62.8,3.925
40,40,40,2023-01-06,21-345,CLE,@,DEN,L (-13),1,17:24,1.0,5.0,.200,0.0,0.0,,1,2.0,.500,3.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,3.0,4.2,-13,5.0,1.0,0.2,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,4.0,55.0,3.4375,3.8,82.8,5.175
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-08,21-347,CLE,@,PHO,W (+14),1,23:13,5.0,9.0,.556,4.0,6.0,.667,0,2.0,.000,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,14.0,8.0,-11,3.0,1.0,0.3333333333333333,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,5.0,79.0,4.9375,7.9999999999999964,88.5,5.53125
43,42,42,2023-01-10,21-349,CLE,@,UTA,L (-2),1,17:37,1.0,3.0,.333,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,1.7,-1,1.0,1.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,1.0,71.0,4.4375,0.9000000000000004,91.70000000000002,5.731250000000001
44,43,43,2023-01-12,21-351,CLE,@,POR,W (+6),1,29:26,4.0,4.0,1.000,1.0,1.0,1.000,2,3.0,.667,1.0,4.0,5.0,0.0,2.0,0.0,1.0,3.0,11.0,11.1,+4,3.0,3.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,10.0,71.0,4.4375,10.3,98.4,6.15
45,44,44,2023-01-14,21-353,CLE,@,MIN,L (-8),1,15:24,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,8.0,10.0,-2,1.0,1.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,10.0,60.0,3.75,10.0,80.8,5.05
46,45,45,2023-01-16,21-355,CLE,,NOP,W (+10),1,28:40,4.0,8.0,.500,2.0,4.0,.500,1,2.0,.500,0.0,4.0,4.0,1.0,2.0,0.0,1.0,1.0,11.0,9.1,+2,4.0,2.0,0.5,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,7.0,69.0,4.3125,8.7,93.3,5.83125
47,46,46,2023-01-18,21-357,CLE,@,MEM,L (-1),1,33:30,6.0,6.0,1.000,4.0,4.0,1.000,1,2.0,.500,0.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,17.0,16.0,+5,2.0,2.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,14.0,94.0,5.875,15.599999999999994,102.70000000000002,6.418750000000001
48,47,47,2023-01-20,21-359,CLE,,GSW,L (-6),1,21:38,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,4.0,3.4,-18,3.0,2.0,0.6666666666666666,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,4.0,67.0,4.1875,3.4,91.7,5.73125
49,48,48,2023-01-21,21-360,CLE,,MIL,W (+12),1,24:02,3.0,5.0,.600,1.0,2.0,.500,2,4.0,.500,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,9.0,11.3,+9,3.0,2.0,0.6666666666666666,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,81.0,5.0625,10.5,98.20000000000002,6.137500000000001
50,49,49,2023-01-24,21-363,CLE,@,NYK,L (-2),1,30:37,3.0,5.0,.600,1.0,3.0,.333,2,3.0,.667,3.0,3.0,6.0,5.0,0.0,0.0,1.0,4.0,9.0,10.2,+18,2.0,2.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,11.0,63.0,3.9375,9.4,80.80000000000003,5.050000000000002
51,50,50,2023-01-26,22-000,CLE,@,HOU,W (+18),1,25:33,2.0,5.0,.400,1.0,2.0,.500,0,1.0,.000,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,3.6,+3,3.0,1.0,0.3333333333333333,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,2.0,88.0,5.5,3.6,105.59999999999998,6.599999999999999
52,51,51,2023-01-27,22-001,CLE,@,OKC,L (-12),1,26:17,3.0,7.0,.429,0.0,3.0,.000,0,0.0,,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,6.0,6.9,-7,4.0,3.0,0.75,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,81.0,5.0625,6.900000000000001,104.7,6.54375
53,52,52,2023-01-29,22-003,CLE,,LAC,W (+23),1,18:06,2.0,5.0,.400,1.0,4.0,.250,3,3.0,1.000,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,5.8,+14,1.0,1.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,3.0,116.0,7.25,4.6,123.2,7.7
54,53,53,2023-01-31,22-005,CLE,,MIA,L (-3),1,25:00,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,1.0,3.0,4.0,4.0,0.0,1.0,3.0,3.0,5.0,3.9,-4,2.0,1.0,0.5,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,7.0,77.0,4.8125,3.8999999999999977,86.79999999999998,5.424999999999999
55,54,54,2023-02-02,22-007,CLE,,MEM,W (+15),1,28:49,5.0,5.0,1.000,0.0,0.0,,2,4.0,.500,1.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,12.0,11.8,+7,5.0,5.0,1.0,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,9.0,96.0,6.0,10.999999999999996,118.5,7.40625
56,55,55,2023-02-05,22-010,CLE,@,IND,W (+19),1,29:12,7.0,9.0,.778,3.0,4.0,.750,3,3.0,1.000,1.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,20.0,20.1,+23,5.0,4.0,0.8,70,71,65,39,64,3,74,10,65,41,56,19,45,27,34,74.0,77.0,69.0,44.0,68.0,3.0,79.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.945945945945946,0.922077922077922,0.9420289855072465,0.8863636363636364,0.9411764705882352,1.0,0.9367088607594936,0.8333333333333334,0.9558823529411764,0.6612903225806451,0.9032258064516128,0.8636363636363636,0.9375,0.8181818181818182,0.918918918918919,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,15.0,94.0,5.875,18.9,98.0,6.125
