Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,29.0,2022-12-14,21-179,CLE,DAL,1,35.0,5.0,9.0,.556,0.0,1.0,.000,4,4.0,1.000,2.0,5.0,7.0,6.0,0.0,1.0,1.0,5.0,14.0,14.5,+11,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,57.0,3.5625,12.899999999999997,70.89999999999999,4.43125,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-1),L (-1)
30.0,30.0,2022-12-16,21-181,CLE,IND,1,31.1,6.0,10.0,.600,1.0,2.0,.500,3,4.0,.750,0.0,9.0,9.0,2.0,0.0,2.0,1.0,2.0,16.0,14.7,+10,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,50.0,3.125,13.499999999999996,71.6,4.475,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+15),W (+15)
31.0,31.0,2022-12-17,21-182,CLE,DAL,1,36.36666666666667,6.0,10.0,.600,1.0,1.0,1.000,4,5.0,.800,3.0,5.0,8.0,4.0,0.0,0.0,0.0,3.0,17.0,17.2,+3,9.0,5.0,0.5555555555555556,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,45.0,2.8125,15.6,55.2,3.45,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+6),W (+6)
32.0,32.0,2022-12-19,21-184,CLE,UTA,1,30.65,4.0,6.0,.667,0.0,1.0,.000,4,6.0,.667,0.0,8.0,8.0,3.0,0.0,0.0,1.0,2.0,12.0,11.3,+18,5.0,4.0,0.8,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,68.0,4.25,9.7,84.7,5.29375,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+1),W (+1)
33.0,33.0,2022-12-21,21-186,CLE,MIL,1,23.016666666666666,3.0,7.0,.429,0.0,3.0,.000,1,2.0,.500,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,7.0,2.2,-6,4.0,3.0,0.75,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,59.0,3.6875,1.799999999999999,91.6,5.725,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+23),W (+23)
34.0,34.0,2022-12-23,21-188,CLE,TOR,1,32.28333333333333,5.0,7.0,.714,0.0,0.0,,0,0.0,,1.0,7.0,8.0,3.0,0.0,1.0,2.0,0.0,10.0,10.7,-13,7.0,5.0,0.7142857142857143,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,42.0,2.625,10.7,67.39999999999999,4.2125,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+8),W (+8)
35.0,35.0,2022-12-26,21-191,CLE,BRK,1,38.98333333333333,5.0,11.0,.455,0.0,3.0,.000,2,2.0,1.000,0.0,6.0,6.0,2.0,1.0,1.0,3.0,3.0,12.0,7.0,-6,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,53.0,3.3125,6.199999999999999,87.3,5.45625,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-11),L (-11)
36.0,36.0,2022-12-29,21-194,CLE,IND,1,31.933333333333334,5.0,10.0,.500,0.0,1.0,.000,3,3.0,1.000,5.0,2.0,7.0,7.0,2.0,1.0,3.0,2.0,13.0,15.9,-18,9.0,5.0,0.5555555555555556,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,78.0,4.875,14.7,99.4,6.2125,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-8),L (-8)
37.0,,2022-12-31,21-196,CLE,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,68.0,4.25,0.0,78.79999999999998,4.924999999999999,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-9),L (-9)
38.0,,2023-01-02,21-198,CLE,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,69.0,4.3125,0.0,109.29999999999998,6.831249999999999,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+1),W (+1)
39.0,37.0,2023-01-04,21-200,CLE,PHO,1,31.766666666666666,2.0,9.0,.222,0.0,0.0,,2,2.0,1.000,1.0,7.0,8.0,1.0,2.0,0.0,4.0,1.0,6.0,1.6,-8,9.0,2.0,0.2222222222222222,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,49.0,3.0625,0.7999999999999989,66.0,4.125,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+11),W (+11)
40.0,38.0,2023-01-06,21-202,CLE,DEN,1,34.03333333333333,6.0,13.0,.462,0.0,2.0,.000,0,6.0,.000,2.0,7.0,9.0,4.0,1.0,3.0,1.0,4.0,12.0,9.7,-3,11.0,6.0,0.5454545454545454,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,50.0,3.125,9.700000000000005,76.89999999999998,4.806249999999999,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+2),W (+2)
41.0,39.0,2023-01-08,21-204,CLE,PHO,1,34.43333333333333,7.0,10.0,.700,0.0,0.0,,0,0.0,,0.0,8.0,8.0,6.0,0.0,1.0,3.0,0.0,14.0,14.1,+13,10.0,7.0,0.7,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,68.0,4.25,14.099999999999998,82.4,5.15,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-13),L (-13)
42.0,40.0,2023-01-10,21-206,CLE,UTA,1,37.05,5.0,8.0,.625,0.0,0.0,,2,4.0,.500,1.0,6.0,7.0,1.0,1.0,4.0,0.0,6.0,12.0,12.2,-8,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,59.0,3.6875,11.4,81.2,5.075,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,,
43.0,41.0,2023-01-12,21-208,CLE,POR,1,24.95,6.0,12.0,.500,0.0,1.0,.000,5,6.0,.833,5.0,3.0,8.0,3.0,1.0,1.0,0.0,4.0,17.0,17.2,+6,11.0,6.0,0.5454545454545454,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,69.0,4.3125,15.199999999999998,93.5,5.84375,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+14),W (+14)
44.0,42.0,2023-01-14,21-210,CLE,MIN,1,31.5,6.0,11.0,.545,0.0,2.0,.000,7,8.0,.875,2.0,6.0,8.0,1.0,0.0,0.0,3.0,3.0,19.0,13.0,-24,9.0,6.0,0.6666666666666666,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,64.0,4.0,10.2,80.6,5.0375,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-2),L (-2)
45.0,43.0,2023-01-16,21-212,CLE,NOP,1,39.71666666666667,8.0,10.0,.800,0.0,0.0,,3,4.0,.750,1.0,7.0,8.0,0.0,0.0,1.0,2.0,2.0,19.0,15.5,+8,10.0,8.0,0.8,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,64.0,4.0,14.299999999999995,87.70000000000002,5.481250000000001,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+6),W (+6)
46.0,44.0,2023-01-18,21-214,CLE,MEM,1,38.85,9.0,15.0,.600,0.0,1.0,.000,0,2.0,.000,4.0,11.0,15.0,3.0,1.0,2.0,6.0,2.0,18.0,14.1,+2,14.0,9.0,0.6428571428571429,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,92.0,5.75,14.1,104.20000000000002,6.512500000000001,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-8),L (-8)
47.0,45.0,2023-01-20,21-216,CLE,GSW,1,36.81666666666667,7.0,12.0,.583,0.0,2.0,.000,3,4.0,.750,2.0,5.0,7.0,2.0,0.0,1.0,0.0,1.0,17.0,15.6,0,10.0,7.0,0.7,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,60.0,3.75,14.4,80.69999999999999,5.043749999999999,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+10),W (+10)
48.0,46.0,2023-01-21,21-217,CLE,MIL,1,37.96666666666667,19.0,27.0,.704,0.0,2.0,.000,0,1.0,.000,3.0,6.0,9.0,3.0,0.0,0.0,4.0,1.0,38.0,27.9,+20,25.0,19.0,0.76,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,18.0,71.0,4.4375,27.90000000000001,80.80000000000001,5.050000000000001,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-1),L (-1)
49.0,47.0,2023-01-24,21-220,CLE,NYK,1,37.7,6.0,11.0,.545,0.0,1.0,.000,0,0.0,,1.0,6.0,7.0,3.0,1.0,2.0,3.0,4.0,12.0,9.1,0,10.0,6.0,0.6,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,63.0,3.9375,9.1,81.10000000000002,5.068750000000001,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-6),L (-6)
50.0,48.0,2023-01-26,21-222,CLE,HOU,1,33.31666666666667,6.0,16.0,.375,0.0,3.0,.000,9,10.0,.900,5.0,5.0,10.0,3.0,1.0,2.0,3.0,3.0,21.0,17.1,+17,13.0,6.0,0.4615384615384615,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,82.0,5.125,13.5,95.69999999999996,5.9812499999999975,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+12),W (+12)
51.0,49.0,2023-01-27,21-223,CLE,OKC,1,37.63333333333333,9.0,18.0,.500,2.0,2.0,1.000,3,4.0,.750,2.0,9.0,11.0,1.0,0.0,2.0,4.0,5.0,23.0,13.8,-3,16.0,7.0,0.4375,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,78.0,4.875,12.599999999999994,99.0,6.1875,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-2),L (-2)
52.0,50.0,2023-01-29,21-225,CLE,LAC,1,26.78333333333333,4.0,9.0,.444,1.0,1.0,1.000,0,0.0,,0.0,9.0,9.0,3.0,1.0,3.0,0.0,4.0,9.0,10.6,+36,8.0,3.0,0.375,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,103.0,6.4375,10.6,117.2,7.325,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+18),W (+18)
53.0,51.0,2023-01-31,21-227,CLE,MIA,1,38.35,9.0,15.0,.600,0.0,2.0,.000,1,2.0,.500,1.0,6.0,7.0,4.0,0.0,2.0,0.0,3.0,19.0,17.2,+16,13.0,9.0,0.6923076923076923,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,69.0,4.3125,16.8,73.89999999999999,4.61875,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-12),L (-12)
54.0,52.0,2023-02-02,21-229,CLE,MEM,1,33.4,7.0,17.0,.412,0.0,2.0,.000,3,5.0,.600,4.0,10.0,14.0,5.0,1.0,2.0,3.0,3.0,17.0,14.6,+1,15.0,7.0,0.4666666666666667,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,91.0,5.6875,13.400000000000002,116.1,7.25625,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+23),W (+23)
55.0,53.0,2023-02-05,21-232,CLE,IND,1,30.933333333333334,7.0,12.0,.583,0.0,1.0,.000,3,4.0,.750,1.0,9.0,10.0,4.0,1.0,3.0,0.0,4.0,17.0,18.7,+18,11.0,7.0,0.6363636363636364,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,19.0,90.0,5.625,17.5,99.4,6.2125,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,L (-3),L (-3)
56.0,54.0,2023-02-06,21-233,CLE,WAS,1,28.433333333333334,7.0,13.0,.538,0.0,0.0,,2,3.0,.667,4.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,16.0,15.0,+23,13.0,7.0,0.5384615384615384,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,88.0,5.5,14.200000000000005,95.6,5.975,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+15),W (+15)
57.0,55.0,2023-02-08,21-235,CLE,DET,1,32.05,7.0,14.0,.500,0.0,0.0,,5,6.0,.833,3.0,5.0,8.0,3.0,0.0,0.0,3.0,1.0,19.0,13.9,+21,14.0,7.0,0.5,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,7.0,86.0,5.375,11.900000000000002,95.8,5.9875,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+19),W (+19)
58.0,56.0,2023-02-10,21-237,CLE,NOP,1,36.53333333333333,13.0,18.0,.722,0.0,0.0,,2,3.0,.667,3.0,10.0,13.0,2.0,3.0,2.0,0.0,3.0,28.0,29.9,+18,18.0,13.0,0.7222222222222222,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,27.0,77.0,4.8125,29.1,89.9,5.61875,17.9,8.5,1.7,0.0,1.6,0.591,0.108,0.321,2.5,3.7,W (+23),W (+23)
