Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-30,26-107,DEN,,HOU,W (+20),1,34:23,6.0,13.0,.462,4.0,7.0,.571,2,2.0,1.000,0.0,5.0,5.0,4.0,2.0,0.0,1.0,3.0,18.0,15.4,+12,6.0,2.0,0.3333333333333333,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,13.0,80.0,4.705882352941177,14.6,87.30000000000001,5.135294117647059
22,22,22,2022-12-02,26-109,DEN,@,ATL,L (-8),1,34:17,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,2.0,1.0,3.0,3.0,1.0,0.0,2.0,4.0,7.0,3.8,-14,5.0,2.0,0.4,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,4.0,73.0,4.294117647058823,3.8000000000000007,91.4,5.376470588235295
23,23,23,2022-12-04,26-111,DEN,@,NOP,L (-15),1,37:39,6.0,9.0,.667,1.0,3.0,.333,0,0.0,,0.0,6.0,6.0,3.0,1.0,0.0,4.0,4.0,13.0,8.4,-10,6.0,5.0,0.8333333333333334,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,10.0,67.0,3.941176470588236,8.399999999999997,84.9,4.9941176470588236
24,24,24,2022-12-06,26-113,DEN,,DAL,L (-1),1,29:59,3.0,7.0,.429,2.0,3.0,.667,4,4.0,1.000,1.0,5.0,6.0,5.0,1.0,1.0,1.0,4.0,12.0,13.1,-7,4.0,1.0,0.25,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,13.0,40.0,2.3529411764705883,11.5,61.7,3.6294117647058823
25,25,25,2022-12-08,26-115,DEN,@,POR,W (+1),1,27:52,5.0,8.0,.625,0.0,2.0,.000,0,2.0,.000,2.0,2.0,4.0,0.0,2.0,0.0,1.0,3.0,10.0,7.4,-17,6.0,5.0,0.8333333333333334,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,68.0,4.0,7.399999999999999,84.50000000000001,4.970588235294119
26,26,26,2022-12-10,26-117,DEN,,UTA,W (+5),1,27:33,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0,4.0,2.4,+12,4.0,2.0,0.5,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,75.0,4.411764705882353,2.3999999999999995,95.2,5.6000000000000005
27,27,27,2022-12-14,26-121,DEN,,WAS,W (+13),1,27:53,5.0,6.0,.833,1.0,2.0,.500,2,2.0,1.000,1.0,2.0,3.0,4.0,0.0,1.0,1.0,2.0,13.0,13.8,+13,4.0,4.0,1.0,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,12.0,79.0,4.647058823529412,13.0,98.89999999999998,5.817647058823528
28,28,28,2022-12-16,26-123,DEN,@,LAL,L (-18),1,34:42,4.0,7.0,.571,2.0,2.0,1.000,1,2.0,.500,1.0,4.0,5.0,5.0,0.0,2.0,0.0,1.0,11.0,13.7,-19,5.0,2.0,0.4,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,14.0,55.0,3.235294117647059,13.3,77.2,4.541176470588235
29,29,29,2022-12-18,26-125,DEN,,CHO,W (+4),1,36:35,7.0,11.0,.636,2.0,4.0,.500,0,1.0,.000,0.0,1.0,1.0,4.0,0.0,2.0,3.0,4.0,16.0,10.6,+18,7.0,5.0,0.7142857142857143,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,8.0,82.0,4.823529411764706,10.6,92.1,5.417647058823529
30,30,30,2022-12-20,26-127,DEN,,MEM,W (+14),1,35:22,6.0,15.0,.400,1.0,4.0,.250,3,3.0,1.000,1.0,4.0,5.0,4.0,0.0,2.0,2.0,4.0,16.0,10.4,+22,11.0,5.0,0.4545454545454545,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,7.0,70.0,4.117647058823529,9.199999999999998,79.69999999999999,4.688235294117646
31,31,31,2022-12-23,26-130,DEN,,POR,W (+13),0,27:16,4.0,6.0,.667,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,4.0,1.0,1.0,0.0,4.0,9.0,10.2,+8,4.0,3.0,0.75,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,12.0,85.0,5.0,10.2,100.39999999999998,5.905882352941175
32,32,32,2022-12-25,26-132,DEN,,PHO,W (+3),0,26:28,2.0,4.0,.500,1.0,3.0,.333,0,1.0,.000,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,5.8,-16,1.0,1.0,1.0,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,86.0,5.0588235294117645,5.799999999999999,98.4,5.788235294117648
33,33,33,2022-12-27,26-134,DEN,@,SAC,W (+7),0,8:39,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-1.1,-13,1.0,1.0,1.0,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-2.0,94.0,5.529411764705882,-1.0999999999999996,106.2,6.247058823529412
34,34,,2022-12-28,26-135,DEN,@,SAC,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,,83.0,4.882352941176471,0.0,98.9,5.81764705882353
35,35,34,2022-12-30,26-137,DEN,,MIA,W (+5),0,25:44,5.0,8.0,.625,2.0,5.0,.400,1,2.0,.500,0.0,4.0,4.0,1.0,0.0,0.0,2.0,3.0,13.0,7.7,+6,3.0,3.0,1.0,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,88.0,5.176470588235294,7.299999999999997,96.4,5.670588235294118
36,36,35,2023-01-01,26-139,DEN,,BOS,W (+12),1,30:21,8.0,14.0,.571,4.0,6.0,.667,1,1.0,1.000,0.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,21.0,15.0,+5,8.0,4.0,0.5,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,10.0,103.0,6.0588235294117645,14.6,107.79999999999998,6.341176470588234
37,37,36,2023-01-02,26-140,DEN,@,MIN,L (-13),0,22:28,3.0,6.0,.500,0.0,2.0,.000,2,2.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,8.0,8.9,-7,4.0,3.0,0.75,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,8.0,67.0,3.941176470588236,8.099999999999998,78.5,4.617647058823529
38,38,37,2023-01-05,26-143,DEN,,LAC,W (+31),0,22:06,3.0,6.0,.500,1.0,4.0,.250,2,2.0,1.000,0.0,6.0,6.0,3.0,2.0,2.0,2.0,1.0,9.0,10.9,+21,2.0,2.0,1.0,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,12.0,101.0,5.941176470588236,10.1,106.6,6.270588235294118
39,39,38,2023-01-06,26-144,DEN,,CLE,W (+13),0,28:00,5.0,10.0,.500,3.0,5.0,.600,0,0.0,,1.0,4.0,5.0,6.0,1.0,0.0,1.0,2.0,13.0,13.3,+10,5.0,2.0,0.4,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,14.0,96.0,5.647058823529412,13.299999999999995,103.29999999999998,6.076470588235293
40,40,39,2023-01-09,26-147,DEN,,LAL,W (+13),0,26:36,6.0,11.0,.545,3.0,7.0,.429,0,0.0,,1.0,6.0,7.0,2.0,0.0,1.0,2.0,2.0,15.0,11.5,+3,4.0,3.0,0.75,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,12.0,97.0,5.705882352941177,11.499999999999996,102.99999999999996,6.058823529411762
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,,0.0,0.0,0.0,0.0,0.0
42,41,40,2023-01-11,26-149,DEN,,PHO,W (+29),0,25:26,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.2,+11,3.0,2.0,0.6666666666666666,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,2.0,80.0,4.705882352941177,2.2,97.9,5.758823529411765
43,42,41,2023-01-13,26-151,DEN,@,LAC,W (+12),0,24:31,2.0,7.0,.286,1.0,3.0,.333,4,5.0,.800,0.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,9.0,9.5,+7,4.0,1.0,0.25,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,71.0,4.176470588235294,7.9,86.39999999999999,5.08235294117647
44,43,42,2023-01-15,26-153,DEN,,ORL,W (+3),0,24:22,5.0,9.0,.556,0.0,2.0,.000,2,2.0,1.000,1.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,12.0,13.8,+10,7.0,5.0,0.7142857142857143,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,9.0,76.0,4.470588235294118,12.999999999999996,88.20000000000002,5.188235294117648
45,44,43,2023-01-17,26-155,DEN,,POR,W (+9),0,29:19,5.0,9.0,.556,1.0,2.0,.500,1,3.0,.333,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,12.0,8.1,+5,7.0,4.0,0.5714285714285714,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,83.0,4.882352941176471,7.699999999999999,95.2,5.6000000000000005
46,45,44,2023-01-18,26-156,DEN,,MIN,W (+4),0,32:39,7.0,11.0,.636,1.0,1.0,1.000,1,5.0,.200,1.0,4.0,5.0,4.0,0.0,0.0,1.0,4.0,16.0,11.6,+10,10.0,6.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,8.0,64.0,3.764705882352941,11.2,82.89999999999999,4.876470588235294
47,46,45,2023-01-20,26-158,DEN,,IND,W (+23),0,26:48,7.0,11.0,.636,2.0,4.0,.500,1,1.0,1.000,0.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,17.0,15.9,+16,7.0,5.0,0.7142857142857143,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,15.0,100.0,5.882352941176471,15.5,111.7,6.570588235294117
48,47,46,2023-01-22,26-160,DEN,,OKC,L (-2),1,35:31,6.0,13.0,.462,2.0,5.0,.400,0,2.0,.000,0.0,7.0,7.0,2.0,2.0,0.0,1.0,2.0,14.0,10.2,+4,8.0,4.0,0.5,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,9.0,74.0,4.352941176470588,10.199999999999998,96.1,5.652941176470588
49,48,47,2023-01-24,26-162,DEN,@,NOP,W (+1),1,33:53,4.0,10.0,.400,3.0,7.0,.429,0,0.0,,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,11.0,7.8,-10,3.0,1.0,0.3333333333333333,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,68.0,4.0,7.8,81.99999999999999,4.823529411764705
50,49,48,2023-01-25,26-163,DEN,@,MIL,L (-8),1,36:02,5.0,14.0,.357,1.0,4.0,.250,1,2.0,.500,2.0,6.0,8.0,4.0,3.0,1.0,6.0,3.0,12.0,6.3,+1,10.0,4.0,0.4,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,59.0,3.4705882352941178,5.899999999999999,65.3,3.841176470588235
